Cultivo;Campaña;Provincia;Departamento;"Sup. Sembrada";"Sup. Cosechada";Producción;Rendimiento
Maiz;1980/81;SALTA;Chicoana;500;300;780;2.600
Maiz;1981/82;SALTA;Chicoana;500;500;1.150;2.300
Maiz;1982/83;SALTA;Chicoana;1.000;1.000;2.000;2.000
Maiz;1983/84;SALTA;Chicoana;1.500;1.500;3.625;2.417
Maiz;1984/85;SALTA;Chicoana;1.500;1.400;3.500;2.500
Maiz;1985/86;SALTA;Chicoana;1.600;1.400;3.220;2.300
Maiz;1986/87;SALTA;Chicoana;1.600;1.600;4.000;2.500
Maiz;1987/88;SALTA;Chicoana;500;500;1.500;3.000
Maiz;1988/89;SALTA;Chicoana;900;900;2.300;2.556
Maiz;1989/90;SALTA;Chicoana;1.000;1.000;3.000;3.000
Maiz;1997/98;SALTA;Chicoana;1.000;900;2.700;3.000
Maiz;1998/99;SALTA;Chicoana;1.000;900;3.100;3.444
Maiz;1999/00;SALTA;Chicoana;1.000;1.000;3.500;3.500
Maiz;2000/01;SALTA;Chicoana;1.000;800;3.200;4.000
Maiz;2001/02;SALTA;Chicoana;900;900;2.700;3.000
Maiz;2002/03;SALTA;Chicoana;1.000;1.000;4.000;4.000
Maiz;2003/04;SALTA;Chicoana;900;900;2.700;3.000
Maiz;2004/05;SALTA;Chicoana;900;900;2.700;3.000
Maiz;2005/06;SALTA;Chicoana;900;900;3.600;4.000
Maiz;2006/07;SALTA;Chicoana;900;900;3.150;3.500
Maiz;2007/08;SALTA;Chicoana;900;900;3.780;4.200
Maiz;2008/09;SALTA;Chicoana;600;550;2.420;4.400
Maiz;2009/10;SALTA;Chicoana;600;600;2.700;4.500
Maiz;2010/11;SALTA;Chicoana;600;600;2.980;4.967
Maiz;2011/12;SALTA;Chicoana;600;600;3.020;5.033
Maiz;2012/13;SALTA;Chicoana;600;600;1.320;2.200
Maiz;2013/14;SALTA;Chicoana;650;650;3.710;5.708
Maiz;2014/15;SALTA;Chicoana;790;760;4.480;5.895
Maiz;2015/16;SALTA;Chicoana;790;738;4.207;5.701
Maiz;1969/70;SALTA;"General Guemes";500;500;450;900
Maiz;1970/71;SALTA;"General Guemes";500;450;1.020;2.267
Maiz;1971/72;SALTA;"General Guemes";500;500;730;1.460
Maiz;1972/73;SALTA;"General Guemes";400;400;740;1.850
Maiz;1973/74;SALTA;"General Guemes";400;350;478;1.366
Maiz;1974/75;SALTA;"General Guemes";350;350;425;1.214
Maiz;1975/76;SALTA;"General Guemes";300;300;390;1.300
Maiz;1976/77;SALTA;"General Guemes";290;290;379;1.307
Maiz;1977/78;SALTA;"General Guemes";1.000;1.000;1.760;1.760
Maiz;1978/79;SALTA;"General Guemes";700;700;1.540;2.200
Maiz;1979/80;SALTA;"General Guemes";2.200;1.900;4.180;2.200
Maiz;1980/81;SALTA;"General Guemes";3.000;3.000;7.800;2.600
Maiz;1981/82;SALTA;"General Guemes";2.700;2.700;6.750;2.500
Maiz;1982/83;SALTA;"General Guemes";2.500;2.500;4.500;1.800
Maiz;1983/84;SALTA;"General Guemes";4.000;4.000;9.750;2.438
Maiz;1984/85;SALTA;"General Guemes";5.000;4.800;12.000;2.500
Maiz;1985/86;SALTA;"General Guemes";4.000;3.500;7.700;2.200
Maiz;1986/87;SALTA;"General Guemes";2.000;500;1.000;2.000
Maiz;1987/88;SALTA;"General Guemes";1.000;1.000;3.000;3.000
Maiz;1988/89;SALTA;"General Guemes";1.500;500;800;1.600
Maiz;1989/90;SALTA;"General Guemes";2.500;2.500;7.500;3.000
Maiz;1991/92;SALTA;"General Guemes";2.000;2.000;5.600;2.800
Maiz;1992/93;SALTA;"General Guemes";1.500;1.500;4.500;3.000
Maiz;1993/94;SALTA;"General Guemes";3.000;3.000;9.000;3.000
Maiz;1994/95;SALTA;"General Guemes";3.000;2.500;7.500;3.000
Maiz;1995/96;SALTA;"General Guemes";2.000;2.000;5.800;2.900
Maiz;1996/97;SALTA;"General Guemes";5.000;4.500;14.900;3.311
Maiz;1997/98;SALTA;"General Guemes";4.000;3.000;9.000;3.000
Maiz;1998/99;SALTA;"General Guemes";5.000;4.700;16.400;3.489
Maiz;1999/00;SALTA;"General Guemes";5.000;5.000;17.000;3.400
Maiz;2000/01;SALTA;"General Guemes";5.000;4.000;14.000;3.500
Maiz;2001/02;SALTA;"General Guemes";4.000;4.000;12.800;3.200
Maiz;2002/03;SALTA;"General Guemes";900;900;2.700;3.000
Maiz;2003/04;SALTA;"General Guemes";1.000;1.000;3.500;3.500
Maiz;2004/05;SALTA;"General Guemes";1.000;1.000;3.500;3.500
Maiz;2005/06;SALTA;"General Guemes";1.000;1.000;4.500;4.500
Maiz;2006/07;SALTA;"General Guemes";1.000;1.000;4.000;4.000
Maiz;2007/08;SALTA;"General Guemes";1.000;1.000;4.000;4.000
Maiz;2008/09;SALTA;"General Guemes";1.300;1.250;5.380;4.304
Maiz;2009/10;SALTA;"General Guemes";1.300;1.200;5.760;4.800
Maiz;2010/11;SALTA;"General Guemes";2.250;2.100;10.870;5.176
Maiz;2011/12;SALTA;"General Guemes";2.560;2.560;12.900;5.039
Maiz;2012/13;SALTA;"General Guemes";1.850;1.270;2.290;1.803
Maiz;2013/14;SALTA;"General Guemes";2.000;2.000;11.600;5.800
Maiz;2014/15;SALTA;"General Guemes";5.650;5.400;31.320;5.800
Maiz;2015/16;SALTA;"General Guemes";5.650;5.273;29.529;5.600
Maiz;1969/70;SALTA;"General Jose de San Martin";1.400;1.400;1.150;821
Maiz;1970/71;SALTA;"General Jose de San Martin";1.500;1.000;600;600
Maiz;1971/72;SALTA;"General Jose de San Martin";1.394;1.194;840;704
Maiz;1972/73;SALTA;"General Jose de San Martin";1.400;1.200;1.320;1.100
Maiz;1973/74;SALTA;"General Jose de San Martin";1.400;1.200;1.200;1.000
Maiz;1974/75;SALTA;"General Jose de San Martin";1.200;1.000;1.100;1.100
Maiz;1975/76;SALTA;"General Jose de San Martin";1.300;1.000;1.200;1.200
Maiz;1976/77;SALTA;"General Jose de San Martin";1.170;1.170;1.287;1.100
Maiz;1979/80;SALTA;"General Jose de San Martin";170;100;150;1.500
Maiz;1980/81;SALTA;"General Jose de San Martin";650;500;1.400;2.800
Maiz;1981/82;SALTA;"General Jose de San Martin";1.850;1.850;4.810;2.600
Maiz;1982/83;SALTA;"General Jose de San Martin";2.300;2.300;4.600;2.000
Maiz;1983/84;SALTA;"General Jose de San Martin";2.000;2.000;4.750;2.375
Maiz;1984/85;SALTA;"General Jose de San Martin";2.000;1.900;4.750;2.500
Maiz;1985/86;SALTA;"General Jose de San Martin";1.800;1.600;3.550;2.219
Maiz;1986/87;SALTA;"General Jose de San Martin";1.800;1.800;5.400;3.000
Maiz;1987/88;SALTA;"General Jose de San Martin";4.200;4.200;14.500;3.452
Maiz;1988/89;SALTA;"General Jose de San Martin";3.500;3.000;7.500;2.500
Maiz;1989/90;SALTA;"General Jose de San Martin";3.000;3.000;9.000;3.000
Maiz;1991/92;SALTA;"General Jose de San Martin";1.500;1.500;4.200;2.800
Maiz;1992/93;SALTA;"General Jose de San Martin";4.500;4.500;12.600;2.800
Maiz;1993/94;SALTA;"General Jose de San Martin";8.000;8.000;24.000;3.000
Maiz;1994/95;SALTA;"General Jose de San Martin";7.000;6.500;22.700;3.492
Maiz;1995/96;SALTA;"General Jose de San Martin";6.500;6.500;18.200;2.800
Maiz;1996/97;SALTA;"General Jose de San Martin";7.000;4.900;14.700;3.000
Maiz;1997/98;SALTA;"General Jose de San Martin";7.000;6.100;18.300;3.000
Maiz;1998/99;SALTA;"General Jose de San Martin";5.000;4.500;13.500;3.000
Maiz;1999/00;SALTA;"General Jose de San Martin";5.000;5.000;15.000;3.000
Maiz;2000/01;SALTA;"General Jose de San Martin";5.000;4.000;12.000;3.000
Maiz;2001/02;SALTA;"General Jose de San Martin";2.000;2.000;6.000;3.000
Maiz;2002/03;SALTA;"General Jose de San Martin";2.000;2.000;8.000;4.000
Maiz;2003/04;SALTA;"General Jose de San Martin";2.500;2.500;10.000;4.000
Maiz;2004/05;SALTA;"General Jose de San Martin";2.500;2.500;7.500;3.000
Maiz;2005/06;SALTA;"General Jose de San Martin";2.500;2.000;8.000;4.000
Maiz;2006/07;SALTA;"General Jose de San Martin";2.500;2.500;10.000;4.000
Maiz;2007/08;SALTA;"General Jose de San Martin";2.500;2.500;11.000;4.400
Maiz;2008/09;SALTA;"General Jose de San Martin";2.800;2.650;10.600;4.000
Maiz;2009/10;SALTA;"General Jose de San Martin";3.200;2.900;13.920;4.800
Maiz;2010/11;SALTA;"General Jose de San Martin";24.800;23.850;123.430;5.175
Maiz;2011/12;SALTA;"General Jose de San Martin";28.500;28.500;139.650;4.900
Maiz;2012/13;SALTA;"General Jose de San Martin";29.200;16.800;26.880;1.600
Maiz;2013/14;SALTA;"General Jose de San Martin";29.500;25.500;147.900;5.800
Maiz;2014/15;SALTA;"General Jose de San Martin";43.000;39.000;234.000;6.000
Maiz;2015/16;SALTA;"General Jose de San Martin";56.000;52.230;282.042;5.400
Maiz;1969/70;SALTA;Guachipas;190;190;145;763
Maiz;1970/71;SALTA;Guachipas;200;180;126;700
Maiz;1971/72;SALTA;Guachipas;200;200;136;680
Maiz;1972/73;SALTA;Guachipas;200;200;140;700
Maiz;1973/74;SALTA;Guachipas;200;200;220;1.100
Maiz;1975/76;SALTA;Guachipas;330;245;245;1.000
Maiz;1979/80;SALTA;Guachipas;300;0;0;0
Maiz;1980/81;SALTA;Guachipas;400;200;520;2.600
Maiz;1981/82;SALTA;Guachipas;600;600;1.380;2.300
Maiz;1982/83;SALTA;Guachipas;600;600;900;1.500
Maiz;1983/84;SALTA;Guachipas;600;600;1.200;2.000
Maiz;1984/85;SALTA;Guachipas;700;650;1.300;2.000
Maiz;1985/86;SALTA;Guachipas;700;600;1.200;2.000
Maiz;1986/87;SALTA;Guachipas;700;500;1.000;2.000
Maiz;1987/88;SALTA;Guachipas;200;200;500;2.500
Maiz;1988/89;SALTA;Guachipas;100;100;300;3.000
Maiz;1989/90;SALTA;Guachipas;100;100;300;3.000
Maiz;1998/99;SALTA;Guachipas;0;0;0;0
Maiz;2002/03;SALTA;Guachipas;4.000;4.000;14.000;3.500
Maiz;1969/70;SALTA;Iruya;600;600;490;817
Maiz;1970/71;SALTA;Iruya;600;540;378;700
Maiz;1971/72;SALTA;Iruya;600;600;420;700
Maiz;1972/73;SALTA;Iruya;600;600;420;700
Maiz;1973/74;SALTA;Iruya;600;600;360;600
Maiz;1974/75;SALTA;Iruya;600;600;360;600
Maiz;1975/76;SALTA;Iruya;500;430;430;1.000
Maiz;1976/77;SALTA;Iruya;510;510;306;600
Maiz;1977/78;SALTA;Iruya;500;450;350;778
Maiz;1987/88;SALTA;Iruya;18.500;18.500;64.750;3.500
Maiz;1998/99;SALTA;Iruya;0;0;0;0
Maiz;1969/70;SALTA;"La Caldera";110;110;79;718
Maiz;1970/71;SALTA;"La Caldera";120;70;49;700
Maiz;1971/72;SALTA;"La Caldera";120;120;96;800
Maiz;1972/73;SALTA;"La Caldera";150;150;180;1.200
Maiz;1973/74;SALTA;"La Caldera";150;120;120;1.000
Maiz;1974/75;SALTA;"La Caldera";900;800;1.060;1.325
Maiz;1975/76;SALTA;"La Caldera";150;100;110;1.100
Maiz;1976/77;SALTA;"La Caldera";150;100;107;1.070
Maiz;1977/78;SALTA;"La Caldera";150;100;140;1.400
Maiz;1978/79;SALTA;"La Caldera";150;100;160;1.600
Maiz;1979/80;SALTA;"La Caldera";100;50;75;1.500
Maiz;1980/81;SALTA;"La Caldera";100;0;0;0
Maiz;1981/82;SALTA;"La Caldera";100;100;230;2.300
Maiz;1982/83;SALTA;"La Caldera";100;100;180;1.800
Maiz;1983/84;SALTA;"La Caldera";100;100;200;2.000
Maiz;1984/85;SALTA;"La Caldera";100;100;200;2.000
Maiz;1985/86;SALTA;"La Caldera";100;80;160;2.000
Maiz;1986/87;SALTA;"La Caldera";100;100;200;2.000
Maiz;1987/88;SALTA;"La Caldera";50;50;125;2.500
Maiz;1988/89;SALTA;"La Caldera";200;200;500;2.500
Maiz;1989/90;SALTA;"La Caldera";200;200;600;3.000
Maiz;1998/99;SALTA;"La Caldera";0;0;0;0
Maiz;2000/01;SALTA;"La Caldera";200;200;600;3.000
Maiz;2001/02;SALTA;"La Caldera";100;100;350;3.500
Maiz;2003/04;SALTA;"La Caldera";100;100;400;4.000
Maiz;2004/05;SALTA;"La Caldera";100;100;400;4.000
Maiz;2005/06;SALTA;"La Caldera";100;100;300;3.000
Maiz;2006/07;SALTA;"La Caldera";100;100;350;3.500
Maiz;2007/08;SALTA;"La Caldera";100;100;350;3.500
Maiz;2008/09;SALTA;"La Caldera";100;100;420;4.200
Maiz;2009/10;SALTA;"La Caldera";100;100;400;4.000
Maiz;2010/11;SALTA;"La Caldera";100;100;470;4.700
Maiz;2011/12;SALTA;"La Caldera";100;100;500;5.000
Maiz;2012/13;SALTA;"La Caldera";100;100;220;2.200
Maiz;2013/14;SALTA;"La Caldera";100;100;520;5.200
Maiz;2014/15;SALTA;"La Caldera";100;100;540;5.400
Maiz;2015/16;SALTA;"La Caldera";100;100;520;5.200
Maiz;1969/70;SALTA;"La Candelaria";2.800;2.800;4.030;1.439
Maiz;1970/71;SALTA;"La Candelaria";2.500;2.200;4.980;2.264
Maiz;1971/72;SALTA;"La Candelaria";2.200;1.730;3.105;1.795
Maiz;1972/73;SALTA;"La Candelaria";1.900;1.800;3.280;1.822
Maiz;1973/74;SALTA;"La Candelaria";1.300;1.150;2.020;1.757
Maiz;1975/76;SALTA;"La Candelaria";700;605;1.012;1.673
Maiz;1976/77;SALTA;"La Candelaria";1.600;1.600;2.900;1.813
Maiz;1977/78;SALTA;"La Candelaria";1.930;1.930;4.300;2.228
Maiz;1978/79;SALTA;"La Candelaria";2.100;1.900;4.750;2.500
Maiz;1979/80;SALTA;"La Candelaria";2.100;1.800;3.960;2.200
Maiz;1980/81;SALTA;"La Candelaria";2.300;2.300;6.000;2.609
Maiz;1981/82;SALTA;"La Candelaria";4.250;4.250;10.625;2.500
Maiz;1982/83;SALTA;"La Candelaria";4.800;4.800;9.600;2.000
Maiz;1983/84;SALTA;"La Candelaria";4.000;4.000;10.000;2.500
Maiz;1984/85;SALTA;"La Candelaria";5.000;4.800;14.400;3.000
Maiz;1985/86;SALTA;"La Candelaria";4.000;3.700;8.510;2.300
Maiz;1986/87;SALTA;"La Candelaria";4.000;3.000;7.500;2.500
Maiz;1987/88;SALTA;"La Candelaria";2.650;2.650;9.010;3.400
Maiz;1988/89;SALTA;"La Candelaria";3.000;1.500;2.700;1.800
Maiz;1989/90;SALTA;"La Candelaria";4.000;4.000;12.000;3.000
Maiz;1991/92;SALTA;"La Candelaria";8.000;8.000;20.800;2.600
Maiz;1992/93;SALTA;"La Candelaria";5.500;5.500;16.500;3.000
Maiz;1993/94;SALTA;"La Candelaria";2.000;2.000;6.800;3.400
Maiz;1994/95;SALTA;"La Candelaria";2.800;2.800;10.000;3.571
Maiz;1995/96;SALTA;"La Candelaria";3.000;3.000;9.000;3.000
Maiz;1996/97;SALTA;"La Candelaria";4.500;4.400;16.100;3.659
Maiz;1997/98;SALTA;"La Candelaria";4.500;4.300;14.200;3.302
Maiz;1998/99;SALTA;"La Candelaria";4.500;4.200;16.400;3.905
Maiz;1999/00;SALTA;"La Candelaria";5.000;5.000;20.000;4.000
Maiz;2000/01;SALTA;"La Candelaria";5.000;4.500;15.750;3.500
Maiz;2001/02;SALTA;"La Candelaria";3.500;3.500;13.300;3.800
Maiz;2002/03;SALTA;"La Candelaria";100;100;350;3.500
Maiz;2003/04;SALTA;"La Candelaria";3.500;3.000;9.000;3.000
Maiz;2004/05;SALTA;"La Candelaria";3.500;2.500;10.000;4.000
Maiz;2005/06;SALTA;"La Candelaria";3.500;3.000;13.500;4.500
Maiz;2006/07;SALTA;"La Candelaria";4.500;4.500;20.250;4.500
Maiz;2007/08;SALTA;"La Candelaria";4.500;4.500;19.800;4.400
Maiz;2008/09;SALTA;"La Candelaria";3.500;3.250;15.600;4.800
Maiz;2009/10;SALTA;"La Candelaria";3.650;3.600;16.200;4.500
Maiz;2010/11;SALTA;"La Candelaria";2.350;2.230;12.000;5.381
Maiz;2011/12;SALTA;"La Candelaria";2.420;2.420;12.200;5.041
Maiz;2012/13;SALTA;"La Candelaria";2.280;1.600;2.560;1.600
Maiz;2013/14;SALTA;"La Candelaria";100;100;560;5.600
Maiz;2014/15;SALTA;"La Candelaria";3.860;3.680;21.340;5.799
Maiz;2015/16;SALTA;"La Candelaria";3.860;3.600;20.160;5.600
Maiz;1971/72;SALTA;"La Poma";16;16;10;625
Maiz;1972/73;SALTA;"La Poma";20;20;12;600
Maiz;1973/74;SALTA;"La Poma";20;20;12;600
Maiz;1975/76;SALTA;"La Poma";20;20;10;500
Maiz;1976/77;SALTA;"La Poma";20;20;10;500
Maiz;1998/99;SALTA;"La Poma";0;0;0;0
Maiz;1969/70;SALTA;"La Vina";300;300;195;650
Maiz;1970/71;SALTA;"La Vina";300;230;161;700
Maiz;1971/72;SALTA;"La Vina";350;350;245;700
Maiz;1972/73;SALTA;"La Vina";250;250;250;1.000
Maiz;1973/74;SALTA;"La Vina";250;250;250;1.000
Maiz;1975/76;SALTA;"La Vina";500;500;300;600
Maiz;1978/79;SALTA;"La Vina";250;250;450;1.800
Maiz;1979/80;SALTA;"La Vina";500;100;180;1.800
Maiz;1980/81;SALTA;"La Vina";300;100;260;2.600
Maiz;1981/82;SALTA;"La Vina";750;700;1.725;2.464
Maiz;1982/83;SALTA;"La Vina";500;500;750;1.500
Maiz;1983/84;SALTA;"La Vina";500;500;1.000;2.000
Maiz;1984/85;SALTA;"La Vina";700;650;1.300;2.000
Maiz;1985/86;SALTA;"La Vina";700;600;1.200;2.000
Maiz;1986/87;SALTA;"La Vina";700;500;1.000;2.000
Maiz;1987/88;SALTA;"La Vina";200;200;500;2.500
Maiz;1988/89;SALTA;"La Vina";500;500;1.300;2.600
Maiz;1989/90;SALTA;"La Vina";500;500;1.500;3.000
Maiz;1998/99;SALTA;"La Vina";500;500;1.800;3.600
Maiz;1999/00;SALTA;"La Vina";500;500;1.750;3.500
Maiz;2001/02;SALTA;"La Vina";100;100;300;3.000
Maiz;2002/03;SALTA;"La Vina";100;100;300;3.000
Maiz;2003/04;SALTA;"La Vina";100;100;300;3.000
Maiz;2004/05;SALTA;"La Vina";100;100;300;3.000
Maiz;2005/06;SALTA;"La Vina";100;100;400;4.000
Maiz;2006/07;SALTA;"La Vina";100;100;400;4.000
Maiz;2007/08;SALTA;"La Vina";100;100;420;4.200
Maiz;2008/09;SALTA;"La Vina";100;100;430;4.300
Maiz;2009/10;SALTA;"La Vina";100;100;450;4.500
Maiz;2010/11;SALTA;"La Vina";100;100;500;5.000
Maiz;2011/12;SALTA;"La Vina";100;100;500;5.000
Maiz;2012/13;SALTA;"La Vina";100;100;200;2.000
Maiz;2013/14;SALTA;"La Vina";100;100;540;5.400
Maiz;2014/15;SALTA;"La Vina";100;100;580;5.800
Maiz;2015/16;SALTA;"La Vina";100;100;560;5.600
Maiz;1998/99;SALTA;"Los Andes";0;0;0;0
Maiz;2000/01;SALTA;"Los Andes";300;300;900;3.000
Maiz;1969/70;SALTA;Metan;12.500;12.500;19.000;1.520
Maiz;1970/71;SALTA;Metan;12.500;11.400;26.140;2.293
Maiz;1971/72;SALTA;Metan;10.400;9.200;14.580;1.585
Maiz;1972/73;SALTA;Metan;9.500;9.200;24.760;2.691
Maiz;1973/74;SALTA;Metan;6.900;6.200;10.000;1.613
Maiz;1974/75;SALTA;Metan;4.000;3.660;4.966;1.357
Maiz;1975/76;SALTA;Metan;3.800;3.500;5.280;1.509
Maiz;1976/77;SALTA;Metan;9.300;9.300;17.160;1.845
Maiz;1977/78;SALTA;Metan;10.000;10.000;21.800;2.180
Maiz;1978/79;SALTA;Metan;10.450;10.000;24.000;2.400
Maiz;1979/80;SALTA;Metan;14.830;13.050;30.675;2.351
Maiz;1980/81;SALTA;Metan;13.500;11.800;33.540;2.842
Maiz;1981/82;SALTA;Metan;20.300;20.300;49.170;2.422
Maiz;1982/83;SALTA;Metan;22.000;20.000;40.000;2.000
Maiz;1983/84;SALTA;Metan;24.000;24.000;70.100;2.921
Maiz;1984/85;SALTA;Metan;28.000;26.700;80.100;3.000
Maiz;1985/86;SALTA;Metan;25.000;22.000;49.100;2.232
Maiz;1986/87;SALTA;Metan;24.000;19.000;47.500;2.500
Maiz;1988/89;SALTA;Metan;10.000;5.000;9.000;1.800
Maiz;1989/90;SALTA;Metan;13.000;12.000;36.000;3.000
Maiz;1991/92;SALTA;Metan;7.500;7.500;20.300;2.707
Maiz;1992/93;SALTA;Metan;8.000;8.000;25.600;3.200
Maiz;1993/94;SALTA;Metan;9.000;9.000;31.500;3.500
Maiz;1994/95;SALTA;Metan;10.000;9.500;33.300;3.505
Maiz;1995/96;SALTA;Metan;12.000;12.000;42.000;3.500
Maiz;1996/97;SALTA;Metan;15.500;15.000;54.000;3.600
Maiz;1997/98;SALTA;Metan;13.000;11.500;35.700;3.104
Maiz;1998/99;SALTA;Metan;15.500;15.000;55.500;3.700
Maiz;1999/00;SALTA;Metan;15.000;15.000;57.000;3.800
Maiz;2001/02;SALTA;Metan;8.000;8.000;32.000;4.000
Maiz;2002/03;SALTA;Metan;8.000;8.000;24.000;3.000
Maiz;2003/04;SALTA;Metan;7.000;7.000;17.500;2.500
Maiz;2004/05;SALTA;Metan;7.000;6.000;24.000;4.000
Maiz;2005/06;SALTA;Metan;7.000;6.000;30.000;5.000
Maiz;2006/07;SALTA;Metan;8.000;8.000;38.400;4.800
Maiz;2007/08;SALTA;Metan;8.000;8.000;36.000;4.500
Maiz;2008/09;SALTA;Metan;6.500;6.250;25.000;4.000
Maiz;2009/10;SALTA;Metan;9.800;8.800;44.000;5.000
Maiz;2010/11;SALTA;Metan;18.500;17.000;95.010;5.589
Maiz;2011/12;SALTA;Metan;18.500;18.500;93.240;5.040
Maiz;2012/13;SALTA;Metan;16.800;8.200;14.760;1.800
Maiz;2013/14;SALTA;Metan;18.730;16.830;94.250;5.600
Maiz;2014/15;SALTA;Metan;32.650;29.150;174.900;6.000
Maiz;2015/16;SALTA;Metan;32.900;30.690;178.002;5.800
Maiz;1969/70;SALTA;Molinos;210;210;136;648
Maiz;1970/71;SALTA;Molinos;380;350;210;600
Maiz;1971/72;SALTA;Molinos;300;300;210;700
Maiz;1972/73;SALTA;Molinos;300;300;210;700
Maiz;1973/74;SALTA;Molinos;300;300;210;700
Maiz;1975/76;SALTA;Molinos;40;40;24;600
Maiz;1976/77;SALTA;Molinos;40;40;24;600
Maiz;1977/78;SALTA;Molinos;40;40;24;600
Maiz;1998/99;SALTA;Molinos;0;0;0;0
Maiz;2000/01;SALTA;Molinos;11.000;10.000;35.000;3.500
Maiz;1969/70;SALTA;Oran;800;800;650;813
Maiz;1970/71;SALTA;Oran;750;600;420;700
Maiz;1971/72;SALTA;Oran;750;750;525;700
Maiz;1972/73;SALTA;Oran;750;750;825;1.100
Maiz;1973/74;SALTA;Oran;750;650;650;1.000
Maiz;1974/75;SALTA;Oran;750;750;750;1.000
Maiz;1975/76;SALTA;Oran;750;750;750;1.000
Maiz;1976/77;SALTA;Oran;700;700;700;1.000
Maiz;1977/78;SALTA;Oran;600;550;700;1.273
Maiz;1978/79;SALTA;Oran;400;400;600;1.500
Maiz;1979/80;SALTA;Oran;300;200;300;1.500
Maiz;1980/81;SALTA;Oran;2.000;1.800;5.040;2.800
Maiz;1981/82;SALTA;Oran;1.550;1.550;4.030;2.600
Maiz;1982/83;SALTA;Oran;1.700;1.700;3.400;2.000
Maiz;1983/84;SALTA;Oran;1.000;1.000;2.500;2.500
Maiz;1984/85;SALTA;Oran;1.000;950;2.375;2.500
Maiz;1985/86;SALTA;Oran;1.000;800;1.600;2.000
Maiz;1986/87;SALTA;Oran;1.000;500;1.000;2.000
Maiz;1987/88;SALTA;Oran;500;500;1.500;3.000
Maiz;1988/89;SALTA;Oran;500;200;400;2.000
Maiz;1989/90;SALTA;Oran;1.000;1.000;3.000;3.000
Maiz;1991/92;SALTA;Oran;2.000;2.000;5.600;2.800
Maiz;1992/93;SALTA;Oran;500;500;1.700;3.400
Maiz;1993/94;SALTA;Oran;1.500;1.500;5.100;3.400
Maiz;1994/95;SALTA;Oran;1.500;1.500;5.300;3.533
Maiz;1995/96;SALTA;Oran;2.000;2.000;5.600;2.800
Maiz;1996/97;SALTA;Oran;3.000;2.700;8.900;3.296
Maiz;1997/98;SALTA;Oran;1.000;800;2.500;3.125
Maiz;1998/99;SALTA;Oran;1.000;1.000;3.300;3.300
Maiz;1999/00;SALTA;Oran;1.000;1.000;2.500;2.500
Maiz;2001/02;SALTA;Oran;500;500;1.500;3.000
Maiz;2002/03;SALTA;Oran;500;500;1.500;3.000
Maiz;2003/04;SALTA;Oran;500;500;2.000;4.000
Maiz;2004/05;SALTA;Oran;500;500;2.000;4.000
Maiz;2005/06;SALTA;Oran;500;500;2.000;4.000
Maiz;2006/07;SALTA;Oran;500;500;2.000;4.000
Maiz;2007/08;SALTA;Oran;500;500;2.100;4.200
Maiz;2008/09;SALTA;Oran;500;500;1.950;3.900
Maiz;2009/10;SALTA;Oran;1.400;1.100;5.280;4.800
Maiz;2010/11;SALTA;Oran;2.450;2.000;10.350;5.175
Maiz;2011/12;SALTA;Oran;2.840;2.840;14.310;5.039
Maiz;2012/13;SALTA;Oran;2.890;1.930;3.090;1.601
Maiz;2013/14;SALTA;Oran;4.500;4.500;26.100;5.800
Maiz;2014/15;SALTA;Oran;520;490;2.890;5.898
Maiz;2015/16;SALTA;Oran;7.000;6.532;35.273;5.400
Maiz;1969/70;SALTA;Rivadavia;300;300;245;817
Maiz;1970/71;SALTA;Rivadavia;400;320;224;700
Maiz;1971/72;SALTA;Rivadavia;400;300;180;600
Maiz;1972/73;SALTA;Rivadavia;500;500;550;1.100
Maiz;1973/74;SALTA;Rivadavia;500;100;100;1.000
Maiz;1998/99;SALTA;Rivadavia;0;0;0;0
Maiz;2000/01;SALTA;Rivadavia;1.000;800;2.000;2.500
Maiz;1969/70;SALTA;"Rosario de la Frontera";7.300;7.300;11.000;1.507
Maiz;1970/71;SALTA;"Rosario de la Frontera";8.100;7.200;17.080;2.372
Maiz;1971/72;SALTA;"Rosario de la Frontera";6.200;5.400;8.360;1.548
Maiz;1972/73;SALTA;"Rosario de la Frontera";5.400;5.100;11.880;2.329
Maiz;1973/74;SALTA;"Rosario de la Frontera";3.900;3.600;5.800;1.611
Maiz;1974/75;SALTA;"Rosario de la Frontera";2.100;1.800;2.330;1.294
Maiz;1975/76;SALTA;"Rosario de la Frontera";1.900;1.600;2.400;1.500
Maiz;1976/77;SALTA;"Rosario de la Frontera";2.500;2.500;4.200;1.680
Maiz;1977/78;SALTA;"Rosario de la Frontera";3.000;3.000;6.340;2.113
Maiz;1978/79;SALTA;"Rosario de la Frontera";7.900;7.500;17.700;2.360
Maiz;1979/80;SALTA;"Rosario de la Frontera";12.000;11.000;24.200;2.200
Maiz;1980/81;SALTA;"Rosario de la Frontera";8.000;7.800;20.300;2.603
Maiz;1981/82;SALTA;"Rosario de la Frontera";22.400;22.400;56.000;2.500
Maiz;1982/83;SALTA;"Rosario de la Frontera";25.000;23.000;46.000;2.000
Maiz;1983/84;SALTA;"Rosario de la Frontera";28.000;28.000;73.500;2.625
Maiz;1984/85;SALTA;"Rosario de la Frontera";30.000;28.500;88.450;3.104
Maiz;1985/86;SALTA;"Rosario de la Frontera";27.000;24.000;53.700;2.238
Maiz;1986/87;SALTA;"Rosario de la Frontera";25.000;19.500;48.800;2.503
