CVE_ENT,ENT,CVE_MUN,MUN,POB_TOT,VP,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,OVSD,OVSDSE,IM,GM,IND0A100,LUG_NAC,LUGAR_EST,AÑOS
20,Oaxaca,20079,Salina Cruz,89211,-,4.88,14.68,0.99,1.07,7.58,34.17,2.01,7.01,32.36,-,-,-1.134,Muy bajo,-,2154,560,2015
20,Oaxaca,20043,Juchit�n de Zaragoza,85869,-,17.37,34.62,2.17,1.66,4.62,53.39,7.22,17.65,64.05,-,-,-0.592,Medio,-,1711,531,2005
20,Oaxaca,20079, Salina Cruz                                      ,82371,-,5.7,16.95,1.23,1.65,7.83,39.5,3.39,7.01,29.24,-,-,-1.346,Muy bajo,12.458,2256,-,2010
20,Oaxaca,20043, Juchit�n De Zaragoza,78512,-,20.69,41.78,-,3.29,8.37,56.4,9.49,17.67,66.64,-,8.11,-0.631,Medio,-,1722,526,2000
20,Oaxaca,20385, Santa Cruz Xoxocotl�n                            ,77833,-,5.23,14.98,0.36,3.06,34.87,34.9,11.16,13.81,27.09,-,-,-1.126,Bajo,14.947,2118,-,2010
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de Le�n,77547,-,6.29,18.17,1.2,2.66,10.68,32.37,6.73,24.05,44.88,-,-,-0.698,Bajo,-,1800,536,2015
20,Oaxaca,20079, Salina Cruz,76452,-,7.84,23.73,-,3.08,7.39,50.7,6.36,5.54,44.16,-,5.62,-1.38,Muy bajo,-,2247,563,2000
20,Oaxaca,20079,Salina Cruz,76219,-,7.22,19.5,2.45,1.59,6.65,44.51,3.02,6.44,42.44,-,-,-1.316,Muy bajo,-,2245,562,2005
20,Oaxaca,20079, Salina Cruz,76198,17640,9.57,-,-,6.25,8.42,-,-,-,-,7.78,-,-1.505,Muy bajo,-,2301,-,1995
20,Oaxaca,20043, Juchit�n De Zaragoza,75946,15041,21.69,-,-,3.46,13.09,-,-,-,-,17.52,-,-0.799,Bajo,-,1834,-,1995
20,Oaxaca,20039, Heroica Ciudad de Huajuapan de Le�n              ,69839,-,7.53,20.79,2.47,1.9,12.66,39.51,7.78,24.05,43.75,-,-,-0.934,Bajo,17.116,1984,-,2010
20,Oaxaca,20043,Juchit�n de Zaragoza,66414,-,25.59,48.21,18.74,6.96,14.91,66.58,12.38,19.19,65.02,-,-,-0.896,Bajo,-,1912,554,1990
20,Oaxaca,20385,Santa Cruz Xoxocotl�n,65873,-,6.55,17.18,0.58,3.18,31.65,40.66,18.75,10.16,45.45,-,-,-1.07,Bajo,-,2084,557,2005
20,Oaxaca,20079,Salina Cruz,65707,-,9.78,30.7,15.41,6.66,11.14,63.26,9.42,6.17,37.64,-,-,-1.659,Muy bajo,-,2290,568,1990
20,Oaxaca,20515,Santo Domingo Tehuantepec,64639,-,8.27,21.26,3.14,1.88,6.71,42.13,13.4,31.99,44.76,-,-,-0.339,Medio,-,1487,506,2015
20,Oaxaca,20515, Santo Domingo Tehuantepec                        ,61872,-,11.73,25.99,4.45,3.63,7.28,47.26,18.63,31.99,55.98,-,-,-0.368,Medio,23.511,1514,-,2010
20,Oaxaca,20039,Heroica Ciudad de Huajuapan de Le�n,57808,-,9.58,23.75,4.42,2.51,11.79,43,9.34,21.6,49.8,-,-,-1.005,Bajo,-,2039,555,2005
20,Oaxaca,20515,Santo Domingo Tehuantepec,57163,-,13.99,30.23,8.03,4.59,7.5,52.51,27.56,30.85,61.78,-,-,-0.422,Medio,-,1564,512,2005
20,Oaxaca,20515, Santo Domingo Tehuantepec,53229,-,15.28,35.42,-,7.99,10.54,56.22,27.79,30.36,64.28,-,16.66,-0.519,Medio,-,1634,521,2000
20,Oaxaca,20039, Heroica Ciudad De Huajuapan De Le�n,53219,-,10.73,28.9,-,3.6,11.92,49.64,12.86,19.06,51.81,-,9.94,-1.068,Bajo,-,2054,557,2000
20,Oaxaca,20482,Santiago Pinotepa Nacional,53148,-,14.46,28.2,9.57,2.02,22.65,41.92,10.6,41.15,51.43,-,-,0.227,Alto,-,968,391,2015
20,Oaxaca,20385, Santa Cruz Xoxocotl�n,52806,-,8.23,22.88,-,9.49,32.43,49.39,18.7,11.95,47.28,-,4.59,-1.062,Bajo,-,2052,555,2000
20,Oaxaca,20515, Santo Domingo Tehuantepec,52142,10811,17.7,-,-,9.86,20.69,-,-,-,-,25.1,-,-0.501,Medio,-,1594,-,1995
20,Oaxaca,20482, Santiago Pinotepa Nacional                       ,50309,-,17.06,32.14,16.01,2.28,54.73,49.2,17.57,41.16,56.29,-,-,0.318,Medio,31.263,916,-,2010
20,Oaxaca,20390,Santa Luc�a del Camino,49459,-,2.38,9.45,0,0.15,4.05,23.4,2.4,7.04,28.33,-,-,-1.558,Muy bajo,-,2364,567,2015
20,Oaxaca,20318,San Pedro Mixtepec,48336,-,8.38,23.57,2.49,3.33,4.36,40.07,5.59,26.91,36.85,-,-,-0.557,Bajo,-,1662,519,2015
20,Oaxaca,20039, Heroica Ciudad De Huajuapan De Le�n,47827,9934,11.82,-,-,4.19,13.63,-,-,-,-,23.16,-,-0.829,Bajo,-,1862,-,1995
20,Oaxaca,20324,San Pedro Pochutla,47476,-,15.08,30,1.93,4.84,14.5,46.91,16.81,68.8,47.75,-,-,0.45,Alto,-,760,326,2015
20,Oaxaca,20390, Santa Luc�a del Camino                           ,47356,-,3.85,11.87,0.09,0.13,9.06,30.38,4.64,7.04,26.28,-,-,-1.622,Muy bajo,9.342,2355,-,2010
20,Oaxaca,20515,Santo Domingo Tehuantepec,47147,-,20.62,46.43,30.98,10.67,22.71,67.82,39.19,29.06,61.07,-,-,-0.668,Bajo,-,1735,527,1990
20,Oaxaca,20334,Villa de Tututepec de Melchor Ocampo,46152,-,14.79,35.89,4.59,2.63,11.68,43.51,8.87,70.53,54.42,-,-,0.333,Alto,-,860,361,2015
20,Oaxaca,20002,Acatl�n de P�rez Figueroa,45883,-,14.39,34.41,5.4,2.21,14.05,37.87,8.75,70.58,65.34,-,-,0.339,Alto,-,854,359,2015
20,Oaxaca,20390,Santa Luc�a del Camino,45752,-,4.99,14.39,0.13,0.41,28.86,34.84,8.27,6.95,43.52,-,-,-1.373,Muy bajo,-,2269,564,2005
20,Oaxaca,20413,Santa Mar�a Huatulco,45680,-,8.03,19.97,0.56,1.93,2.93,39.31,5.27,41.65,35.95,-,-,-0.686,Bajo,-,1782,532,2015
20,Oaxaca,20002, Acatl�n de P�rez Figueroa                        ,44885,-,17.65,39.8,8.41,3.14,16.53,47.68,27.17,70.58,70.08,-,-,0.462,Alto,32.894,790,-,2010
20,Oaxaca,20002, Acatl�n De P�rez Figueroa,44579,-,21.41,50.28,-,9.97,25.75,62.66,43.27,69.38,75.2,-,28.58,0.337,Alto,-,895,353,2000
20,Oaxaca,20482,Santiago Pinotepa Nacional,44441,-,21.64,37.55,24.27,2.75,49.43,54.9,27.22,41.79,62.54,-,-,0.221,Alto,-,1000,399,2005
20,Oaxaca,20390, Santa Luc�a Del Camino,44364,-,5.8,17.59,-,1.02,14.11,42.17,7.07,8.6,45.28,-,1.09,-1.556,Muy bajo,-,2305,566,2000
20,Oaxaca,20482, Santiago Pinotepa Nacional,44193,-,23.93,44.71,-,7.28,48.01,62.95,30.66,44.91,65.06,-,38.76,0.214,Alto,-,1001,392,2000
20,Oaxaca,20002, Acatl�n De P�rez Figueroa,44006,8636,22.42,-,-,13.19,26.41,-,-,-,-,39.92,-,0.181,Medio,-,1015,-,1995
20,Oaxaca,20334, Villa de Tututepec de Melchor Ocampo             ,43913,-,17.1,40.49,5.06,3.03,49.89,51.64,9.33,70.53,63.86,-,-,0.426,Alto,32.485,815,-,2010
20,Oaxaca,20324, San Pedro Pochutla                               ,43860,-,18.24,35.67,4.66,6.64,23.97,56.44,24.1,68.8,56.02,-,-,0.425,Alto,32.477,817,-,2010
20,Oaxaca,20565,Villa de Zaachila,43279,-,6.41,19.47,0.91,4.5,40.3,37.26,16,18.62,37.41,-,-,-0.137,Medio,-,1286,470,2015
20,Oaxaca,20002,Acatl�n de P�rez Figueroa,43150,-,25.39,61.37,43.32,21.53,39.43,75.26,53.2,66.06,80.96,-,-,0.252,Alto,-,981,387,1990
20,Oaxaca,20044,Loma Bonita,42884,-,11.63,32.49,2.44,1.02,4.61,34.08,5.84,24.2,61.5,-,-,-0.276,Medio,-,1420,496,2015
20,Oaxaca,20318, San Pedro Mixtepec -Dto. 22 -                    ,42860,-,11.44,27.43,3.31,2.88,7.05,46.59,9.69,26.91,42.62,-,-,-0.653,Medio,20.293,1746,-,2010
20,Oaxaca,20334, Villa De Tututepec De Melchor Ocampo,42645,-,23.57,52.99,-,8.87,40.74,69.64,48.3,71.36,80.93,-,31.02,0.658,Alto,-,637,272,2000
20,Oaxaca,20002,Acatl�n de P�rez Figueroa,42347,-,20.55,44.34,12.55,4.35,13.91,51.92,32.71,67.85,72.28,-,-,0.205,Alto,-,1012,403,2005
20,Oaxaca,20059,Miahuatl�n de Porfirio D�az,42312,-,14.5,30.44,0.88,1.61,10.96,40.71,15.96,42.16,47.75,-,-,0.057,Medio,-,1123,434,2015
20,Oaxaca,20482, Santiago Pinotepa Nacional,42116,8525,24.93,-,-,7.08,53.5,-,-,-,-,57.49,-,0.312,Medio,-,882,-,1995
20,Oaxaca,20044,Loma Bonita,41926,-,20.94,55.66,24.74,13.24,38.08,66.45,26.79,26.73,79.76,-,-,-0.423,Medio,-,1562,506,1990
20,Oaxaca,20044, Loma Bonita,41744,9377,19.63,-,-,9.68,37.71,-,-,-,-,25.45,-,-0.263,Medio,-,1409,-,1995
20,Oaxaca,20044, Loma Bonita                                      ,41535,-,14.31,37.54,2.56,1.58,8.18,43.37,8.76,24.2,63.87,-,-,-0.329,Medio,23.955,1482,-,2010
20,Oaxaca,20059, Miahuatl�n de Porfirio D�az                      ,41387,-,15.9,36.01,1.52,4.45,46.58,52.38,26.17,42.16,52.23,-,-,0.296,Medio,31.02,933,-,2010
20,Oaxaca,20044, Loma Bonita,40877,-,18.16,48.39,-,5.47,21.31,53.13,18.63,24.92,76.38,-,9.76,-0.34,Medio,-,1497,496,2000
20,Oaxaca,20385, Santa Cruz Xoxocotl�n,40815,8580,9.82,-,-,7.35,30.66,-,-,-,-,30.04,-,-0.646,Medio,-,1703,-,1995
20,Oaxaca,20334,Villa de Tututepec de Melchor Ocampo,40767,-,21.29,46.61,13.14,3.88,42.72,58.9,39.51,69.84,77.79,-,-,0.614,Alto,-,637,280,2005
20,Oaxaca,20057, Mat�as Romero Avenda�o                           ,40709,-,16.96,41.09,-,5.62,43.15,52.34,19.66,50.92,72.04,-,11.2,-0.253,Medio,-,1424,483,2000
20,Oaxaca,20334, Villa De Tututepec De Melchor Ocampo,40501,7985,25.24,-,-,9.48,51.54,-,-,-,-,58.61,-,0.522,Alto,-,724,-,1995
20,Oaxaca,20057, Mat�as Romero Avenda�o                           ,40018,8318,16.64,-,-,7.4,56.19,-,-,-,-,22.87,-,-0.33,Medio,-,1466,-,1995
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,39945,-,7.82,18.4,0.51,1.64,20.98,36.71,17.39,54.38,47.09,-,-,-0.184,Medio,-,1333,479,2015
20,Oaxaca,20057,Mat�as Romero Avenda�o,39828,-,12.63,31.25,2.34,2.67,36.41,38.55,8.16,50.17,55.84,-,-,0.285,Alto,-,910,376,2015
20,Oaxaca,20278,San Miguel Soyaltepec,39680,-,20.3,37.47,4.46,2.71,37.48,48.39,16.8,82.04,69.4,-,-,1.179,Alto,-,310,149,2015
20,Oaxaca,20039,Ciudad de Huajuapam de Le�n,39488,-,15.83,40.94,30.09,3.93,34.72,63.73,22.86,18.72,69.31,-,-,-0.849,Bajo,-,1881,550,1990
20,Oaxaca,20044,Loma Bonita,39166,-,17.03,41.39,4.53,2.9,10.56,46.52,11.79,23.96,73.41,-,-,-0.37,Medio,-,1517,505,2005
20,Oaxaca,20324,San Pedro Pochutla,38798,-,21.4,39.6,8.86,11.76,31.16,63.08,36.59,68.77,68.22,-,-,0.478,Alto,-,754,316,2005
20,Oaxaca,20057, Mat�as Romero Avenda�o                           ,38755,-,19.69,49.24,23.16,10.05,57.62,64.47,25.23,49.19,71.47,-,-,-0.464,Medio,-,1589,509,1990
20,Oaxaca,20413, Santa Mar�a Huatulco                             ,38629,-,10.7,23.6,1.16,2.55,13.68,47.44,11.49,41.65,40.49,-,-,-0.635,Medio,20.497,1731,-,2010
20,Oaxaca,20397, Heroica Ciudad de Tlaxiaco                       ,38453,-,10.36,21.38,1.39,2.53,34.21,47.22,25.51,54.38,47.74,-,-,-0.23,Medio,25.072,1393,-,2010
20,Oaxaca,20057, Mat�as Romero Avenda�o                           ,38421,-,15.84,35.95,5.08,3.02,36.57,44.8,13.18,48.21,69.24,-,-,-0.248,Medio,-,1405,490,2005
20,Oaxaca,20057, Mat�as Romero Avenda�o                           ,38019,-,12.63,31.25,2.34,2.67,36.41,38.55,8.16,50.17,55.84,-,-,-0.275,Medio,24.56,1437,-,2010
20,Oaxaca,20482,Santiago Pinotepa Nacional,37800,-,31.72,57.44,56.26,12.67,57.41,71.08,44.82,47.57,76.49,-,-,0.191,Alto,-,1044,400,1990
20,Oaxaca,20324, San Pedro Pochutla,36982,-,22.88,46.65,-,18.87,32.4,70.81,43.29,66.46,70.97,-,21.2,0.433,Alto,-,815,327,2000
20,Oaxaca,20278, San Miguel Soyaltepec                            ,36564,-,21.82,40.52,5.37,4.47,31.63,54.79,40.27,82.04,73.69,-,-,0.995,Muy alto,38.921,404,-,2010
20,Oaxaca,20469,Santiago Juxtlahuaca,36275,-,22.64,37.88,11.37,2.74,4.56,45.05,24.18,70.95,63.33,-,-,0.975,Alto,-,404,193,2015
20,Oaxaca,20278, San Miguel Soyaltepec,36036,-,27.28,52.79,-,11.52,36.9,71.83,60.91,78.64,82.89,-,38.96,0.918,Alto,-,469,208,2000
20,Oaxaca,20390, Santa Luc�a Del Camino,35631,7576,6.3,-,-,1.32,8.35,-,-,-,-,5.32,-,-1.235,Bajo,-,2143,-,1995
20,Oaxaca,20334,Villa de Tututepec de Melchor Ocampo,35376,-,27.66,61.65,46.17,16.27,56.65,76.22,58.18,73.93,76.05,-,-,0.372,Alto,-,877,362,1990
20,Oaxaca,20278,San Miguel Soyaltepec,34842,-,24.22,43.8,15.5,5.88,33.14,64.03,50.16,78.19,79.67,-,-,0.805,Alto,-,523,246,2005
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,34587,-,12.16,25.5,2.88,4.62,28.6,53.86,34.04,51.9,57.75,-,-,-0.311,Medio,-,1472,496,2005
20,Oaxaca,20399,Santa Mar�a Atzompa,34115,-,4.06,13.91,0.31,2.33,14.98,33.64,6.45,20.67,33.91,-,-,-0.904,Bajo,-,1978,547,2015
20,Oaxaca,20565, Villa de Zaachila                                ,34101,-,8.95,24.73,0.6,8.72,50.06,45.36,24.31,18.62,46.43,-,-,-0.174,Medio,25.707,1348,-,2010
20,Oaxaca,20278, San Miguel Soyaltepec,33887,6501,28.84,-,-,16.39,52.01,-,-,-,-,78.83,-,0.945,Muy alto,-,462,-,1995
20,Oaxaca,20318, San Pedro Mixtepec -Dto. 22 -                    ,33682,-,15.22,33.74,5.08,3.62,7.12,54.74,17.26,40.09,57.31,-,-,-0.457,Medio,-,1600,517,2005
20,Oaxaca,20469,Santiago Juxtlahuaca,33401,-,30.25,48.4,26.96,10.86,27.67,64.17,56.71,73.14,63.17,-,-,0.969,Alto,-,425,200,2005
20,Oaxaca,20413,Santa Mar�a Huatulco,33194,-,13.32,28.07,3.31,4.91,12.01,54.77,14.63,41.49,50.63,-,-,-0.599,Medio,-,1716,533,2005
20,Oaxaca,20469, Santiago Juxtlahuaca                             ,32927,-,28.65,43.99,22.3,7.26,14.3,57.51,49.09,70.95,72.87,-,-,1.392,Muy alto,43.406,220,-,2010
20,Oaxaca,20073,Putla Villa de Guerrero,32640,-,12.53,29.08,2.79,1.96,5.5,38.93,15.07,65.75,56.76,-,-,0.107,Alto,-,1075,420,2015
20,Oaxaca,20059, Miahuatl�n De Porfirio D�az,32555,-,20.68,48.63,-,6.16,45.16,65.42,40.65,48.63,67.9,-,25.81,0.229,Alto,-,989,385,2000
20,Oaxaca,20318, San Pedro Mixtepec -Dto. 22 -                    ,32471,-,16.71,38.22,-,8.4,11.73,62.33,28.31,43.08,59.62,-,17.36,-0.382,Medio,-,1527,504,2000
20,Oaxaca,20059,Miahuatl�n de Porfirio D�az,32185,-,18.6,39.95,4.48,4.67,45.13,57.52,44.12,41.01,65.26,-,-,0.244,Alto,-,975,388,2005
20,Oaxaca,20073, Putla Villa de Guerrero                          ,31897,-,15.34,31.79,4.09,3.81,4.11,54.02,24.31,65.75,56.33,-,-,0.066,Medio,28.416,1136,-,2010
20,Oaxaca,20041,Huautla de Jim�nez,31829,-,41.26,56.28,3.74,8,59.86,61.68,57.84,63.79,81.72,-,-,1.357,Muy alto,-,247,118,2005
20,Oaxaca,20041,Huautla de Jim�nez,31551,-,31.19,44.45,1.14,3.69,31.81,52.66,28.1,64.91,71.13,-,-,1.705,Muy alto,-,119,48,2015
20,Oaxaca,20041, Huautla De Jim�nez,31040,-,47.38,65.14,-,13.52,50.92,68.7,64.1,69.53,85.02,-,14.39,1.25,Muy alto,-,287,133,2000
20,Oaxaca,20324, San Pedro Pochutla,30911,5628,25.47,-,-,20.33,36.01,-,-,-,-,72.6,-,0.551,Alto,-,702,-,1995
20,Oaxaca,20385,Santa Cruz Xoxocotl�n,30762,-,11.94,32.19,16.91,4.48,34.52,65.03,25.32,12.72,66.2,-,-,-1.076,Bajo,-,2030,558,1990
20,Oaxaca,20278,San Miguel Soyaltepec,30678,-,31.43,62.76,65.05,28.89,57.77,77.82,66.74,80.84,87.26,-,-,0.82,Alto,-,520,243,1990
20,Oaxaca,20041, Huautla de Jim�nez                               ,30004,-,35.54,49.98,2.86,4.85,55.5,58.48,25.56,64.91,73.02,-,-,1.347,Muy alto,42.899,237,-,2010
20,Oaxaca,20073,Putla Villa de Guerrero,29678,-,18.93,38.02,8.01,5.05,4,55.15,26.11,64.64,66.55,-,-,-0.066,Alto,-,1242,463,2005
20,Oaxaca,20469, Santiago Juxtlahuaca,29416,5004,37.4,-,-,19.08,30.11,-,-,-,-,75.24,-,1.018,Muy alto,-,418,-,1995
20,Oaxaca,20198,San Juan Guichicovi,29364,-,33.97,48.55,2.23,3.75,23.87,39.54,5.15,100,65.49,-,-,1.216,Alto,-,287,137,2015
20,Oaxaca,20390,Santa Luc�a del Camino,29122,-,9.3,26.83,8.83,2.38,25.98,56.86,16.98,5.19,67.94,-,-,-1.413,Bajo,-,2210,565,1990
20,Oaxaca,20397, Heroica Ciudad De Tlaxiaco,29026,-,14.87,30.73,-,7.9,29.55,57.92,35.16,52.26,60.08,-,9.85,-0.411,Medio,-,1550,509,2000
20,Oaxaca,20059, Miahuatl�n De Porfirio D�az,28918,5711,23.09,-,-,7.36,46.14,-,-,-,-,60.64,-,0.426,Alto,-,798,-,1995
20,Oaxaca,20014,Ciudad Ixtepec,28637,-,7.43,18.93,0.79,0.62,1.17,30.52,3.32,4.04,38.87,-,-,-1.072,Bajo,-,2111,557,2015
20,Oaxaca,20413, Santa Mar�a Huatulco,28327,-,15.06,33.82,-,13.76,21.84,57.36,27.96,37.25,52.68,-,14.74,-0.503,Medio,-,1612,517,2000
20,Oaxaca,20198, San Juan Guichicovi                              ,28142,-,35.69,52.83,3.18,4.46,31.36,48.49,4.24,100,80.35,-,-,1.034,Muy alto,39.355,384,-,2010
20,Oaxaca,20469, Santiago Juxtlahuaca,28118,-,35.52,58.99,-,11.63,19.99,66.33,52.16,71.97,65.72,-,40.95,0.716,Alto,-,598,253,2000
20,Oaxaca,20565,Villa de Zaachila,28003,-,11.26,30.04,1.6,12.95,52.45,51.75,50.11,4.84,61.48,-,-,-0.041,Alto,-,1221,455,2005
20,Oaxaca,20134,San Felipe Jalapa de D�az,27979,-,27.36,46.55,1.22,2.83,37.31,64.05,15.89,77,66.37,-,-,1.62,Muy alto,-,142,60,2015
20,Oaxaca,20469,Santiago Juxtlahuaca,27918,-,49.58,73.07,68.08,32.91,34.06,80.22,71.27,81.39,76.4,-,-,0.977,Alto,-,439,210,1990
20,Oaxaca,20198,San Juan Guichicovi,27646,-,42.12,59.44,7.73,6.4,27.75,55.83,26.58,100,84.74,-,-,1.072,Muy alto,-,365,173,2005
20,Oaxaca,20399, Santa Mar�a Atzompa                              ,27465,-,6.5,17.36,0.85,2.63,27.41,42.53,13.02,20.67,37.89,-,-,-0.869,Bajo,17.85,1929,-,2010
20,Oaxaca,20059,Miahuatl�n de Porfirio D�az,27448,-,28.56,63.57,45.81,21.05,64.13,73.76,57.13,55.91,81.67,-,-,0.423,Alto,-,827,343,1990
20,Oaxaca,20198, San Juan Guichicovi,27399,-,47.06,67.95,-,16.43,36.31,65.27,35.99,100,88.17,-,27.77,1.232,Muy alto,-,292,134,2000
20,Oaxaca,20041, Huautla De Jim�nez,27206,5626,49.24,-,-,18.01,55.84,-,-,-,-,75.41,-,1.303,Muy alto,-,281,-,1995
20,Oaxaca,20318, San Pedro Mixtepec -Dto. 22 -                    ,27111,5564,18.88,-,-,8.75,25.18,-,-,-,-,33.01,-,-0.213,Medio,-,1367,-,1995
20,Oaxaca,20134, San Felipe Jalapa de D�az                        ,26838,-,29.89,52.03,1.8,4.61,50.05,72.07,12.56,77,76.75,-,-,1.303,Muy alto,42.398,257,-,2010
20,Oaxaca,20014, Ciudad Ixtepec                                   ,26450,-,9.7,22.33,1.65,1.91,1.47,38.31,6.8,4.04,39.65,-,-,-1.105,Bajo,15.187,2098,-,2010
20,Oaxaca,20073, Putla Villa De Guerrero,26406,-,19.47,43.38,-,7.93,4.91,62.96,31.24,65.93,69.24,-,20.31,-0.109,Alto,-,1290,456,2000
20,Oaxaca,20198,San Juan Guichicovi,26199,-,52.32,76.71,68.57,20.81,73.34,73.6,50.47,100,85.15,-,-,1.136,Muy alto,-,341,168,1990
20,Oaxaca,20073, Putla Villa De Guerrero,26154,5192,19.66,-,-,7.5,11.79,-,-,-,-,62.18,-,0.136,Medio,-,1050,-,1995
20,Oaxaca,20073,Putla Villa de Guerrero,25844,-,25.41,55.28,54.1,16.32,31.64,76.32,48.21,72.21,82.29,-,-,0.207,Alto,-,1027,396,1990
20,Oaxaca,20324,San Pedro Pochutla,25701,-,30.41,57.18,54.15,27.62,45.47,76.63,58.7,66.86,75.22,-,-,0.386,Alto,-,863,355,1990
20,Oaxaca,20134,San Felipe Jalapa de D�az,25395,-,36.21,58,3.13,7.99,61.71,76.35,51.47,76.08,86.35,-,-,1.511,Muy alto,-,186,85,2005
20,Oaxaca,20041,Huautla de Jim�nez,25338,-,50.24,72.24,37.1,26.6,54.14,75.82,72.1,67.51,85.62,-,-,0.858,Alto,-,501,234,1990
20,Oaxaca,20413, Santa Mar�a Huatulco,25242,5534,17.56,-,-,21.35,27.44,-,-,-,-,40.5,-,-0.17,Medio,-,1330,-,1995
20,Oaxaca,20439,Santa Mar�a Tonameca,25130,-,19.85,38.83,3.96,5.77,27.24,50.73,20.19,100,50.24,-,-,1.174,Alto,-,313,152,2015
20,Oaxaca,20198, San Juan Guichicovi,25096,5503,46.6,-,-,14.78,59.32,-,-,-,-,51.62,-,0.948,Muy alto,-,458,-,1995
20,Oaxaca,20397, Heroica Ciudad De Tlaxiaco,24784,4908,17,-,-,7.03,33.4,-,-,-,-,54.58,-,0.062,Medio,-,1124,-,1995
20,Oaxaca,20085,San Agust�n Loxicha,24467,-,26.59,45.38,0.85,10.79,4.38,68.84,51.59,100,71.32,-,-,2.414,Muy alto,-,33,9,2015
20,Oaxaca,20439, Santa Mar�a Tonameca                             ,24318,-,23.29,44.29,7.89,7.91,50.3,61.56,35.15,100,68.03,-,-,1.352,Muy alto,42.944,236,-,2010
20,Oaxaca,20014,Ciudad Ixtepec,24181,-,10.94,25.16,2.65,1.1,0.75,42.18,4.42,1.99,52.96,-,-,-1.16,Bajo,-,2135,560,2005
20,Oaxaca,20401,Santa Mar�a Colotepec,24076,-,9.93,25.84,3.11,3.72,6.4,43.94,6.07,56.69,45.34,-,-,-0.171,Medio,-,1319,476,2015
20,Oaxaca,20190,San Juan Cotzoc�n,23686,-,19.61,37.3,0.8,3.92,26.36,37.97,10.77,100,63.55,-,-,0.776,Alto,-,502,233,2015
20,Oaxaca,20134, San Felipe Jalapa De D�az,23238,-,39.42,68.04,-,20.97,64.83,79.1,67.5,75.79,89.84,-,15.59,1.538,Muy alto,-,182,80,2000
20,Oaxaca,20107,San Antonio de la Cal,23038,-,4.7,15.86,0.24,0.76,15.34,32.79,6.95,5.86,38.59,-,-,-0.928,Bajo,-,1990,548,2015
20,Oaxaca,20559, San Juan Bautista Valle Nacional,22886,-,22.28,49.69,-,8.98,36.16,59.11,46.66,72.23,86.66,-,5.1,0.338,Alto,-,894,352,2000
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco,22813,-,22.5,45.75,47.76,19.44,50.08,70.33,51.09,58.12,79.28,-,-,0.023,Medio,-,1173,436,1990
20,Oaxaca,20559,San Juan Bautista Valle Nacional,22699,-,16.8,33.52,0.98,2.85,15.7,29.57,8.03,75.55,55.56,-,-,0.145,Alto,-,1037,410,2015
20,Oaxaca,20014, Ciudad Ixtepec,22675,-,13.72,29.6,-,2.12,1.5,44.03,8.71,1.83,55.1,-,7.13,-1.229,Bajo,-,2169,560,2000
20,Oaxaca,20085, San Agust�n Loxicha                              ,22565,-,28.54,52.47,1.46,22.6,42.36,74.92,47.42,100,81.91,-,-,2.211,Muy alto,52.66,42,-,2010
20,Oaxaca,20401, Santa Mar�a Colotepec                            ,22562,-,12.82,30.36,3.1,4.15,25.79,56.04,8.7,56.69,45.54,-,-,-0.167,Medio,25.781,1340,-,2010
20,Oaxaca,20551,Tlacolula de Matamoros,22545,-,8.04,23.03,1.21,3.24,6.58,29.25,11.18,29.58,41.44,-,-,-0.573,Bajo,-,1674,520,2015
20,Oaxaca,20085, San Agust�n Loxicha,22495,-,35.79,68.22,-,60.32,19.19,85.21,87.69,100,91.32,-,26.85,2.006,Muy alto,-,60,28,2000
20,Oaxaca,20190,San Juan Cotzoc�n,22478,-,28.43,50,3.72,5.59,46.31,55.1,40.19,100,83.59,-,-,0.885,Alto,-,480,226,2005
20,Oaxaca,20559, San Juan Bautista Valle Nacional                 ,22446,-,17.07,36.83,0.89,3.11,30.18,40.37,21.96,75.55,81.04,-,-,0.39,Medio,32.076,852,-,2010
20,Oaxaca,20190, San Juan Cotzoc�n                                ,22356,-,20.88,41.83,1.72,4.63,41.04,46.25,8.65,100,72.05,-,-,0.577,Alto,34.196,696,-,2010
20,Oaxaca,20559, San Juan Bautista Valle Nacional,22276,3969,21.7,-,-,12.51,44.07,-,-,-,-,81.85,-,0.728,Alto,-,579,-,1995
20,Oaxaca,20190, San Juan Cotzoc�n,21679,-,25.55,55.66,-,10.01,45.9,63.51,48.52,100,86.97,-,10.08,0.713,Alto,-,603,256,2000
20,Oaxaca,20068,Ocotl�n de Morelos,21676,-,9.36,23.42,2.43,1.95,27.74,37.06,22.03,29.64,48.14,-,-,0.05,Medio,-,1127,436,2015
20,Oaxaca,20023,Cuil�pam de Guerrero,21597,-,5.03,17.11,1.62,4.04,26.11,32.4,7.12,32.93,38.33,-,-,-0.544,Bajo,-,1650,517,2015
20,Oaxaca,20232, San Lucas Ojitl�n                                ,21514,-,20.38,38.56,7.91,8.92,37.13,68.36,53.72,70.77,87.9,-,-,1.528,Muy alto,44.944,175,-,2010
