"date","time","size","version","os","country","ip_id"
"2020-04-24","04:35:48",86429662,"3.6.3","win","US",2796
"2020-04-24","04:35:56",81774921,"3.6.3","osx","US",14
"2020-04-24","04:35:59",86601049,"3.6.3patched","win","US",100
"2020-04-24","04:36:05",86534787,"3.6.3","win","NZ",2797
"2020-04-24","04:36:02",86605360,"3.6.3patched","win","US",100
"2020-04-24","04:36:03",4710250,"3.6.3","win",NA,3
"2020-04-24","04:36:59",81134748,"latest","osx","US",38
"2020-04-24","04:37:14",86525202,"3.6.3","win","KR",2798
"2020-04-24","04:37:09",81774921,"3.6.3","osx","US",14
"2020-04-24","04:37:36",81148956,"3.6.3.nn","osx","US",2799
"2020-04-24","04:37:28",81045837,"3.6.2","osx","US",14
"2020-04-24","04:37:44",83755548,"3.6.3","win","CN",2800
"2020-04-24","23:03:31",87564156,"4.0.0","win",NA,3
"2020-04-24","23:03:49",81774917,"3.6.3","osx","US",14
"2020-04-24","23:03:48",87564161,"4.0.0","win","US",2801
"2020-04-24","23:03:50",88043429,"4.0.0","osx","US",14
"2020-04-24","23:03:57",87664159,"4.0.0","win","US",2802
"2020-04-24","23:04:06",87667866,"4.0.0","win","GB",2803
"2020-04-24","23:04:11",87660703,"4.0.0","win","GB",2803
"2020-04-24","23:04:13",81774919,"3.6.3","osx","US",14
"2020-04-24","23:04:31",81774919,"3.6.3","osx","US",14
"2020-04-24","23:04:37",81774919,"3.6.3","osx","US",14
"2020-04-24","23:04:36",87660629,"4.0.0","win","CA",2804
"2020-04-24","23:04:43",74889290,"3.3.3","osx","US",38
"2020-04-24","23:05:02",81774919,"3.6.3","osx","US",14
"2020-04-24","23:05:12",87564167,"4.0.0","win",NA,3
"2020-04-24","23:05:21",87660472,"4.0.0","win","US",2805
"2020-04-24","23:05:20",88140025,"4.0.0","osx",NA,3
"2020-04-24","23:04:55",74889293,"3.3.3","osx","US",38
"2020-04-24","23:05:40",81774920,"3.6.3","osx","US",14
"2020-04-24","23:05:45",81774920,"3.6.3","osx","US",14
"2020-04-24","23:06:04",6954018,"4.0.0","win","MX",2806
"2020-04-24","23:06:04",81774920,"3.6.3","osx","US",14
"2020-04-24","23:06:27",87564163,"4.0.0","win","US",2807
"2020-04-24","23:06:43",87660271,"4.0.0patched","win","US",35
"2020-04-24","23:06:35",86429655,"3.6.3","win","US",2808
"2020-04-24","23:06:41",82819535,"3.5.3","win","US",4
"2020-04-24","23:07:33",88043424,"4.0.0","osx","GB",2809
"2020-04-24","23:07:39",87660372,"4.0.0","win",NA,3
"2020-04-24","23:07:49",81774920,"3.6.3","osx","US",14
"2020-04-24","23:07:54",81774920,"3.6.3","osx","US",14
"2020-04-24","23:07:56",77266246,"3.4.4","osx","US",38
"2020-04-24","23:07:53",81148581,"3.6.3.nn","osx","US",2424
"2020-04-24","23:07:53",81774920,"3.6.3","osx","US",14
"2020-04-24","23:07:55",18908911,"4.0.0","win","CL",958
"2020-04-24","23:07:48",86429662,"3.6.3","win","US",2810
"2020-04-24","12:08:41",87660721,"4.0.0","win","GB",2811
"2020-04-24","12:08:24",87660426,"4.0.0","win",NA,3
"2020-04-24","12:08:46",81864722,"3.6.3","osx","BE",2812
"2020-04-24","12:08:45",1049298,"4.0.0","win","CA",2813
"2020-04-24","12:08:50",65125,"3.6.3","osx","US",31
"2020-04-24","12:08:55",33308720,"3.6.3","src","KR",2814
"2020-04-24","12:08:51",81872110,"3.6.3","osx","US",31
"2020-04-24","12:08:56",87662992,"4.0.0","win",NA,3
"2020-04-24","12:09:00",2575693,"4.0.0","win","CA",2813
"2020-04-24","12:08:59",74971946,"3.3.3","osx","SI",2815
"2020-04-24","12:09:04",87660459,"4.0.0","win","US",2816
"2020-04-24","12:09:00",6820050,"4.0.0","win","UG",2817
"2020-04-24","12:09:17",87661064,"4.0.0","win","KR",2818
"2020-04-24","12:09:16",13252368,"4.0.0","win",NA,3
"2020-04-24","12:09:33",86532905,"3.6.3","win","US",4
"2020-04-24","12:09:36",14677,"4.0.0","win",NA,3
"2020-04-24","12:09:33",87661654,"4.0.0","win","US",2819
"2020-04-24","12:09:51",87660660,"4.0.0","win","IN",2820
"2020-04-24","12:09:45",81149684,"3.6.3.nn","osx",NA,3
"2020-04-24","12:10:04",79364549,"3.6.0","osx","IN",2821
"2020-04-24","12:10:10",87660202,"4.0.0","win","NL",2822
"2020-04-24","12:10:27",87660372,"4.0.0","win","IN",2823
"2020-04-24","12:10:40",86257629,"4.0.0","win",NA,3
"2020-04-24","12:10:42",87661053,"4.0.0","win",NA,3
"2020-04-24","12:10:31",87660437,"4.0.0","win","SA",2824
"2020-04-24","12:10:45",86597917,"3.6.3patched","win","US",35
"2020-04-24","12:10:55",87665673,"4.0.0","win","IN",2825
"2020-04-24","12:10:57",87564167,"4.0.0","win",NA,3
"2020-04-24","12:10:58",81134742,"latest","osx","US",38
"2020-04-24","12:11:04",6274376,"4.0.0","win","CN",2826
"2020-04-24","12:11:06",87660911,"4.0.0","win","VN",2827
"2020-04-24","12:11:08",87564166,"4.0.0","win","TW",2828
"2020-04-24","12:11:18",81045846,"latest","osx","US",14
"2020-04-24","12:11:14",86533203,"3.6.3","win","US",35
"2020-04-24","12:11:18",81045846,"latest","osx","US",14
"2020-04-24","12:11:22",81045846,"latest","osx","US",14
"2020-04-24","12:11:24",87564157,"4.0.0","win",NA,3
"2020-04-24","12:11:23",81045846,"latest","osx","US",14
"2020-04-24","12:11:32",2099937,"3.6.3","osx","SI",2815
"2020-04-24","12:11:30",13976078,"4.0.0","win","BE",1567
"2020-04-24","12:11:35",87660785,"4.0.0","win","BR",2829
"2020-04-24","12:11:38",1013816,"latest","osx","US",2830
"2020-04-24","12:11:41",87661055,"4.0.0","win","ZA",2831
"2020-04-24","12:11:52",33312457,"3.6.2","src","SE",2832
"2020-04-24","12:11:56",87660818,"4.0.0","win",NA,3
"2020-04-24","12:12:09",14519,"3.6.0","win","SE",2184
"2020-04-24","12:12:04",87662264,"4.0.0","win","AR",2833
"2020-04-24","12:12:12",87564163,"4.0.0","win","CN",2658
"2020-04-24","12:12:43",87668801,"4.0.0","win","DE",2834
"2020-04-24","12:12:48",87669568,"4.0.0","win","CH",2835
"2020-04-24","12:12:45",87662828,"4.0.0","win","RU",2836
"2020-04-24","12:12:49",9955644,"3.6.1","src","FR",1381
"2020-04-24","12:12:50",82913910,"3.5.3","win","US",11
"2020-04-24","18:08:51",87564167,"4.0.0","win","NL",779
"2020-04-24","18:09:02",87665859,"4.0.0","win","CN",2837
"2020-04-24","18:09:00",88142906,"4.0.0","osx","US",2838
"2020-04-24","18:09:06",87564167,"4.0.0","win","SI",2839
"2020-04-24","18:09:12",21224564,"4.0.0","win",NA,3
"2020-04-24","18:09:09",74977270,"3.3.3","osx",NA,3
"2020-04-24","18:09:13",81774920,"3.6.3","osx","US",31
"2020-04-24","18:09:13",87564167,"4.0.0","win","US",2840
"2020-04-24","18:09:29",88140989,"4.0.0","osx","DE",2841
"2020-04-24","18:09:36",87664618,"4.0.0","win","RW",2842
"2020-04-24","18:09:46",546,"4.0.0","win","BY",107
"2020-04-24","18:09:45",87660219,"4.0.0patched","win","US",100
"2020-04-24","18:09:48",87661315,"4.0.0","win","US",2843
"2020-04-24","18:09:28",87564167,"4.0.0","win","US",195
"2020-04-24","18:09:49",87668515,"4.0.0patched","win","US",35
"2020-04-24","18:09:47",88144379,"4.0.0","osx","HK",2844
"2020-04-24","18:09:58",25804622,"4.0.0","win","BY",107
"2020-04-24","18:09:57",87668166,"4.0.0","win","US",100
"2020-04-24","18:10:02",87663106,"4.0.0","win",NA,3
"2020-04-24","18:10:17",87660462,"4.0.0","win","CH",2845
"2020-04-24","18:10:14",88141723,"4.0.0","osx",NA,3
"2020-04-24","18:10:10",81774920,"3.6.3","osx","US",14
"2020-04-24","18:10:07",87564167,"4.0.0","win","US",2840
"2020-04-24","18:10:17",88141509,"4.0.0","osx","US",2846
"2020-04-24","18:10:11",86524915,"3.6.3","win","US",784
"2020-04-24","18:10:20",86429666,"3.6.3","win","US",2847
"2020-04-24","18:10:32",1031370,"4.0.0","win","US",2848
"2020-04-24","18:10:37",1049184,"4.0.0","win","US",2848
"2020-04-24","18:10:32",87564165,"4.0.0","win",NA,3
"2020-04-24","18:10:36",81774920,"3.6.3","osx","US",31
"2020-04-24","18:10:43",87564167,"4.0.0","win","US",794
"2020-04-24","18:10:51",87661488,"4.0.0","win","HK",2849
"2020-04-24","18:10:45",87661228,"4.0.0","win","US",2850
"2020-04-24","18:10:53",77266252,"3.4.4","osx","US",38
"2020-04-24","18:10:54",81774920,"3.6.3","osx","US",31
"2020-04-24","18:10:59",86429666,"3.6.3","win","US",2851
"2020-04-24","18:10:54",86429666,"3.6.3","win","US",2852
"2020-04-24","18:10:57",81774920,"3.6.3","osx","US",14
"2020-04-24","18:11:00",87660327,"4.0.0","win","FR",2853
"2020-04-24","18:11:03",81774920,"3.6.3","osx","US",14
"2020-04-24","18:10:58",86429666,"3.6.3","win","US",2854
"2020-04-24","18:11:18",87564167,"4.0.0","win","US",2855
"2020-04-24","18:11:27",88141672,"4.0.0","osx","DE",2856
"2020-04-24","18:11:24",88146693,"4.0.0","osx","US",2857
"2020-04-24","18:11:45",88140241,"4.0.0","osx","CH",2858
"2020-04-24","18:11:52",33348602,"3.6.3","src","US",2859
"2020-04-24","18:11:54",41092225,"4.0.0","win",NA,3
"2020-04-24","18:11:55",87564167,"4.0.0","win",NA,3
"2020-04-24","18:12:18",87660776,"4.0.0","win",NA,3
"2020-04-24","18:12:21",87661433,"4.0.0","win","BR",2860
"2020-04-24","18:12:34",87564167,"4.0.0","win","SI",2839
"2020-04-24","18:12:42",30239760,"3.5.3","src","DE",2861
"2020-04-24","18:12:53",86429666,"3.6.3","win","HK",2862
"2020-04-24","18:12:57",82819526,"3.5.3","win","HK",2863
"2020-04-24","18:12:54",81774920,"3.6.3","osx","US",14
"2020-04-24","18:13:01",81774920,"3.6.3","osx","US",14
"2020-04-24","18:13:06",87661092,"4.0.0","win","US",2864
"2020-04-24","18:13:04",86429666,"3.6.3","win","US",2865
"2020-04-24","18:13:06",87564167,"4.0.0","win",NA,3
"2020-04-24","18:13:05",87660921,"4.0.0","win",NA,3
"2020-04-24","18:13:06",88147108,"latest","osx","US",38
"2020-04-24","18:13:15",81774920,"3.6.3","osx","US",14
"2020-04-24","18:13:15",88140007,"latest","osx","US",38
"2020-04-24","18:13:14",88141196,"4.0.0","osx","CA",2866
"2020-04-24","18:13:28",81864657,"3.6.3","osx","US",31
"2020-04-24","18:13:24",87664539,"4.0.0","win",NA,3
"2020-04-24","18:13:30",88140025,"latest","osx","US",38
"2020-04-24","18:13:30",87564157,"4.0.0","win","US",2867
"2020-04-24","18:13:19",81774920,"3.6.3","osx","US",14
"2020-04-24","13:57:42",65202,"4.0.0","win","GB",2868
"2020-04-24","13:57:28",31640007,"4.0.0","win","IN",2869
"2020-04-24","13:58:44",11890876,"4.0.0","win","CN",1590
"2020-04-24","13:58:52",81774921,"3.6.3","osx","US",14
"2020-04-24","13:58:54",81134724,"latest","osx","US",38
"2020-04-24","13:58:48",6864643,"4.0.0","win","JP",2870
"2020-04-24","13:59:08",81774921,"3.6.3","osx","US",14
"2020-04-24","13:59:04",86605180,"3.6.3patched","win","US",4
"2020-04-24","13:58:35",1131565,"4.0.0","win","JP",2870
"2020-04-24","13:59:22",9649494,"4.0.0","win",NA,3
"2020-04-24","13:59:22",81864825,"3.6.3","osx","CN",2871
"2020-04-24","13:59:31",14677,"4.0.0","win","CN",1862
"2020-04-24","13:59:28",78114110,"3.5.3","osx","US",38
"2020-04-24","13:59:38",86597888,"3.6.3patched","win","US",4
"2020-04-24","13:59:40",87660710,"4.0.0","win","MX",2872
"2020-04-24","13:59:52",86597907,"3.6.3patched","win","US",4
"2020-04-24","13:59:52",87660482,"4.0.0","win","HU",2873
"2020-04-24","13:59:34",217392,"3.5.2","osx","US",2874
"2020-04-24","13:59:46",81134742,"latest","osx","US",38
"2020-04-24","07:58:37",86528375,"3.6.3","win","BY",2875
"2020-04-24","07:58:46",81774919,"3.6.3","osx","US",14
"2020-04-24","07:58:46",81774919,"3.6.3","osx","US",14
"2020-04-24","07:58:48",86429670,"3.6.3","win","RU",2876
"2020-04-24","07:58:50",2333742,"latest","src","CN",2877
"2020-04-24","07:58:54",81866224,"3.6.3","osx","CH",2878
"2020-04-24","07:58:54",86429655,"3.6.3","win","US",2879
"2020-04-24","07:59:18",86527879,"3.6.3","win","CA",2880
"2020-04-24","07:59:25",86525288,"3.6.3","win","RU",2881
"2020-04-24","07:59:29",81864939,"3.6.3","osx",NA,3
"2020-04-24","07:59:37",86429671,"3.6.3","win","DK",2882
"2020-04-24","07:59:48",86429660,"3.6.3","win",NA,3
"2020-04-24","14:08:26",81774920,"3.6.3","osx","US",14
"2020-04-24","14:08:44",631858,"4.0.0","win","CN",1877
"2020-04-24","14:08:54",87564162,"4.0.0","win",NA,3
"2020-04-24","14:09:04",87564156,"4.0.0","win","US",2883
"2020-04-24","14:09:02",87660431,"4.0.0","win","TW",2884
"2020-04-24","14:09:07",81774920,"3.6.3","osx","US",14
"2020-04-24","14:09:20",87564166,"4.0.0","win","PL",1866
"2020-04-24","14:09:38",86603705,"3.6.3patched","win","US",4
"2020-04-24","14:09:39",87660767,"4.0.0","win","GB",2885
"2020-04-24","14:09:43",86605978,"3.6.3patched","win","US",4
"2020-04-24","14:09:33",87663376,"4.0.0","win","RU",2886
"2020-04-24","14:09:40",1627920,"3.6.3.nn","osx",NA,3
"2020-04-24","14:09:56",87564163,"4.0.0","win","KR",2887
"2020-04-24","14:09:48",87661192,"4.0.0","win",NA,3
"2020-04-24","14:09:55",2550364,"3.6.1","src","CN",49
"2020-04-24","14:10:04",2545735,"3.6.1","src","CN",49
"2020-04-24","14:10:06",87564166,"4.0.0","win",NA,3
"2020-04-24","14:10:14",81774920,"3.6.3","osx","US",14
"2020-04-24","14:10:13",4645127,"3.6.1","src","CN",49
"2020-04-24","14:10:06",87564164,"4.0.0","win",NA,3
"2020-04-24","14:10:17",81774920,"3.6.3","osx","US",14
"2020-04-24","14:10:18",37498628,"4.0.0","win","IT",2888
"2020-04-24","14:10:19",87662750,"4.0.0","win","IT",2888
"2020-04-24","14:10:17",25817273,"4.0.0","win",NA,3
"2020-04-24","14:10:26",87564167,"4.0.0","win","US",2889
"2020-04-24","14:10:34",6298752,"4.0.0","win","CN",1568
"2020-04-24","14:10:33",1523797,"4.0.0","win","CN",2890
"2020-04-24","14:10:36",30463555,"3.6.1","src","FR",1381
"2020-04-24","14:11:04",87662524,"4.0.0","win","GB",2891
"2020-04-24","14:10:47",87665429,"4.0.0","win","HU",2892
"2020-04-24","14:11:07",81774920,"3.6.3","osx","US",14
"2020-04-24","14:11:07",86597871,"3.6.3patched","win","US",4
"2020-04-24","14:10:46",86597881,"3.6.3patched","win","US",35
"2020-04-24","14:11:06",81150629,"3.6.3.nn","osx",NA,3
"2020-04-24","14:11:06",87660353,"4.0.0","win",NA,3
"2020-04-24","14:11:10",81774920,"3.6.3","osx","US",14
"2020-04-24","14:11:20",81148299,"3.6.3.nn","osx",NA,3
"2020-04-24","14:11:31",87564155,"4.0.0","win",NA,3
"2020-04-24","14:11:43",81774920,"3.6.3","osx","US",14
"2020-04-24","14:11:40",86429665,"3.6.3","win","US",2893
"2020-04-24","14:11:43",81774920,"3.6.3","osx","US",14
"2020-04-24","14:11:48",81134965,"3.6.2","osx","GB",2894
"2020-04-24","14:11:44",87564166,"4.0.0","win","BR",2895
"2020-04-24","14:11:43",81774920,"3.6.3","osx","US",14
"2020-04-24","14:11:46",87660607,"4.0.0","win","JP",2896
"2020-04-24","14:11:58",87564166,"4.0.0","win","US",2897
"2020-04-24","14:12:12",87564163,"4.0.0","win","DE",2898
"2020-04-24","14:12:14",984504,"4.0.0","win","CN",1561
"2020-04-24","14:12:26",16532268,"3.6.1","src",NA,3
"2020-04-24","14:12:39",87660378,"4.0.0","win","IN",2899
"2020-04-24","14:12:46",81867275,"3.6.3","osx","US",2900
"2020-04-24","14:12:43",87564166,"4.0.0","win","US",1595
"2020-04-24","14:12:43",33308714,"3.6.3","src","US",2901
"2020-04-24","14:12:49",81135400,"latest","osx","US",38
"2020-04-24","14:12:50",87564163,"4.0.0","win","US",2902
"2020-04-24","14:12:48",86597897,"3.6.3patched","win","US",4
"2020-04-24","14:12:44",87564166,"4.0.0","win","DE",2903
"2020-04-24","14:13:05",87660354,"4.0.0","win","PE",2904
"2020-04-24","14:13:11",30463556,"3.6.1","src","DE",2905
"2020-04-24","14:13:09",81864727,"3.6.3","osx","GB",2906
"2020-04-24","14:13:20",87564165,"4.0.0","win","US",2907
"2020-04-24","14:13:14",81774920,"3.6.3","osx","US",14
"2020-04-24","14:13:23",86429666,"3.6.3","win","US",2908
"2020-04-24","14:13:29",87667210,"4.0.0","win","CZ",2909
"2020-04-24","14:13:29",87564163,"4.0.0","win","US",2910
"2020-04-24","01:08:50",81774919,"3.6.3","osx","US",31
"2020-04-24","01:08:53",86606480,"3.6.3patched","win","US",81
"2020-04-24","01:08:52",86429667,"3.6.3","win","KR",2911
"2020-04-24","01:08:54",81774920,"3.6.3","osx","US",14
"2020-04-24","01:09:35",86526585,"3.6.3","win","US",2912
"2020-04-24","01:09:30",86525917,"3.6.3","win","CN",2913
"2020-04-24","01:09:44",81871121,"3.6.3","osx","US",2914
"2020-04-24","01:09:48",86429666,"3.6.3","win","US",2915
"2020-04-24","01:09:54",81774920,"3.6.3","osx","US",14
"2020-04-24","01:09:58",30500205,"3.6.1","src","CN",2916
"2020-04-24","01:10:07",86429660,"3.6.3","win","CN",2917
"2020-04-24","01:09:54",86531764,"3.6.3","win","BR",2918
"2020-04-24","01:10:09",86527749,"3.6.3","win",NA,3
"2020-04-24","01:10:21",81774920,"3.6.3","osx","US",14
"2020-04-24","01:10:17",86532793,"3.6.3","win","CL",2919
"2020-04-24","01:10:27",86526108,"3.6.3","win","CA",2920
"2020-04-24","01:10:29",86524616,"3.6.3","win","MX",2921
"2020-04-24","01:10:46",81774920,"3.6.3","osx","US",14
"2020-04-24","01:11:07",81774920,"3.6.3","osx","US",14
"2020-04-24","01:11:24",81150498,"3.6.3.nn","osx","JP",2349
"2020-04-24","01:11:20",3918799,"3.6.3","win",NA,2922
"2020-04-24","01:11:31",86532068,"3.6.3","win","KR",2923
"2020-04-24","01:11:46",14677,"3.6.3","win","CN",2924
"2020-04-24","01:11:54",81774920,"3.6.3","osx","US",14
"2020-04-24","01:11:57",81774911,"3.6.3","osx","US",14
"2020-04-24","01:12:00",81774920,"3.6.3","osx","US",14
"2020-04-24","01:11:57",81774920,"3.6.3","osx","US",14
"2020-04-24","01:11:57",81774920,"3.6.3","osx","US",14
"2020-04-24","01:12:30",86524541,"3.6.3","win",NA,3
"2020-04-24","01:12:46",81774920,"3.6.3","osx","US",14
"2020-04-24","01:13:15",86429670,"3.6.3","win","US",2925
"2020-04-24","01:13:32",81774920,"3.6.3","osx","US",14
"2020-04-24","10:23:30",30463555,"3.6.1","src","FR",1381
"2020-04-24","10:23:48",86524749,"3.6.3","win","IN",2926
"2020-04-24","10:23:49",86524499,"3.6.3","win",NA,3
"2020-04-24","10:24:02",86429670,"3.6.3","win","CH",2325
"2020-04-24","10:24:23",86597878,"3.6.3patched","win","US",35
"2020-04-24","10:24:21",86524571,"3.6.3","win","GB",2927
"2020-04-24","10:24:30",86528550,"3.6.3","win","US",2928
"2020-04-24","10:24:48",86524481,"3.6.3","win",NA,3
"2020-04-24","10:24:48",86604278,"3.6.3patched","win","US",11
"2020-04-24","10:25:11",87659842,"4.0.0","win","SE",1956
"2020-04-24","10:25:19",86524709,"3.6.3","win",NA,3
"2020-04-24","10:25:21",86524981,"3.6.3","win","IN",2929
"2020-04-24","10:25:28",82919529,"3.5.3","win","US",11
"2020-04-24","10:25:41",86524841,"3.6.3","win",NA,3
"2020-04-24","10:25:51",86429667,"3.6.3","win","US",2930
"2020-04-24","10:26:02",86429661,"3.6.3","win","CN",2931
"2020-04-24","10:26:00",86429660,"3.6.3","win","DE",2932
"2020-04-24","10:26:12",82456233,"3.4.4","win","US",35
"2020-04-24","10:26:35",86429671,"3.6.3","win",NA,3
"2020-04-24","10:26:25",81148810,"3.6.3.nn","osx","AR",2933
"2020-04-24","10:26:49",86525666,"3.6.3","win","ES",2934
"2020-04-24","10:27:00",86525287,"3.6.3","win","RU",2935
"2020-04-24","10:27:08",43632,"3.2.1","win","US",2936
"2020-04-24","10:27:05",81148535,"3.6.3.nn","osx","DE",2195
"2020-04-24","10:27:17",81774921,"3.6.3","osx","US",14
"2020-04-24","10:27:23",86524741,"3.6.3","win",NA,3
"2020-04-24","10:27:34",86606568,"3.6.3patched","win","US",35
"2020-04-24","10:27:31",86533757,"3.6.3","win","IT",2937
"2020-04-24","10:27:45",86525185,"3.6.3","win",NA,3
"2020-04-24","10:28:08",86540909,"3.6.3","win",NA,3
"2020-04-24","10:28:04",81865986,"3.6.3","osx","LV",2938
"2020-04-24","10:28:29",86525056,"3.6.3","win","NL",2939
"2020-04-24","15:33:41",9092150,"4.0.0","win","CN",2940
"2020-04-24","15:33:32",87564163,"4.0.0","win",NA,3
"2020-04-24","15:33:32",4947150,"4.0.0","win","ID",1466
"2020-04-24","15:33:39",43637,"2.15.3","win","RU",747
"2020-04-24","15:33:46",87660850,"4.0.0","win","JP",2941
"2020-04-24","15:33:48",87564165,"4.0.0","win","CZ",2942
"2020-04-24","15:33:45",87661704,"4.0.0","win","US",2943
"2020-04-24","15:33:58",87564167,"4.0.0","win","CA",2944
"2020-04-24","15:33:58",87663256,"4.0.0","win","HU",2945
"2020-04-24","15:34:02",87660803,"4.0.0","win","DE",2946
"2020-04-24","15:34:05",87661847,"4.0.0","win","TR",1112
"2020-04-24","15:34:00",79364946,"3.6.0","osx","IN",2947
"2020-04-24","15:34:23",22692294,"4.0.0","win",NA,3
"2020-04-24","15:34:26",87661004,"4.0.0","win",NA,3
"2020-04-24","15:34:39",87660759,"4.0.0","win","IN",2947
"2020-04-24","15:34:29",81774921,"3.6.3","osx","US",14
"2020-04-24","15:34:57",81866460,"3.6.3","osx","TW",2948
"2020-04-24","15:35:05",87564156,"4.0.0","win",NA,3
"2020-04-24","15:35:04",87664403,"4.0.0","win","US",2470
"2020-04-24","15:35:39",86528136,"3.6.3","win","KR",2739
"2020-04-24","15:35:40",87660300,"4.0.0","win","IN",2949
"2020-04-24","15:35:42",87660751,"4.0.0","win","PT",2950
"2020-04-24","15:35:39",1837566,"4.0.0","win","CN",1602
"2020-04-24","15:35:47",9190653,"4.0.0","win","US",2951
"2020-04-24","15:35:48",87564156,"4.0.0","win",NA,3
"2020-04-24","15:36:02",87564166,"4.0.0","win","TR",1112
"2020-04-24","15:36:12",87661771,"4.0.0","win",NA,3
"2020-04-24","15:36:25",76603715,"4.0.0","win",NA,3
"2020-04-24","15:36:25",81864936,"3.6.3","osx","GB",2952
"2020-04-24","15:36:22",72750201,"4.0.0","win","ID",2953
"2020-04-24","15:36:38",87564166,"4.0.0","win",NA,3
"2020-04-24","15:36:48",87665688,"4.0.0","win",NA,3
"2020-04-24","15:37:04",87662604,"4.0.0","win",NA,3
"2020-04-24","15:37:07",87564163,"4.0.0","win","AR",2954
"2020-04-24","15:37:23",81045837,"3.6.2","osx","US",14
"2020-04-24","15:37:22",87564163,"4.0.0","win","KR",2955
"2020-04-24","15:37:24",87666014,"4.0.0","win","IT",2956
"2020-04-24","15:37:43",87564167,"4.0.0","win","US",2957
"2020-04-24","15:37:42",4800377,"4.0.0","src","CR",1105
"2020-04-24","15:37:49",17277508,"4.0.0","src","CR",1105
"2020-04-24","15:38:04",17235834,"4.0.0","src","CR",1105
"2020-04-24","15:38:03",81134729,"latest","osx","US",38
"2020-04-24","15:38:00",87564167,"4.0.0","win","US",2958
"2020-04-24","15:38:03",78200612,"3.5.3","osx","US",38
"2020-04-24","15:38:04",87603758,"devel","win","US",2959
"2020-04-24","15:38:20",87692485,"4.0.0","win","US",2960
"2020-04-24","15:38:16",33174483,"4.0.0","src",NA,3
"2020-04-24","15:38:21",87564157,"4.0.0","win","KR",2955
"2020-04-24","15:38:19",81134722,"latest","osx","US",38
"2020-04-24","15:38:36",81134751,"latest","osx","US",38
"2020-04-24","15:38:36",81134732,"latest","osx","US",38
"2020-04-24","11:48:43",86531267,"3.6.3","win","PT",2961
"2020-04-24","11:48:38",81045842,"latest","osx","US",38
"2020-04-24","11:48:49",87564163,"4.0.0","win",NA,3
"2020-04-24","11:48:51",87660785,"4.0.0","win","LT",2962
"2020-04-24","11:49:12",81463613,"4.0.0","win","HR",757
"2020-04-24","11:49:15",87564162,"4.0.0","win",NA,3
"2020-04-24","11:49:18",87661227,"4.0.0","win",NA,3
"2020-04-24","11:49:29",87660796,"4.0.0","win","HR",757
"2020-04-24","11:49:31",87662200,"4.0.0","win","KR",2963
"2020-04-24","11:49:27",87661578,"4.0.0","win",NA,3
"2020-04-24","11:49:36",87669704,"4.0.0","win","US",2964
"2020-04-24","11:49:36",86524596,"3.6.3","win","IT",2965
"2020-04-24","11:49:51",87668832,"4.0.0","win","CH",2966
"2020-04-24","11:49:43",1103185,"4.0.0","win","CN",2967
"2020-04-24","11:49:58",87666534,"4.0.0","win","CH",2968
"2020-04-24","11:50:13",4324141,"4.0.0","win","CN",2967
"2020-04-24","11:50:21",24275428,"3.6.3","win","IT",2969
"2020-04-24","11:50:34",87564167,"4.0.0","win",NA,3
"2020-04-24","11:50:41",87660552,"4.0.0","win","FR",2970
"2020-04-24","11:50:40",81865361,"3.6.3","osx","CN",2971
"2020-04-24","11:50:44",86524793,"3.6.3","win","VN",2972
"2020-04-24","11:50:44",87660613,"4.0.0","win","US",2973
"2020-04-24","11:50:50",33210979,"4.0.0","src","US",910
"2020-04-24","11:50:51",87564167,"4.0.0","win","US",2974
"2020-04-24","11:51:06",87660857,"4.0.0","win","DE",2975
"2020-04-24","11:51:04",87564166,"4.0.0","win","CA",2976
"2020-04-24","11:51:48",87662000,"4.0.0","win","IN",2977
"2020-04-24","11:51:56",86429662,"3.6.3","win","US",2978
"2020-04-24","11:51:55",33308719,"3.6.3","src",NA,3
"2020-04-24","11:52:02",86604991,"3.6.3patched","win","US",35
"2020-04-24","11:52:07",87564166,"4.0.0","win",NA,3
"2020-04-24","11:52:10",1050346,"3.6.3","win","IT",2979
"2020-04-24","11:52:12",81774921,"3.6.3","osx","US",14
"2020-04-24","11:52:13",87663621,"4.0.0","win","DE",1198
"2020-04-24","11:52:20",87564167,"4.0.0","win","DE",2980
"2020-04-24","11:52:29",87661325,"4.0.0","win","GB",2981
"2020-04-24","11:52:36",81870882,"3.6.3","osx","BE",2982
"2020-04-24","11:52:46",87564165,"4.0.0","win","IT",2983
"2020-04-24","11:52:41",87661803,"4.0.0","win","RO",2984
"2020-04-24","11:52:51",81865279,"3.6.3","osx",NA,3
"2020-04-24","11:53:19",87564166,"4.0.0","win","CN",2985
"2020-04-24","11:53:22",81148640,"3.6.3.nn","osx","NL",2986
"2020-04-24","17:08:15",81865864,"3.6.3","osx",NA,3
"2020-04-24","17:08:31",87564163,"4.0.0","win","US",997
"2020-04-24","17:08:33",87661699,"4.0.0","win","CH",2987
"2020-04-24","17:08:35",81774920,"3.6.3","osx","US",14
"2020-04-24","17:08:43",87564166,"4.0.0","win","US",2988
"2020-04-24","17:08:37",87564155,"4.0.0","win","US",2989
"2020-04-24","17:08:46",87564167,"4.0.0","win","US",2990
"2020-04-24","17:08:46",87664692,"4.0.0","win","US",2991
"2020-04-24","17:08:58",87665404,"4.0.0","win","RU",2992
"2020-04-24","17:09:01",81865288,"3.6.3","osx","US",2993
