"Date","NO","NO2","NOx","NH3","CO","SO2","O3","Benzene","Toluene"
2020-01-01,109.53,64.18,135,56.85,3.15,18.49,39.58,8.5,60.79
2020-01-02,120.76,64.8,143.71,58.26,3.32,19.95,36.5,9.36,73.11
2020-01-03,111.09,55.65,131.13,53.02,2.8,14.93,27.82,6.96,66.8
2020-01-04,86.58,57.67,110.2,53.46,2.2,12.85,29.94,6.81,48.18
2020-01-05,29.99,48.25,54.3,47.94,1.23,9.59,30.21,3.7,28.9
2020-01-06,35.49,51.19,60.14,47.01,1.27,11.34,21.99,3.52,31.1
2020-01-07,24.08,44.9,46.56,43.53,1.18,12.74,22.82,3.64,24.51
2020-01-08,26.65,38.64,45.09,44.73,1.13,8.67,17.63,3.49,22.67
2020-01-09,14.71,32.3,31.03,36.87,0.89,7.28,22,2.43,15.34
2020-01-10,27.73,45.12,50.71,37.73,1.3,9.44,27.25,3.8,24.75
2020-01-11,43.83,53.28,69.66,40.97,1.54,11.65,30.98,4.33,28.3
2020-01-12,90.44,59.91,113.97,48.65,2.26,12.35,32.47,5.53,39.19
2020-01-13,61.38,55.04,84.22,53.64,2.11,11.59,27.98,5.74,34.26
2020-01-14,21.19,38.08,40.99,46.34,1.16,9.24,21.62,3.31,23.78
2020-01-15,29.61,47.45,54.26,41.76,1.17,10.68,26.19,3.72,30.02
2020-01-16,28.99,44.21,51.19,43.54,1.11,10.44,18.63,4.05,30.42
2020-01-17,31.58,36.19,49.2,40.15,1.14,9.69,18.97,3.71,24.4
2020-01-18,39.64,43.78,60.8,39.56,1.32,9.65,19.93,4.79,29.24
2020-01-19,18.6,34.18,36.38,38.38,0.96,8.69,25.86,2.95,13.77
2020-01-20,30.68,38.21,49.07,39.27,1.39,9.65,24.64,3.9,19.39
2020-01-21,63.49,48.18,83.32,48.02,1.93,12.24,27.6,6.32,39.27
2020-01-22,66,44.3,82.89,45.17,1.9,10.95,24.63,7,36.98
2020-01-23,15.4,35.26,33.47,36.32,0.79,8.71,27.73,2.52,14.04
2020-01-24,23.68,44,45.88,34.23,0.99,10.73,30.53,2.66,15.38
2020-01-25,58.83,56.31,84.2,41.37,1.48,12.36,26.8,4.62,26.36
2020-01-26,74.63,50.94,95.06,48.8,2.09,12.81,32.7,5.87,33.9
2020-01-27,89.41,67.09,116.25,53.66,2.19,14.72,26.6,5.97,36.87
2020-01-28,17.85,42.01,37.97,42.76,1.26,11.12,23.29,3.2,18.44
2020-01-29,30.9,42.24,48.65,38.01,1.24,9.85,23.96,3.1,20.67
2020-01-30,30.79,45.04,50.9,36.77,1.08,10.06,24.23,3.49,19.83
2020-01-31,31.8,47.35,53.46,34.03,1.1,9.9,24.36,3.55,22.19
2020-02-01,49.25,44.25,67.5,35.95,1.26,10.02,29.22,4.51,26.67
2020-02-02,33.12,45.28,54.17,36.46,1.2,10.32,29.69,3.94,18.46
2020-02-03,50.47,53.71,73.96,37.5,1.51,11.4,33.94,4.43,27.09
2020-02-04,92.85,64.8,115.76,43.09,2.21,15.26,41,6.43,47.2
2020-02-05,41.58,53.35,67.5,40.07,1.3,13.31,32.03,4.6,27.58
2020-02-06,33.37,51.82,60.54,36.16,1.18,12.08,33.75,3.98,22.63
2020-02-07,64.24,58.46,88.53,38.38,1.51,14.21,34.75,5.78,31.93
2020-02-08,30.62,47.55,54.41,40.72,1.16,14.39,35.72,4.36,18.69
2020-02-09,35.28,50.75,60.36,40.04,1.29,14.64,36.29,4.35,17.47
2020-02-10,56.93,56.48,82.69,39.99,1.61,14.83,31.92,5.16,26.69
2020-02-11,83.94,60.12,107.57,39.73,1.89,14.37,37.22,6.65,40.82
2020-02-12,38.78,55.96,64.65,40.92,1.29,16.24,37.86,4.71,24.48
2020-02-13,15.54,41.59,37.63,36.91,0.95,16.49,36.8,3.09,16.55
2020-02-14,12.35,34.6,30.48,34.06,0.82,13.53,43.62,2.43,12.11
2020-02-15,18.16,44.57,41.54,32.48,0.91,17.59,42.21,2.93,17.62
2020-02-16,42.02,57.15,70.95,38.77,1.38,19.61,40.01,3.77,23.71
2020-02-17,61.48,61.17,88.49,42.77,1.61,18.85,38.6,5.83,30.58
2020-02-18,39.22,59.91,67.21,37.01,1.39,23.01,42.7,4.14,21.19
2020-02-19,87.96,59.9,111.77,44.11,2,20.13,44.29,6.39,37.24
2020-02-20,10.13,44.05,32.65,39.61,0.99,14.91,55.32,2.88,11.89
2020-02-21,8.84,33.27,26.24,35.81,0.83,10.45,39.58,2.03,20.21
2020-02-22,29.86,41.23,50.12,33.46,1.2,13.38,32.03,2.8,23.92
2020-02-23,41.97,42.24,61.5,38.33,1.26,14.3,35.15,3.51,27.78
2020-02-24,29.23,44.2,51.6,33.19,1.02,15.94,33.36,2.29,20.9
2020-02-25,27.87,46.76,52.38,39.61,1.22,18.24,35.32,3.12,18.7
2020-02-26,56.86,50.67,78.58,42.7,1.54,17.61,38.64,4.71,31.45
2020-02-27,22.85,46.15,46.13,43.64,1.23,14.7,36.36,3.8,22.27
2020-02-28,8.21,33.92,26.32,41.44,0.97,11.55,41.53,2.67,11.61
2020-02-29,9.66,33.98,27.57,34.88,0.83,12.05,37.35,2.42,15.56
2020-03-01,20.57,40.73,41.36,31.4,0.97,12.19,39.84,2.18,22.27
2020-03-02,64.58,50.23,85.92,39.78,1.58,15.81,36.64,4.58,37.92
2020-03-03,50.52,46.6,71.98,37.02,1.22,15.48,32.39,3.98,39.09
2020-03-04,40.18,45.62,60.78,37.32,1.1,16.22,41.77,3.57,28.32
2020-03-05,11.78,32.97,28.54,32.27,0.81,11.32,36.98,1.81,16.39
2020-03-06,12.55,33.71,29.75,29.56,0.87,10.42,33.52,1.47,14.94
2020-03-07,17.41,35.53,34.85,29.01,0.82,11.84,35.47,1.95,21.14
2020-03-08,45.65,37.14,61.74,31.51,1.11,12.61,34.59,3.51,35.85
2020-03-09,18.86,32.29,34.79,29.29,0.75,13.33,34.54,1.91,17.48
2020-03-10,14.46,30.22,29.74,30.99,0.84,17.21,47.66,2.35,15.58
2020-03-11,10.1,29.76,24.99,32.88,0.76,13.82,42.36,1.96,12.04
2020-03-12,21.91,36.74,39.57,35.31,0.94,13.68,34.27,2.25,19.69
2020-03-13,29.31,40.53,49,31.36,0.87,15.42,37.42,2.63,24.39
2020-03-14,14.67,34.59,32.7,34.29,0.76,11.59,29.17,1.99,17.98
2020-03-15,26.33,41.09,46.69,31.09,0.9,13.92,37.25,2.43,23.4
2020-03-16,21.37,41.52,44.12,31.07,0.89,14.8,38.38,2.29,20.26
2020-03-17,26.05,43.5,48.87,32.31,1,15.06,40.59,2.65,20.92
2020-03-18,29.29,45.86,53.31,32.99,1.07,14.93,41.73,3.05,28.9
2020-03-19,37.81,45.67,59.24,36.15,1.14,17.66,43.16,3.37,33.51
2020-03-20,30.21,51.26,55.88,34.3,1.24,19.71,48.23,3.76,36.83
2020-03-21,31.58,46.04,54.04,36.61,1.18,18.55,43.19,3.35,33.82
2020-03-22,14.49,29.85,30.31,32.61,0.92,16.63,47.67,2.86,21.43
2020-03-23,11.75,25.96,25.31,30.31,0.78,15.17,46.48,1.96,16.08
2020-03-24,12.3,27.07,26.48,31.91,0.81,15.81,38.23,2.53,16.24
2020-03-25,13.09,21.11,22.57,34.43,0.68,11.49,32.11,1.67,13.62
2020-03-26,9.02,16.58,17.41,33.68,0.58,12.82,30.59,1.38,8.88
2020-03-27,8.34,15.32,15.89,27.4,0.53,11.04,27.38,1.11,9.17
2020-03-28,9.87,17.52,18.34,25.22,0.54,10.28,25.06,1.07,9.76
2020-03-29,8.74,16.6,16.42,23.98,0.52,10.39,35.75,0.97,8.31
2020-03-30,8.29,17.52,16.62,23.21,0.58,12.47,40.26,1.08,9
2020-03-31,9.36,18.03,18.01,26.5,0.56,12.33,40.96,1.06,8.98
2020-04-01,10.4,19.17,19.26,26.73,0.62,13,35.06,1.12,9.17
2020-04-02,9.91,17.18,17.72,22.22,0.6,10.84,39.47,0.91,7.85
2020-04-03,9.29,20.07,19.33,21.54,0.61,11.99,46.82,1.13,8.6
2020-04-04,10.07,22.38,21.19,23.06,0.68,12.59,41.26,1.3,9.64
2020-04-05,10.99,24.42,22.78,25.14,0.81,16.03,44.55,1.74,12.38
2020-04-06,11.05,24.37,22.68,26.41,0.81,15.59,44.16,2.04,12.8
2020-04-07,8.5,19.27,17.38,25.53,0.6,13.46,42.65,1.01,9.13
2020-04-08,8.38,18.56,16.51,23.41,0.56,12.85,45.8,0.99,8.24
2020-04-09,8.49,21.37,18.16,23.84,0.66,14.2,48.34,1.11,7.52
2020-04-10,9.8,27.12,23.3,27.71,0.81,16.32,40.36,1.79,11.45
2020-04-11,9.54,23.64,21.9,28.33,0.83,18.38,49.51,1.88,11.18
2020-04-12,5.48,17.59,14.66,26.99,0.67,15.7,50.15,1.19,6.87
2020-04-13,7.16,23.4,19.83,27.95,0.83,19.86,41.07,1.78,9.62
2020-04-14,8.83,25.71,22.96,28.76,0.93,17.38,40.74,2.04,13.12
2020-04-15,10.37,24.55,24.05,28.36,0.93,14.89,38.22,2.36,11.89
2020-04-16,11.86,25.01,25.66,30.36,0.94,19.42,41.87,2.4,13.75
2020-04-17,8.12,15.83,16.95,26.06,0.64,14.08,53.53,1.07,7.79
2020-04-18,8.45,15.45,17.02,27.18,0.68,12.63,49.14,1.19,7.55
2020-04-19,10.13,19.72,20.82,29.94,0.71,13.17,40.53,1.29,9.46
2020-04-20,12.38,24.56,25.55,31.57,1.02,15.06,32.67,2.37,15.52
2020-04-21,8.89,19.64,19.57,29.75,0.82,15.36,48.56,1.48,8.92
2020-04-22,10.78,24.79,24.17,29.39,0.86,17.34,46.94,2.03,13.9
2020-04-23,9.42,24.83,22.92,30.02,0.91,17.39,43.99,2.8,17.19
2020-04-24,11,25.62,24.87,32.62,0.99,18.62,47.98,2.57,13.43
2020-04-25,9.6,18.68,19.91,28.65,0.75,12.76,54.53,1.13,8.55
2020-04-26,8.42,17.45,17.77,31.61,0.77,16.21,47.16,1.68,8.42
2020-04-27,8.28,14.8,16.38,29.94,0.76,15.59,53.43,1.24,6.39
2020-04-28,10.32,17.35,20.03,28.6,0.86,17.6,58.96,1.7,8.3
2020-04-29,12.66,20.11,22.66,28.86,0.91,19.08,58.57,2.03,13.02
2020-04-30,12.73,17.61,20.45,32.99,0.84,17.42,59.55,1.68,9.27
2020-05-01,11.8,18.46,20.45,36.43,0.89,17.52,56.81,1.96,11.92
2020-05-02,12.81,14.36,19.49,33.93,0.76,13,60.45,1.19,6.42
2020-05-03,12.72,15.14,21.57,32.48,0.68,11.94,49.04,1.31,7.51
2020-05-04,12.86,16.95,20.79,31.35,0.72,11.92,50.56,1.14,9.98
2020-05-05,13.93,21.36,24.06,30.86,0.87,16.4,52.12,2,14.92
2020-05-06,13.75,21.88,25.58,29.53,0.89,15.78,53.95,2.04,13.31
2020-05-07,10.31,17.97,18.92,25.51,0.73,13.6,73.11,1.46,10.18
2020-05-08,10.02,21.66,20.69,27.98,0.83,13.82,74.28,1.69,13.41
2020-05-09,9.47,17.65,19.17,30.14,0.85,13.33,76.32,1.61,11.66
2020-05-10,5.21,16.46,14.47,28.71,0.74,12.02,63.71,1.3,9.23
2020-05-11,4.8,19.53,15.6,28.13,0.76,12.66,64.6,1.55,10.63
2020-05-12,4.42,18.49,14.62,29.43,0.75,13.84,64.1,1.5,12.68
2020-05-13,5.09,21.34,16.74,32.29,0.9,15.41,52.2,1.81,14.78
2020-05-14,9.04,25.12,21.86,30.82,0.89,12.92,50.22,1.69,14.93
2020-05-15,6.76,23.45,18.9,27.39,0.84,13.71,53.08,1.41,12.6
2020-05-16,6.11,26.17,19.89,27.62,0.99,16.19,63.12,1.61,11.64
2020-05-17,9.24,31.96,26.01,28.76,1.06,20.19,59.79,2.07,15.58
2020-05-18,11.31,34.76,29.28,28.97,1.12,22.11,53.55,2.42,17.66
2020-05-19,16.68,42.67,38.49,30.58,1.31,20.41,57.05,2.75,23.02
2020-05-20,8.79,32.8,25.93,28.73,1.03,18.96,62.34,1.92,15.99
2020-05-21,9.67,31.36,25.81,25.55,1.09,18.99,62.56,1.72,15.2
2020-05-22,17.16,45.36,40.17,28.56,1.31,26.05,55.45,2.96,26.42
2020-05-23,16.74,42.43,37.85,28.82,1.16,17.05,41.87,2.77,28.72
2020-05-24,8.13,27.35,21.76,26.54,0.87,17.11,53.31,1.76,15.43
2020-05-25,9.3,30.92,25,27.22,0.94,21.3,54.74,1.88,13.82
2020-05-26,19.09,37.79,37.41,27.06,1.1,16.82,38.73,2.51,24.05
2020-05-27,7.58,26.95,21.37,25.79,0.83,14.49,66.77,1.7,16.71
2020-05-28,4.89,17.1,13.26,29.02,0.8,11.68,55.92,1.11,7.56
2020-05-29,5.14,19.02,14.69,32.19,0.77,9.95,47.48,1.1,10.48
2020-05-30,5.04,18.51,14.11,36.19,0.84,9.95,50.29,0.95,7.61
2020-05-31,5.02,17.05,13.15,34.91,0.84,9.06,42.29,1.05,9.05
2020-06-01,5.87,22.99,17.6,35,0.96,14.02,50.57,1.94,16.96
2020-06-02,7.25,24.78,19.94,35.78,0.92,12.71,50.06,1.75,21.26
2020-06-03,7.07,28.02,21.64,36.05,0.9,15.91,52.16,1.93,20.14
2020-06-04,11.87,34.11,29.57,38.85,1.09,17.97,39.14,2.79,29.63
2020-06-05,7.6,25.87,20.45,35.51,0.87,12.46,44.83,2,18.02
2020-06-06,5.85,21.25,16.37,31.81,0.82,10.69,51.46,1.6,11.45
2020-06-07,6.5,22.65,17.92,30.79,0.86,11.89,45.4,1.82,17.23
2020-06-08,7.94,25.81,21.44,31.81,0.94,15.78,51.77,1.99,20.22
2020-06-09,11.04,32.01,28.36,33.83,1.01,15.06,49.14,2.23,27.6
2020-06-10,16.38,34.31,35.09,33.27,1.03,14.12,40.8,2.17,24.61
2020-06-11,12.37,30.94,30,36.54,0.91,12.74,40.63,1.84,22.43
2020-06-12,12.41,30.05,29.74,38.64,1.06,12.9,43.37,2.16,19.86
2020-06-13,8.9,25.46,22.93,36.62,0.95,10.59,34.95,2.09,17.4
2020-06-14,8.19,26.01,22.01,40,1.04,13.57,38.86,2.42,23.32
2020-06-15,7.8,25.95,21.79,35.38,0.88,12.57,48.39,1.9,16.58
2020-06-16,7.35,24.58,19.98,32.62,0.88,12.08,51.4,1.99,19.29
2020-06-17,5.47,16.94,14.73,29.4,0.78,10.84,48.72,1.55,14.6
2020-06-18,6.02,18.32,15.69,28.68,0.82,12.19,47.98,1.5,12.01
2020-06-19,6.58,17.78,15.57,27.96,0.86,11.98,40.95,1.69,14.04
2020-06-20,6.53,20.37,17.92,26.38,0.8,10.98,36.24,1.42,14.47
2020-06-21,7.21,23.7,19.89,28.84,0.85,11.71,33.92,1.51,17.57
2020-06-22,5.67,20.61,17.46,34.32,0.91,11.08,42.76,1.54,18.47
2020-06-23,6.22,16.39,15.33,33.32,0.88,11.09,28.64,1.25,12.99
2020-06-24,6.63,16.84,15.72,31.45,0.89,11.02,24.77,1.28,12.13
2020-06-25,9.33,21.41,21.17,30.48,1.02,11.28,25.92,1.59,19.18
2020-06-26,9.67,22.06,21.75,32.64,1.01,11.66,24.82,2.07,23.31
2020-06-27,10.88,21.46,22.47,31.43,0.87,10.38,18.88,1.69,19.99
2020-06-28,12.67,21.6,23.86,29.27,0.94,10.7,18.05,1.71,25.13
2020-06-29,10.5,21.57,21.94,27.97,0.88,11.58,26.61,2.13,23.8
2020-06-30,5.99,17.96,15.44,28.48,0.84,10.51,37.29,1.57,16.37
2020-07-01,6.33,21.05,16.81,29.06,0.97,11.15,29.73,2.03,23.57
2020-03-05,6.49,28.84,24.71,39.69,1.16,4.8,51.61,2.2,5.04
2020-03-06,6.56,27.15,24.08,41.15,1.06,12.3,47.23,2.42,3.46
2020-03-07,10.48,27.52,26.92,39.4,0.97,16.04,38.14,2.99,3.93
2020-03-08,31.82,28.16,45.99,33.94,0.97,17.83,35.2,3.84,3.98
2020-03-09,6.75,23.13,22.26,34.01,0.77,15.82,42.54,3.09,3.41
2020-03-10,6.63,25.83,23.64,29.39,0.92,16.29,53.14,3.42,3.7
2020-03-11,4.09,25.06,20.72,32.17,0.89,14.62,58.4,3.26,3.43
2020-03-12,8.29,30.02,24.22,38.11,0.88,13.28,40.31,3.22,3.17
2020-03-13,13.32,30.6,30.07,32.89,0.84,12.68,40.26,2.45,3.18
2020-03-14,6.43,25.9,18.59,31.5,0.82,14.36,38.98,2.3,3.81
2020-03-15,9.08,27.24,24.04,28.03,0.97,15.87,50.33,3.73,6.15
2020-03-16,7.21,24.94,21.39,45.16,1.06,15.9,47.56,4.43,7.67
2020-03-17,8.85,25.66,22.97,62.83,1.18,19.73,52.03,5.44,7.61
2020-03-18,19.96,30.5,35.47,54.53,1.28,19.43,46.04,5.44,7.4
2020-03-19,24.1,28.31,36.81,51.6,1.23,19.95,50.39,6.14,7.35
2020-03-20,18.22,18.07,26.78,57.77,1.11,15.81,60.03,5.44,7.15
2020-03-21,13.97,16.63,21.9,74.89,0.88,16.66,57.23,4.52,7.96
2020-03-22,15.15,19.83,25.12,62.06,1.13,17.25,55.11,5.94,8.08
2020-03-23,7.66,15.96,16.31,56.53,0.81,18.26,50.47,4.55,8.08
2020-03-24,8.08,17.61,17.3,54.29,0.97,16.44,43.6,5.08,7.77
2020-03-25,8.13,15.06,15.59,54.02,0.75,16.27,38.79,4.41,7.7
2020-03-26,6.32,15.96,11.76,52.39,0.56,16.42,36.85,3.86,7.44
2020-03-27,5.31,14.19,9.72,48.2,0.54,15.31,38.52,3.51,7.01
2020-03-28,5.82,14.65,10.57,48.37,0.49,14.77,42.37,3.27,6.73
2020-03-29,5.3,13.75,10.04,45.05,0.5,18.73,54.46,3.44,7.07
2020-03-30,4.84,12.76,8.93,42.26,0.55,18.56,58.39,3.7,7.13
2020-03-31,5.26,13.39,9.79,40.83,0.52,17.01,63.43,3.72,6.99
2020-04-01,6.31,14.94,10.74,38.89,0.55,15.91,54.79,2.84,5.23
2020-04-02,12.23,16,10.82,40.42,0.52,15.97,61.46,1.68,2.74
2020-04-03,5.33,12.75,9.72,37.53,0.47,15.3,66.52,1.62,2.69
2020-04-04,5.55,12.52,9.22,35.59,0.52,14.86,58.64,1.77,2.69
2020-04-05,7.51,15.9,12.04,36.33,0.69,15.2,53.97,2.06,2.74
2020-04-06,5.54,14.5,10.57,36.91,0.65,15.57,54.3,2.06,2.77
2020-04-07,5.26,11.95,8.78,35.85,0.43,14.66,61.31,1.67,2.69
2020-04-08,5.04,10.94,8.45,34.39,0.42,14.11,62.85,1.63,2.67
2020-04-09,4.98,12.14,9.19,33.63,0.47,14.14,67.87,1.74,2.66
2020-04-10,8.54,18.33,13.59,33.84,0.68,14.23,50.44,2.55,2.71
2020-04-11,10.44,18.3,15.15,34.72,0.81,14.52,60.63,2.21,2.78
2020-04-12,5.49,16.41,10.09,35.82,0.6,14,67.11,1.75,2.73
2020-04-13,6.16,17.19,11.64,34.84,0.76,13.83,53.63,2.18,2.75
2020-04-14,6.89,19.88,13.53,37.1,0.81,13.28,47.71,3.09,2.97
2020-04-15,7.03,18.25,12.74,39.87,0.79,13.21,45.18,7.67,3.84
2020-04-16,7.98,17.1,12.94,38.95,0.83,13.53,55.51,8.12,3.86
2020-04-17,5.4,12.66,9.64,37.36,0.62,12.42,73.94,7,3.69
2020-04-18,4.98,12.87,8.86,36.77,0.57,12.12,71.23,7.06,3.46
2020-04-19,5.28,15.3,10.22,37.27,0.65,12.1,62.46,7.18,3.51
2020-04-20,10.18,19.64,15.65,40.1,0.78,12.42,37.77,8.15,3.47
2020-04-21,4.95,14.88,9.68,36.66,0.68,10.67,66.92,7.41,3.52
2020-04-22,5.91,18.46,12.07,37.91,0.77,11.29,62.97,7.5,3.64
2020-04-23,8.65,18.33,12.88,38.34,0.79,10.01,55.3,7.29,3.45
2020-04-24,5.01,15.69,13.06,36.58,0.77,9.28,63.8,6.47,3.49
2020-04-25,4.25,12.23,10.32,40.59,0.58,8.55,73.49,6.04,3.38
2020-04-26,11.76,13.94,11.22,43.4,0.67,8.79,62.13,6.46,2.51
2020-04-27,4.24,10.35,9.44,38.04,0.54,7.9,67.03,5.89,2.46
2020-04-28,4.48,11.32,10.31,37.56,0.63,7.02,74.53,5.33,3.07
2020-04-29,4.39,13.84,11.56,28.22,0.75,7.75,66.09,5.95,3.29
2020-04-30,4.47,12.84,10.82,22.41,0.76,7.88,70.1,5.74,3.4
2020-05-01,4.28,12.69,10.68,22.14,0.74,7.45,79.99,5.47,3.38
2020-05-02,4.12,10.69,8.97,16.18,0.7,5.59,91.17,4.39,3
2020-05-03,4.02,10.84,9.17,13.18,0.73,6.11,72.95,4.76,2.83
2020-05-04,4.49,11.12,10.51,16.83,0.55,7.71,64.94,5.78,2.55
2020-05-05,4.16,13.71,10.97,16.73,0.81,7.78,67.79,5.46,3.24
2020-05-06,4.27,14.5,11.67,24.99,0.72,7.33,74.54,6.2,3.2
2020-05-07,4.18,13.66,11.2,31.94,0.61,6.38,83.29,4.35,3.53
2020-05-08,4.24,14.09,10.87,25.48,0.72,7.37,92.2,4.04,5.13
2020-05-09,3.93,13.16,10.27,17.78,0.77,7.94,100.91,3.34,5.97
2020-05-10,4.07,11.14,9.9,12.6,0.77,7.18,83.27,2.66,5.06
2020-05-11,4.56,12.79,10.36,21.99,0.53,8.76,70.79,2.77,5.08
2020-05-12,4.16,13.56,10.95,15.54,0.68,7.47,78.92,2.62,5.16
2020-05-13,4.76,16.23,11.7,10.45,0.81,13.26,73.47,2.68,5.68
2020-05-14,12.17,27.73,24.42,8.99,0.94,9.38,67.65,3.21,5.06
2020-05-15,52.57,36.56,65.35,12.08,0.76,9.6,77.07,6.2,3.04
2020-05-16,43.42,44.32,59.52,14.61,0.85,11.87,89.44,6.09,3.27
2020-05-17,8.38,37.52,24.05,22.68,1.01,12,63.65,6.71,3.17
2020-05-18,9.85,34.85,23.82,22.59,0.91,8.51,61.06,6.35,3.18
2020-05-19,14.08,35.58,26.4,22.82,0.99,9.11,61.72,5.84,3.08
2020-05-20,11.33,27.33,22.39,22.17,0.89,10.08,71.92,5.88,3.06
2020-05-21,15.32,24.81,24.8,22.2,0.92,10.07,71,5.94,3.06
2020-05-22,17.2,24.42,29.67,21.97,1.06,9.26,53.74,7.8,2.6
2020-05-23,7.49,19.3,16.56,22.63,1.02,8.96,51.48,6.83,2.87
2020-05-24,3.81,21.9,10.69,17.11,0.91,7.56,55.27,5.75,3
2020-05-25,3.83,18.16,11.58,20.07,0.93,8.68,55.55,6.66,2.68
2020-05-26,14.91,22.71,21.68,23.19,0.91,6.96,34.74,6.51,2.9
2020-05-27,4.82,25.72,14.63,22.52,0.91,7.33,69.11,4.86,3.17
2020-05-28,3.45,16.27,10.08,24.53,0.88,3.91,73.51,4.51,2.38
2020-05-29,4.17,15.43,8.89,17.69,0.67,16.6,70.04,5.37,2.18
2020-05-30,3.89,13.94,10.01,19.87,0.7,8.94,62.58,6.23,2.61
2020-05-31,9.54,16.09,13.2,15.53,0.79,9.79,64.29,5.71,2.69
2020-06-01,6.9,20.5,13.33,12.39,0.85,5.42,72.06,5.83,2.93
2020-06-02,5.19,14.95,11.86,11.73,0.77,5.2,64.49,4.96,2.99
2020-06-03,5.52,14.13,11.72,9.97,0.78,5.85,64.22,5.19,3.26
2020-06-04,5.26,17.88,13.04,9.73,0.87,5.78,52.81,5.4,3.36
2020-06-05,5.18,15.71,11.6,13.31,0.82,5.91,57.47,6.08,3.15
2020-06-06,5.64,13.55,11.05,10.83,0.77,5.69,64.64,5.99,3.09
2020-06-07,5.37,14.17,10.95,7.97,0.87,7.4,64.41,6.64,2.66
2020-06-08,5.61,15.24,11.93,6.96,1,7.28,64.5,6.02,3.11
2020-06-09,6.12,18.55,14.29,6.4,0.92,7.99,74.49,5.78,3.17
2020-06-10,6.56,19,16.17,5.8,0.81,7.07,65.41,5.71,3.06
2020-06-11,6.12,15.17,13.95,5.36,0.72,4.22,67.71,5.6,2.78
2020-06-12,6.78,24,13.74,5.32,0.77,6.6,93.6,4.66,2.92
2020-06-13,6.15,13.94,13.73,4.92,0.64,7.16,91.81,4.66,2.82
2020-06-14,5.72,10.48,10.81,4.99,0.68,6.57,93.14,4.9,2.77
2020-06-15,5.12,12.44,10.42,5.05,0.58,5.43,94.84,4.41,2.93
2020-06-16,5.75,13.67,11.58,4.74,0.55,6.29,81.32,4.56,2.53
2020-06-17,4.51,11.29,9.57,3.9,0.53,6.87,79.58,4.67,2.87
2020-06-18,4.66,8.86,9.43,1.08,0.55,5.81,69.32,4.98,3.04
2020-06-19,4.95,9,10.02,4.43,0.7,4.15,62.43,4.97,2.94
2020-06-20,5.51,8.09,10.59,4.04,0.53,5.38,55.44,4.49,2.75
2020-06-21,6.28,8.75,10.83,4.05,0.49,5.41,66.63,5.28,2.86
2020-06-22,6.49,8.8,10.23,4.3,0.65,5.13,79.1,5.25,2.88
2020-06-23,5.9,8.95,10.49,4.23,0.69,4.28,54.24,26.52,3.03
2020-06-24,5.31,7.9,9.61,4.17,0.63,4.03,49.35,22.62,4
2020-06-25,5.22,8.14,8.61,3.74,0.75,4.06,45.86,2.47,5.72
2020-06-26,2.65,10.07,8.52,3.88,0.9,6.42,32.75,3.41,4.8
2020-06-27,3.12,8.05,7.24,3.33,0.66,9.18,19.54,2.16,4.78
2020-06-28,5.62,9.65,8.97,3.43,0.67,7.82,17.28,2.65,3.59
2020-06-29,4,8.97,9.65,3.05,0.57,7.86,36.5,2.34,3.84
2020-06-30,6.29,10.38,12.08,3.2,0.78,7.36,58.07,2.4,4.3
2020-07-01,5.99,10.58,12.37,2.91,1.11,7.57,44.14,2.67,4.46
2015-09-08,5.41,28.93,23.37,24.94,0.48,7.98,27.04,1.01,5.74
2015-09-09,4.02,31.15,24.31,24.81,0.57,4.93,22.48,1.41,7.61
2015-09-10,7.06,28.96,25.58,24.8,0.73,5.29,24.69,1.25,7.84
2015-09-11,5.15,30.64,24.22,25.86,0.53,5.16,24.11,1.09,5.42
2015-09-12,3.4,26.03,20.37,24.78,0.57,5.44,25.47,0.83,4.39
2015-09-13,2.35,19.82,14.51,21.68,0.49,4.02,37.7,0.79,4.07
2015-09-14,2.82,19.94,15.4,21.4,0.57,5.96,34.11,0.52,2.44
2015-09-15,3.1,20,16.31,22.34,0.59,5.99,25.88,0.63,2.66
2015-09-16,2.39,18.53,13.81,20.69,0.39,4.97,31.05,0.51,2.39
2015-09-17,1.37,12.01,10.82,20.92,0.41,2.37,24.33,0.5,2.39
2015-10-01,1.92,21.65,15.87,27.65,0.64,2.67,15.85,1.21,5.95
2015-10-02,2,25.94,16.02,20.45,0.6,3.81,17.4,1.2,5.62
2015-10-03,3.06,20.11,15.07,18.05,0.64,7.58,19.16,1.2,6.4
2015-10-04,3.02,17.81,13.74,14.41,1.22,5.41,21.98,1.35,6.71
2015-10-05,2.27,16.05,12.57,15.02,0.93,6.88,33.52,1.36,7.22
2015-10-06,6.29,11.76,16.37,8.62,0.66,7.34,32.21,1.66,12.17
2015-10-07,6.76,6.52,12.53,7.44,0.8,11.05,35.73,1.61,12.13
2015-10-08,7.72,7.43,14.66,11.73,0.71,10.16,35.25,1.4,9.4
2015-10-09,7.99,7.93,15.71,7.42,1.03,8.39,36.15,1.63,8.02
2015-10-10,1.28,2.3,3.01,7.43,1.09,6.55,33.97,1.01,6.45
2015-10-11,1.6,2.28,3.32,7.42,0.97,5.24,37.06,1.22,6.06
2015-10-12,3.2,2.56,5.18,7.44,1.43,7.46,32.81,1.93,12.58
2015-10-13,3.31,3.46,5.84,7.43,1.35,10.15,31.12,1.98,14.94
2015-10-14,10.95,6.46,16.28,7.44,1.06,6.89,33.14,2.8,17.14
