"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@TercerOjo_Media","Tercer Ojo","#MensajeALaNación Sagasti anuncia la modernización de los sistemas administrativos de la PNP.","1","1","15","1606183424000","24 Nov 2020","TercerOjo_Media/status/1331055870998941696","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@CristhianRS","Cristhian Rojas S","César Augusto Cervantes Cárdenas asume la dirección de la Policía Nacional por orden del presidente Sagasti. #MensajeALaNación https://t.co/ryuh5itlqi","3","31","93","1606183636000","24 Nov 2020","CristhianRS/status/1331056762305318917","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@CHRISTIANAUGER7","CHRISTIANAUGER","#MensajeALaNación PESIMO. Sagasti empieza su gestión con una INFRACCION CONSTITUCIONAL Y LEGAL. El Presidente no pude nombrar a ""quien le dé la gana"". Y lo peor es que esa misma noram rige para las FFAA. OJO mañana van a hacer lo mismo. ESTO ES DICTADURA AL ESTILO MAOISTA...","0","0","0","1606399023000","26 Nov 2020","CHRISTIANAUGER7/status/1331960158466039809","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@mangcer","Manolito","#MensajeALaNación ¿Y la minería, Don Quijote? ¡Calla, asesino!","0","0","0","1605652956000","17 Nov 2020","mangcer/status/1328830929813561344","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@eldenets1","Dennis Godoy ®️","#MensajeAlaNacion buenos apuntes @anajarav, los cambios deben ser bien analizados para no tener las consecuencias de hoy, devenidas de la poda que hizo @ppkamigo a principio de su gobierno (Generales sin experiencia ) efectivamente el grupo terna debe ser desactivado, faltó eso.","1","0","1","1606184345000","24 Nov 2020","eldenets1/status/1331059733952913408","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@camanz89","Carlos Manuel Neyra","Vizcarra dió su último #MensajeALaNación, ya estaba harto de todo este show mediático, ahora el pueblo estará expectante cómo manejan la gobernabilidad y democracia el presidente y autoridades de turno","0","0","2","1604975917000","10 Nov 2020","camanz89/status/1325991220066349056","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@DianaCotrado","Diana Cotrado","#MensajeALaNación #LutoNacional 🏴 Luego de 2 asesinatos, muchos heridos y congresistas lavándose la cara, #Merino RENUNCIÓ!","0","0","0","1605460595000","15 Nov 2020","DianaCotrado/status/1328024106311315456","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | LutoNacional | Merino"
"@_Trust_My_Rage","Krrg✨","#MensajeALaNación Francisco Sagasti: ""No hemos sabido escuchar y responder a las legítimas aspiraciones de la gran mayoría de peruanos y peruanas, a demandas de reconocimiento y de dignidad, de igualdad de trato y de oportunidades para todos y todas"". https://t.co/MIDsJH2CVf","0","0","0","1605651806000","17 Nov 2020","_Trust_My_Rage/status/1328826105571270656","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@DarioAntonioEsp","Dario","#MensajeALaNación El congreso evalúa si la impuntualidad de Sagasti amerita vacarlo por incapacidad moral. Algo así ya no sorprendería.","0","0","0","1606183727000","24 Nov 2020","DarioAntonioEsp/status/1331057144964259841","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@Natycordoves","Natalia Cordoves Canache","#FranciscoSagasti : ""A pocos meses del #Bicentenario haremos lo posible para devolverle la esperanza y confianza a la ciudadanía, esa capacidad de pensar e imaginar en un #Perú mejor y hacerlo realidad"", #MensajeALaNación tras su juramentación como presidente del #Perú. https://t.co/ItWPiJYxAs","0","0","2","1605653375000","17 Nov 2020","Natycordoves/status/1328832686279057409","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","FranciscoSagasti | Bicentenario | Perú | MensajeALaNación | Perú"
"@CristianCj29","Cristian Chavez","Sagasti esta recibiendo presión por una parte de la @PoliciaPeru al parecer #MensajeAlaNación","0","0","0","1606183701000","24 Nov 2020","CristianCj29/status/1331057035748773890","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNación"
"@YajairaGon","Yajaira Gonzales","Sale Vizcarra. #MensajeAlaNación #Vizcarra","0","0","1","1604975062000","10 Nov 2020","YajairaGon/status/1325987633319849986","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNación | Vizcarra"
"@unhombrenlaluna","rod","Un triste #MensajeALaNación prácticamente sagasti está convencido que la policía es culpable sin realizar un debido proceso, a pesar de las desapariciones que resultaron ser fake news, difundídas por sus propios colegas de la bancada morada, y de la violencia de los manifestantes","0","1","1","1606191341000","24 Nov 2020","unhombrenlaluna/status/1331089078306156546","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@AGENT_PE28","AGENT 28 🇵🇪","President Sagasti, in a public message tonight, appointed a new Commander General of the Police, César Cervantes Cárdenas; proposed a Commission that'll recommend actions to strengthen the PNP; & more. #Sagasti #MensajeAlaNacion #MensajePresidencial https://t.co/lscwPmds7Z","1","0","0","1606196864000","24 Nov 2020","AGENT_PE28/status/1331112245049384960","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | MensajeAlaNacion | MensajePresidencial"
"@LenovoLegion","Lenovo Legion","Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.","456","361","5824","1599157608000","03 Sep 2020","LenovoLegion/status/1301587465258577920","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query",""
"@enblancoperu","Página en Blanco","#MensajeALaNacion Pdte. Sagasti anuncia que la Beca Presidente de la República cambia de nombre por la Beca Generación del Bicentenario.","1","0","2","1605651732000","17 Nov 2020","enblancoperu/status/1328825795981271045","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@CAROMILI","Carolina Maceda","Designan a César Cervantes como nuevo Comandante General de la PNP #MensajeALaNación","0","0","0","1606183498000","24 Nov 2020","CAROMILI/status/1331056184225394694","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@puntoycomaperu_","PuntoyComaPerú","Necesitamos una reestructuración policial que no sólo incluya a un nuevo comandante, sino culpables por el #14N, el grupo Terna y una completa reforma de capacitación sobre los efectivos. #MensajeAlaNacion Adjuntamos archivo de la nueva cabeza PNP y esperamos se ciña al pedido. https://t.co/uWT0FKM5qp","0","1","3","1606185932000","24 Nov 2020","puntoycomaperu_/status/1331066390984470529","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","14N | MensajeAlaNacion"
"@SalitaSin","La Salita del SIN 🇵🇪🤝🏼 🇨🇱","#MensajeALaNación que te repudia Bien, Canal 7 al no ponerle PRESIDENTE a esta mierda. https://t.co/kiAu4zMMZp","16","47","266","1605460686000","15 Nov 2020","SalitaSin/status/1328024489343455233","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@CBorrador","Cuaderno Borrador","Bien! #Agro es prioridad, el #hambre se sentirá (y feo) así que arranca #hambrecero #mensajealanación https://t.co/OM07E105IA","0","0","0","1605653019000","17 Nov 2020","CBorrador/status/1328831192242790400","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Agro | hambre | hambrecero | mensajealanación"
"@patita_145","PathyciTa AntHo","@noticias_tvperu @tvperupe #mensajealanacion o lavada de manos 😡😡","0","0","0","1605460466000","15 Nov 2020","patita_145/status/1328023567209033734","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@descuajeringado","damián 🇵🇪","Pero presidente Martín Vizcarra, usted se regaló, se puso en bandeja de plata para esos carroñeros. #MensajeALaNacion #DesobedienciaCivil","0","0","1","1604975422000","10 Nov 2020","descuajeringado/status/1325989143655165953","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | DesobedienciaCivil"
"@enblancoperu","Página en Blanco","#MensajeALaNacion Pdte. Sagasti: ""La tarea central es devolverle la confianza a los jóvenes""","0","0","1","1605653063000","17 Nov 2020","enblancoperu/status/1328831377689751553","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@sebtan68","seb","De qué hablará @FSagasti? #MensajeALaNación #Lima #Perú","0","0","0","1606179911000","24 Nov 2020","sebtan68/status/1331041135901495299","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | Lima | Perú"
"@l90m","Luis","#MensajeALaNación #ManuelMerinoNoEsMiPresidente habla con su lengua de trapo","0","1","1","1605460472000","15 Nov 2020","l90m/status/1328023591921856513","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | ManuelMerinoNoEsMiPresidente"
"@ATVPeFans","Programación ATV","#Rating 23/11/20: #MensajeALaNacion por #ATV registró excelentes 10,9 puntos de rating venciendo al de #Latina que sólo registró 9,6 puntos @FSagasti @atvpe https://t.co/LOVVOGJFUd","0","1","14","1606257786000","24 Nov 2020","ATVPeFans/status/1331367769242218497","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Rating | MensajeALaNacion | ATV | Latina"
"@MusaDelDiablo","Mar San Basilio","Mi #MensajeALaNación (en vista que cualquier huevón puede dar uno): • No hay nada que celebrar, costó muertes y desaparecidos. • No basta su renuncia, hay 105 cómplices y más detrás de ellos • #NUEVACONSTITUCIÓN","0","1","3","1605461133000","15 Nov 2020","MusaDelDiablo/status/1328026366017736708","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | NUEVACONSTITUCIÓN"
"@AGENT_PE28","AGENT 28 🇵🇪","[LIVE NOW] Merino LAMENTS the deaths of two young men, who were part of ‘legitimate protests’. #MensajeALaNacion","1","0","0","1605460411000","15 Nov 2020","AGENT_PE28/status/1328023334651621376","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@rparedesc","Raul Paredes","Mientras tanto... durante el #MensajeALaNacion de #FranciscoSagasti @fsagasti en algún lugar... --> :O https://t.co/GeWA7xLaCy","0","0","1","1605654431000","17 Nov 2020","rparedesc/status/1328837115837341700","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | FranciscoSagasti"
"@klavooxidado","El Cabachi","Sagasti, y el poemita final? #mensajealanacion https://t.co/o1D27kLnwC","0","0","0","1606183748000","24 Nov 2020","klavooxidado/status/1331057229764685825","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@CarlsGM","Autogolpe","Vizcarra me acostumbró a tener un #MensajeAlaNacion con frases épicas y tuiteables.","0","0","2","1606184934000","24 Nov 2020","CarlsGM/status/1331062205823987715","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@Buenkikyn","Enrique Ch. L","Vizcarra gracias por tanto, perdón por tan poco. #MensajeAlaNacion https://t.co/8iE88FFD4X","0","0","3","1604975395000","10 Nov 2020","Buenkikyn/status/1325989031977619456","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@Milenialdecono","Joe","El discurso del presidente Sagasti duró lo que duraba tu ex #MensajeAlaNacion","0","0","0","1606184059000","24 Nov 2020","Milenialdecono/status/1331058537796136961","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@EddyMartin1976","Eddy Martín","#MensajeAlaNacion #SagastiPresidente #SagastiSiMeRepresenta Puntos claves del discurso del actual presidente de la república @FSagasti https://t.co/vSOK3sQvMU","1","4","9","1605708685000","18 Nov 2020","EddyMartin1976/status/1329064674831249408","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion | SagastiPresidente | SagastiSiMeRepresenta"
"@VerificadorLR","Verificador LR","#MerinoVerificado | Es falso que Manuel Merino ha tenido el apoyo de las nueve bancadas y los 130 parlamentarios, como afirmó durante su #MensajealaNación #10deNoviembre #VerificadorLR ► https://t.co/AsGc6VWJDs https://t.co/3HbDkFr8ms","54","130","383","1605042286000","10 Nov 2020","VerificadorLR/status/1326269593611067392","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MerinoVerificado | MensajealaNación | 10deNoviembre | VerificadorLR"
"@TercerOjo_Media","Tercer Ojo","#MensajeALaNación Francisco Sagasti termina su mensaje de cinco minutos diciendo: ""El tiempo es corto y la tarea es grande. Estamos todos juntos en esto"".","0","2","16","1606184174000","24 Nov 2020","TercerOjo_Media/status/1331059017188257792","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@Dalevueltero","Diego alonso","Todo lo que está pasando ahora en el Perú es porque Lapadula aceptó ser llamado a la selección. #NoALaVacanciaPresidencial #mensajealanacion","0","0","0","1604973400000","10 Nov 2020","Dalevueltero/status/1325980663032516609","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","NoALaVacanciaPresidencial | mensajealanacion"
"@LevanoRenata","Renata Levano","Para los que hablan de la reforma... Ahí está gente #Sagasti #MensajeAlaNacion mensaje a la nación https://t.co/cMWsCNS99Z","0","0","0","1606184191000","24 Nov 2020","LevanoRenata/status/1331059088344580097","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | MensajeAlaNacion"
"@DiegoEn46907377","Diego Enrique","A que hora @FSagasti #mensajealanacion","0","0","0","1606181589000","24 Nov 2020","DiegoEn46907377/status/1331048177189969920","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@Descabellada98","Ana Sandoval","No dijo nada sobre investigar a los policías involucrados en el asesinato de Inti y Bryan, los abusos cometidos en las manifestaciones, los secuestros, la humillación a una chica por parte de la PNP. Parece que el señor Sagasti se olvidó. #Sagasti #MensajeALaNación","0","6","4","1606183948000","24 Nov 2020","Descabellada98/status/1331058071859236865","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | MensajeALaNación"
"@alonsoleveau","Rod","Me he excitado más escuchando hablar a Sagasti que teniendo sexo. #MensajeALaNacion","0","0","3","1605653261000","17 Nov 2020","alonsoleveau/status/1328832207646044160","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@linkdeldia","LINK DEL DÍA","En vivo: #MensajeALaNación del presidente de la República, Francisco Sagasti Hochhausler. https://t.co/1HY5yYqvmS","1","0","0","1606183466000","24 Nov 2020","linkdeldia/status/1331056050754252803","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@AGENT_PE28","AGENT 28 🇵🇪","[LIVE NOW] MERINO HAS OFFICIALLY RESIGNED FROM THE PRESIDENCY OF PERU. #MensajeALaNacion #MerinoRENUNCIA","0","0","2","1605460673000","15 Nov 2020","AGENT_PE28/status/1328024436411412483","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | MerinoRENUNCIA"
"@Jennmisad","Jenn Msd Frnd","Porque nuestra Juventud es el Prodigioso Futuro del País. #FranciscoSagasti #SagastiPresidente #Mensajealanacion https://t.co/EDFiGyycxg","0","0","1","1605651867000","17 Nov 2020","Jennmisad/status/1328826361063092227","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","FranciscoSagasti | SagastiPresidente | Mensajealanacion"
"@ElianaMurriel","Eliana Murriel","Si fidelidad es grande#Biblia #Jesus #RicardoClaurePeñaloza #SinfoniasCelestiales #Profecias #33añosDeMinisterio #SalvarElAlmaHastaDelUltimoHombre #EnTwitterMeFluye #GetWellSoonMewmew #SoyBotdeYoiker #MasterChefCelebrity #PasionDeGavilanes #MensajeAlaNacion #JISOO #ExatlonCuidalo https://t.co/MWoxCVNa37","0","0","1","1606194798000","24 Nov 2020","ElianaMurriel/status/1331103578807820289","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Jesus | RicardoClaurePeñaloza | SinfoniasCelestiales | Profecias | 33añosDeMinisterio | SalvarElAlmaHastaDelUltimoHombre | EnTwitterMeFluye | GetWellSoonMewmew | SoyBotdeYoiker | MasterChefCelebrity | PasionDeGavilanes | MensajeAlaNacion | JISOO | ExatlonCuidalo"
"@sila_peru","Sila ✪","#Ratings➕ Lunes 23 #DVAB 20,8 #MiVidaSinTi 20,5 #MensajeALaNacion 20,4 (Canal 4) #EEG 19,1 #ANCentral 13,2 #Mensaje 10,9 (Canal 9) #Andrea 10,8 #MagalyTvLaFirme 9,7 #YoSoy 9,6 #Mensaje 9,6(Canal 2) #LaBanda 9,4 #LaRosa 8,9 #Jesus 8,7 #PrimeraEdicion 7,8 #Sanamente 7,1 #LaGata 7 https://t.co/sUjSPtMryW","0","0","4","1606250989000","24 Nov 2020","sila_peru/status/1331339261430394881","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Ratings | DVAB | MiVidaSinTi | MensajeALaNacion | EEG | ANCentral | Mensaje | Andrea | MagalyTvLaFirme | YoSoy | Mensaje | LaBanda | LaRosa | Jesus | PrimeraEdicion | Sanamente | LaGata"
"@ElBicentenariop","El Bicentenario 🇵🇪","#URGENTE #LoUltimo Presidente Francisco Sagasti brindará Mensaje a la Nación sobre temas relacionados a la Policía Nacional. #FranciscoSagasti #MensajeALaNación #Política #Perú #ElBicentenario","0","1","10","1606181342000","24 Nov 2020","ElBicentenariop/status/1331047142073528320","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","URGENTE | LoUltimo | FranciscoSagasti | MensajeALaNación | Política | Perú | ElBicentenario"
"@tucausiita","Mathias DeLaGeneraciónDelBicentenario🇵🇪","Lo que faltó decir: No se permitirá la participación de agentes terna en manifestaciones y se sancionará a quien dispuso su participación en la Marcha Nacional #MensajeAlaNacion es tan difícil ser claro y directo 💁🏽‍♂️","0","0","1","1606185226000","24 Nov 2020","tucausiita/status/1331063430002913280","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@carloscubasdc","Carlos Cubas","#MerinoAsesino #mensajealanación adelanta las elecciones pues, idiota.","0","0","0","1605460521000","15 Nov 2020","carloscubasdc/status/1328023798667485186","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MerinoAsesino | mensajealanación"
"@lachatape","Influencer del Centro","Sagasti: ""Se protegerá a familia de víctimas y brigadistas"". #MensajeALaNación","0","4","9","1606183569000","24 Nov 2020","lachatape/status/1331056482213826561","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@ElBicentenariop","El Bicentenario 🇵🇪","#URGENTE #LoUltimo Francisco Sagasti designó a César Cervantes como Comandante General de la PNP. Asimismo, instalará una comisión para fortalecer a la institución que será liderada por el Ministro del Interior. #MensajeALaNación #Perú #ElBicentenario https://t.co/vZH8urBBPJ","0","0","7","1606183532000","24 Nov 2020","ElBicentenariop/status/1331056326286446595","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","URGENTE | LoUltimo | MensajeALaNación | Perú | ElBicentenario"
"@enblancoperu","Página en Blanco","#MensajeALaNacion Pdte. Sagasti pide perdón, a nombre del Estado, a los deudos de Inti Sotelo y Bryan Pintado, quienes se encuentran en las plateas del hemiciclo del Congreso.","1","0","1","1605651236000","17 Nov 2020","enblancoperu/status/1328823712225906688","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@chichasaraconte","pao","“Fuentes que pretendieron confundir al país” 🤡🤡🤡#MensajeALaNación","0","0","0","1605460426000","15 Nov 2020","chichasaraconte/status/1328023401085214722","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@csherrerap","César Herrera","Víctimas de violaciones a los ddhh durante las protestas pacíficas en #Perú, tienen derecho a que se haga justicia y sus agresores paguen por los delitos cometidos, a la garantía de no repetición y a una reparación por daños causados. #NiOlvidoNiPerdón #MensajeAlaNacion","1","2","5","1606184965000","24 Nov 2020","csherrerap/status/1331062335121788930","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Perú | NiOlvidoNiPerdón | MensajeAlaNacion"
"@CristhianRS","Cristhian Rojas S","Se fortalece el sistema de protección a las familias de las víctimas #MensajeALaNación","3","24","246","1606183456000","24 Nov 2020","CristhianRS/status/1331056008462995457","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@descuajeringado","damián 🇵🇪","Oe ya di que te vas...no queremos oír tus excusas #Peru #MerinoAsesino #MensajeALaNacion","0","0","1","1605460467000","15 Nov 2020","descuajeringado/status/1328023570119860224","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Peru | MerinoAsesino | MensajeALaNacion"
"@ariadna_fiorela","Ariadna Fiorela","Que ya? Parece mi ex ... Tardón y en 5 min csm! #SagastiPresidente #mensajealanacion","0","0","0","1606183620000","24 Nov 2020","ariadna_fiorela/status/1331056693434834946","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","SagastiPresidente | mensajealanacion"
"@mangcer","Manolito","#MensajeALaNación Nadie tocará a la SUNEDU, el IRTP o la Procuradoría General. O sea, empieza el Vizcaviarismo sin Vizcarra.","0","0","0","1605652244000","17 Nov 2020","mangcer/status/1328827943439781888","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@TorySanCor","Tory Sánchez","#UltimoMomento El Sr. Merino anuncia que sus ministros continuaran en sus cargos hasta que la incertidumbre se resuelva y anuncia su renuncia inmediata al cargo de Presidente del Gobierno. #MerinoFuera #MensajealaNación #URGENTE","0","0","0","1605460744000","15 Nov 2020","TorySanCor/status/1328024732516708358","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","UltimoMomento | MerinoFuera | MensajealaNación | URGENTE"
"@AGENT_PE28","AGENT 28 🇵🇪","[LIVE NOW] ‘this is a transitional government’ Merino says. #MensajeALaNacion","1","0","0","1605460462000","15 Nov 2020","AGENT_PE28/status/1328023551186755585","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@tupananchiscama","⚡We can be heroes ⚡","Ciencia, tecnología e innovación y Perú en una sola oración #Sagasti #MensajeALaNación","0","0","2","1605651942000","17 Nov 2020","tupananchiscama/status/1328826674822189057","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | MensajeALaNación"
"@conosmouth","FAT-ass 🍑","No metas a Vizcarra, CTM! #MerinoFuera #MensajeALaNacion","0","0","0","1605460315000","15 Nov 2020","conosmouth/status/1328022935387447299","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MerinoFuera | MensajeALaNacion"
"@mangcer","Manolito","#MensajeALaNación Mucho floro, hasta con el hashtag: #GeneracionDelBicentenario Pero, acciones concretas, nada. Un discurso como el k hubiera dado Vizcarra, pero después d un curso intensivo d oratoria. Estos 8 meses será: #VizcaviarismoSinVizcarra #SagastiNoMeRepresenta","0","0","0","1605653211000","17 Nov 2020","mangcer/status/1328831997301690371","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | GeneracionDelBicentenario | VizcaviarismoSinVizcarra | SagastiNoMeRepresenta"
"@hamham26","Marcela Saavedra","🔴El presidente @FSagasti designó al General PNP César Augusto Cervantes Cárdenas como nuevo Comandante General de la PNP. #MensajeALaNación","1","0","1","1606183390000","24 Nov 2020","hamham26/status/1331055727922860033","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@ASEDIPeru","ASEDI","Desde ASEDI saludamos la designación de @FSagasti y su compromiso con el desarrollo de la ciencia, tecnología y la innovación en el Perú. #FranciscoSagasti #MensajeALanación https://t.co/bhu2PKaec7","0","0","0","1605716332000","18 Nov 2020","ASEDIPeru/status/1329096747449192449","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","FranciscoSagasti | MensajeALanación"
"@CristianCj29","Cristian Chavez","Cuando tu pata te dice 8:30 pero sabes que llegara en un hora prox! #mensajealanación","0","0","0","1606183120000","24 Nov 2020","CristianCj29/status/1331054595712364554","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanación"
"@timpanoperu","El Diario secreto del Perú","Gerente Públicos de SERVIR a la Policía. Contraloría, control concurrente. Corrupciónen la Policía por el tema de COVID #MensajeALaNacion #SAGASTI.","0","0","0","1606183810000","24 Nov 2020","timpanoperu/status/1331057492860805128","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | SAGASTI"
"@patita_145","PathyciTa AntHo","#mensajealanacion o lavada de manos 😠😠😠","0","0","0","1605460375000","15 Nov 2020","patita_145/status/1328023187054006272","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@RodrigoFernety","Fernety","#mensajealanacion #merinorenuncia https://t.co/yWAk2hA4RG","0","0","0","1605460333000","15 Nov 2020","RodrigoFernety/status/1328023007873404930","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion | merinorenuncia"
"@Kaori_3107","Kaori I.A.","Renunció! #mensajealanacion","0","0","0","1605460635000","15 Nov 2020","Kaori_3107/status/1328024276620996609","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@Yoleandope","𝙔𝙤𝙡𝙚𝙖𝙣𝙙𝙤 🇵🇪","#MensajeALaNación #Sagasti Yo después de escuchar a Sagasti: ¿Y los poemas? https://t.co/nJ759o8KJ8","0","2","6","1606184286000","24 Nov 2020","Yoleandope/status/1331059489575940101","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | Sagasti"
"@omar_bunn","Omar","Cambian al General de la Policía y anuncian comisión para formular recomendaciones de reforma #ReformaPolicialYa #MensajealaNación","0","0","2","1606183445000","24 Nov 2020","omar_bunn/status/1331055958894796800","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","ReformaPolicialYa | MensajealaNación"
"@jeanpfranco90","Jean Pierre Franco","Este es el poema con el que cerró @FSagasti su gran mensaje. #MensajeAlaNacion #PresidenteSagasti https://t.co/zI8nmcZFEb","0","0","0","1605655482000","17 Nov 2020","jeanpfranco90/status/1328841522670874627","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion | PresidenteSagasti"
