DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLISTS INJURED,NUMBER OF CYCLISTS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/10/2016,17:45:00,BRONX,10454.0,40.80627379999999,-73.914098,"(40.8062738, -73.914098)",EAST 139 STREET,CYPRESS AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,BICYCLE,,,
04/09/2016,13:30:00,MANHATTAN,10013.0,40.7165881,-74.00837990000002,"(40.7165881, -74.0083799)",WEST BROADWAY,DUANE STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,00:00:00,,,40.7489684,-73.75815940000003,"(40.7489684, -73.7581594)",SPRINGFIELD BOULEVARD,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/08/2016,14:10:00,MANHATTAN,10013.0,40.71728,-73.9954294,"(40.71728, -73.9954294)",HESTER STREET,BOWERY,,1,0,1,0,,,Lost Consciousness,,,,,PASSENGER VEHICLE,,,,
04/08/2016,16:23:00,BRONX,10454.0,40.8052252,-73.92575579999998,"(40.8052252, -73.9257558)",WILLIS AVENUE,EAST 132 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/08/2016,16:25:00,QUEENS,11379.0,40.7210192,-73.86757259999997,"(40.7210192, -73.8675726)",,,84-48 64 ROAD,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,17:50:00,QUEENS,11355.0,40.7597749,-73.81728829999999,"(40.7597749, -73.8172883)",SANFORD AVENUE,147 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,18:30:00,MANHATTAN,10025.0,40.7947356,-73.96987220000003,"(40.7947356, -73.9698722)",97 STREET,AMSTERDAM AVE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,19:15:00,BROOKLYN,11232.0,40.6633481,-73.9982843,"(40.6633481, -73.9982843)",3 AVENUE,22 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,22:25:00,,,40.7886284,-73.78965600000002,"(40.7886284, -73.789656)",CLEARVIEW EXPRESSWAY,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,09:30:00,MANHATTAN,10025.0,40.794651,-73.9717827,"(40.794651, -73.9717827)",BROADWAY,WEST 96 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/08/2016,09:30:00,QUEENS,11419.0,40.6912102,-73.81353840000001,"(40.6912102, -73.8135384)",103 AVENUE,133 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,16:25:00,BROOKLYN,11203.0,40.65094860000001,-73.9466746,"(40.6509486, -73.9466746)",NEW YORK AVENUE,CHURCH AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,21:10:00,BROOKLYN,11229.0,40.6032038,-73.93757640000003,"(40.6032038, -73.9375764)",AVENUE T,COYLE STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,08:35:00,BROOKLYN,11214.0,40.6058883,-73.9897145,"(40.6058883, -73.9897145)",79 STREET,BAY PARKWAY,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/07/2016,09:45:00,STATEN ISLAND,10301.0,40.6401974,-74.0850324,"(40.6401974, -74.0850324)",BISMARK AVENUE,HENDRICKS AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/06/2016,10:10:00,BROOKLYN,11223.0,40.6002427,-73.9645295,"(40.6002427, -73.9645295)",EAST 7 STREET,AVENUE T,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,11:55:00,QUEENS,11355.0,40.7436872,-73.8256579,"(40.7436872, -73.8256579)",,,59-14 MAIN STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,OTHER,PASSENGER VEHICLE,,,
04/06/2016,15:45:00,MANHATTAN,10027.0,40.8093398,-73.9592163,"(40.8093398, -73.9592163)",WEST 120 STREET,AMSTERDAM AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,15:49:00,QUEENS,11434.0,40.6679154,-73.775224,"(40.6679154, -73.775224)",NORTH CONDUIT AVENUE,160 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/10/2016,14:30:00,QUEENS,11356.0,40.784892600000006,-73.8457792,"(40.7848926, -73.8457792)",COLLEGE POINT BOULEVARD,14 ROAD,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,BICYCLE,,,
03/10/2016,14:32:00,QUEENS,11385.0,40.7021237,-73.9095834,"(40.7021237, -73.9095834)",CYPRESS AVENUE,GATES AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,17:05:00,MANHATTAN,10006.0,40.7109059,-74.014457,"(40.7109059, -74.014457)",LIBERTY STREET,WEST STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/06/2016,17:55:00,BROOKLYN,11226.0,40.6508996,-73.9476548,"(40.6508996, -73.9476548)",CHURCH AVENUE,EAST 32 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/06/2016,18:45:00,QUEENS,11104.0,40.739526700000006,-73.9251073,"(40.7395267, -73.9251073)",GREENPOINT AVENUE,40 STREET,,0,0,0,0,,,Lost Consciousness,,,,,SMALL COM VEH(4 TIRES),,,,
04/06/2016,18:58:00,MANHATTAN,10075.0,40.77207360000001,-73.9499388,"(40.7720736, -73.9499388)",YORK AVENUE,EAST 80 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/06/2016,08:50:00,QUEENS,11422.0,40.6647691,-73.7348815,"(40.6647691, -73.7348815)",,,245-19 FRANCIS LEWIS BOULEVARD,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/05/2016,12:30:00,MANHATTAN,10035.0,40.8027515,-73.933575,"(40.8027515, -73.933575)",EAST 125 STREET,2 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,13:30:00,QUEENS,11358.0,40.755155,-73.7926773,"(40.755155, -73.7926773)",,,45-02 UTOPIA PARKWAY,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,15:25:00,BROOKLYN,11208.0,40.6810858,-73.88303259999998,"(40.6810858, -73.8830326)",ESSEX STREET,ARLINGTON AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/02/2016,19:02:00,BROOKLYN,11220.0,40.6398549,-74.0121932,"(40.6398549, -74.0121932)",6 AVENUE,57 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
04/05/2016,18:35:00,QUEENS,11378.0,40.7313577,-73.89917390000002,"(40.7313577, -73.8991739)",53 AVENUE,66 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,09:30:00,MANHATTAN,10016.0,40.7460781,-73.9749359,"(40.7460781, -73.9749359)",EAST 36 STREET,2 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/05/2016,09:30:00,,,40.7370625,-73.8526547,"(40.7370625, -73.8526547)",,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,VAN,PASSENGER VEHICLE,,,
04/05/2016,09:30:00,MANHATTAN,10019.0,40.7611476,-73.9795146,"(40.7611476, -73.9795146)",WEST 52 STREET,AVENUE OF THE AMERICAS,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,VAN,,,
04/05/2016,09:40:00,QUEENS,11374.0,40.7289641,-73.8552282,"(40.7289641, -73.8552282)",99 STREET,65 ROAD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/04/2016,15:01:00,MANHATTAN,10028.0,40.777874,-73.9517434,"(40.777874, -73.9517434)",EAST 86 STREET,2 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/04/2016,15:35:00,QUEENS,11356.0,40.7816695,-73.8315092,"(40.7816695, -73.8315092)",,,136-03 20 AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,17:15:00,QUEENS,11375.0,40.7290005,-73.8493614,"(40.7290005, -73.8493614)",,,66-37 YELLOWSTONE BOULEVARD,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,17:25:00,QUEENS,11355.0,40.7465563,-73.826199,"(40.7465563, -73.826199)",BOOTH MEMORIAL AVENUE,MAIN STREET,,1,0,1,0,,,Lost Consciousness,,,,,PASSENGER VEHICLE,,,,
04/04/2016,19:00:00,BROOKLYN,11211.0,40.7175904,-73.9499473,"(40.7175904, -73.9499473)",LORIMER STREET,FROST STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,05:40:00,MANHATTAN,10013.0,40.7188336,-74.00111109999997,"(40.7188336, -74.0011111)",,,268 CANAL STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/04/2016,08:07:00,BROOKLYN,11237.0,40.6991661,-73.914914,"(40.6991661, -73.914914)",MYRTLE AVENUE,GROVE STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
04/04/2016,08:35:00,QUEENS,11358.0,40.7555009,-73.7927159,"(40.7555009, -73.7927159)",UTOPIA PARKWAY,45 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
04/03/2016,11:19:00,,,40.7007513,-73.985984,"(40.7007513, -73.985984)",MANHATTAN BRIDGE,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
04/03/2016,12:20:00,QUEENS,11420.0,40.6804988,-73.82135600000002,"(40.6804988, -73.821356)",LEFFERTS BLVD,111 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/03/2016,13:30:00,BROOKLYN,11249.0,40.7135605,-73.9629037,"(40.7135605, -73.9629037)",,,120 S 2ND STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
04/03/2016,18:50:00,BROOKLYN,11234.0,40.6244417,-73.9303914,"(40.6244417, -73.9303914)",FLATLANDS AVENUE,SCHENECTADY AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2016,19:00:00,BROOKLYN,11228.0,40.6184717,-74.02121609999998,"(40.6184717, -74.0212161)",86 STREET,7 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/03/2016,23:55:00,QUEENS,11377.0,40.7531805,-73.9081317,"(40.7531805, -73.9081317)",,,51-23 NORTHERN BOULEVARD,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,17:20:00,BROOKLYN,11228.0,40.6076551,-74.0170205,"(40.6076551, -74.0170205)",14 AVENUE,CROPSEY AVENUE,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,17:22:00,QUEENS,11417.0,40.6801372,-73.8466091,"(40.6801372, -73.8466091)",,,92-16 LIBERTY AVENUE,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,17:30:00,BROOKLYN,11234.0,40.6306883,-73.9252042,"(40.6306883, -73.9252042)",AVENUE I,EAST 53 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2016,19:45:00,QUEENS,11373.0,40.7469305,-73.8809393,"(40.7469305, -73.8809393)",,,40-62 GLEANE STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/23/2016,19:00:00,QUEENS,11411.0,40.6925083,-73.7374325,"(40.6925083, -73.7374325)",118 AVENUE,224 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,14:50:00,MANHATTAN,10280.0,40.7100794,-74.01638299999998,"(40.7100794, -74.016383)",SOUTH END AVENUE,ALBANY STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,14:50:00,QUEENS,11375.0,40.72178,-73.84596850000001,"(40.72178, -73.8459685)",,,107-10 QUEENS BOULEVARD,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,15:50:00,QUEENS,11356.0,40.7850388,-73.8402973,"(40.7850388, -73.8402973)",,,14-29 128 STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
04/01/2016,17:30:00,QUEENS,11101.0,40.756487,-73.9400388,"(40.756487, -73.9400388)",21 STREET,39 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,20:16:00,MANHATTAN,10027.0,40.8089731,-73.9483252,"(40.8089731, -73.9483252)",WEST 125 STREET,7 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,03:25:00,,,40.8040684,-73.93115440000003,"(40.8040684, -73.9311544)",,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/01/2016,07:40:00,QUEENS,11104.0,40.7433745,-73.9205559,"(40.7433745, -73.9205559)",QUEENS BOULEVARD,44 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,11:00:00,QUEENS,11354.0,40.7607946,-73.8307426,"(40.7607946, -73.8307426)",MAIN STREET,38 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,12:30:00,MANHATTAN,10001.0,40.7453835,-73.9947093,"(40.7453835, -73.9947093)",7 AVENUE,WEST 25 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,14:00:00,MANHATTAN,10016.0,40.7427065,-73.9845256,"(40.7427065, -73.9845256)",PARK AVENUE SOUTH,EAST 27 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,21:15:00,BROOKLYN,11225.0,40.66405570000001,-73.9426955,"(40.6640557, -73.9426955)",EMPIRE BOULEVARD,KINGSTON AVENUE,,2,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,BICYCLE,,,
03/31/2016,22:45:00,,,40.7601349,-73.95696099999998,"(40.7601349, -73.956961)",EAST 59TH STREET,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,23:00:00,,,40.7607762,-74.0021839,"(40.7607762, -74.0021839)",12 AVENUE,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,BICYCLE,,,
03/31/2016,23:22:00,BROOKLYN,11233.0,40.6694768,-73.9199662,"(40.6694768, -73.9199662)",EASTERN PARKWAY,HOWARD AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/31/2016,23:28:00,BROOKLYN,11236.0,40.640239,-73.9194608,"(40.640239, -73.9194608)",FOSTER AVENUE,RALPH AVENUE,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,00:35:00,QUEENS,11370.0,40.7738078,-73.8928888,"(40.7738078, -73.8928888)",19 AVENUE,HAZEN STREET,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,BICYCLE,PASSENGER VEHICLE,,,
03/30/2016,14:55:00,BROOKLYN,11211.0,40.7153857,-73.9428173,"(40.7153857, -73.9428173)",HUMBOLDT STREET,CONSELYEA STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,15:30:00,QUEENS,11378.0,40.7262815,-73.89475470000002,"(40.7262815, -73.8947547)",,,69-19 GRAND AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,15:50:00,MANHATTAN,10023.0,40.7779294,-73.9820802,"(40.7779294, -73.9820802)",WEST 71 STREET,BROADWAY,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
03/30/2016,16:08:00,QUEENS,11354.0,40.7693526,-73.8325765,"(40.7693526, -73.8325765)",LINDEN PLACE,31 ROAD,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
03/30/2016,16:15:00,BROOKLYN,11226.0,40.6507146,-73.9513777,"(40.6507146, -73.9513777)",CHURCH AVENUE,LLOYD STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,16:20:00,BROOKLYN,11220.0,40.6381529,-74.013962,"(40.6381529, -74.013962)",6 AVENUE,60 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/30/2016,19:15:00,BROOKLYN,11226.0,40.6448523,-73.96001590000002,"(40.6448523, -73.9600159)",BEVERLEY ROAD,OCEAN AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
03/30/2016,22:30:00,MANHATTAN,10012.0,40.7212159,-73.9944515,"(40.7212159, -73.9944515)",,,9 SPRING STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
03/30/2016,08:40:00,,,40.8049944,-73.9113446,"(40.8049944, -73.9113446)",,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,10:30:00,BROOKLYN,11249.0,40.700791,-73.9604981,"(40.700791, -73.9604981)",PENN STREET,WYTHE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,11:00:00,QUEENS,11358.0,40.760743100000006,-73.8019117,"(40.7607431, -73.8019117)",,,164-01 NORTHERN BOULEVARD,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,12:00:00,QUEENS,11354.0,40.7677542,-73.8319235,"(40.7677542, -73.8319235)",32 AVENUE,LINDEN PLACE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
03/29/2016,12:00:00,QUEENS,11691.0,40.6053345,-73.7552743,"(40.6053345, -73.7552743)",BEACH CHANNEL DRIVE,MOTT AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,12:40:00,BRONX,10468.0,40.8627501,-73.9049326,"(40.8627501, -73.9049326)",UNIVERSITY AVENUE,WEST FORDHAM ROAD,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,OTHER,,,
03/29/2016,13:00:00,BROOKLYN,11209.0,40.6266898,-74.0406613,"(40.6266898, -74.0406613)",SHORE ROAD,SHORE ROAD LANE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2016,13:00:00,MANHATTAN,10011.0,40.7377285,-73.9965828,"(40.7377285, -73.9965828)",,,541 AVENUE OF THE AMERICAS,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,VAN,,,
03/29/2016,13:00:00,QUEENS,11374.0,40.7301174,-73.86231190000002,"(40.7301174, -73.8623119)",63 ROAD,QUEENS BOULEVARD,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/29/2016,18:00:00,BROOKLYN,11229.0,40.6004284,-73.9418895,"(40.6004284, -73.9418895)",NOSTRAND AVENUE,AVENUE U,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
03/29/2016,01:10:00,QUEENS,11354.0,40.7653551,-73.8173235,"(40.7653551, -73.8173235)",NORTHERN BOULEVARD,149 STREET,,3,0,3,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
03/28/2016,10:00:00,QUEENS,11358.0,40.75115020000001,-73.78954250000002,"(40.7511502, -73.7895425)",190 STREET,47 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,07:45:00,QUEENS,11357.0,40.7781186,-73.80916440000001,"(40.7781186, -73.8091644)",WILLETS POINT BOULEVARD,154 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,08:35:00,QUEENS,11354.0,40.7658009,-73.8079579,"(40.7658009, -73.8079579)",35 AVENUE,157 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/28/2016,08:40:00,BROOKLYN,11204.0,40.6110067,-73.9843833,"(40.6110067, -73.9843833)",70 STREET,BAY PARKWAY,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,11:55:00,QUEENS,11368.0,40.7469059,-73.8637028,"(40.7469059, -73.8637028)",43 AVENUE,NATIONAL STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
03/27/2016,05:30:00,,,40.7007513,-73.985984,"(40.7007513, -73.985984)",,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2016,07:57:00,BROOKLYN,11208.0,40.67325220000001,-73.8777218,"(40.6732522, -73.8777218)",BELMONT AVENUE,MONTAUK AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/26/2016,17:00:00,,,40.754584,-73.9991446,"(40.754584, -73.9991446)",10 AVENUE,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/26/2016,08:00:00,QUEENS,11105.0,40.774348,-73.9015458,"(40.774348, -73.9015458)",42 STREET,20 ROAD,,0,0,0,0,,,Lost Consciousness,,,,,PASSENGER VEHICLE,,,,
03/26/2016,08:30:00,QUEENS,11375.0,40.7189849,-73.8372809,"(40.7189849, -73.8372809)",75 AVENUE,112 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/25/2016,12:30:00,BROOKLYN,11208.0,40.6667077,-73.87182209999997,"(40.6667077, -73.8718221)",LINDEN BOULEVARD,FOUNTAIN AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
