DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLISTS INJURED,NUMBER OF CYCLISTS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/23/2016,06:10:00,MANHATTAN,10028.0,40.7788219,-73.953985,"(40.7788219, -73.953985)",3 AVENUE,EAST 86 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
10/21/2016,12:10:00,,,40.7197624,-73.94475759999997,"(40.7197624, -73.9447576)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,,,,
04/13/2016,16:15:00,QUEENS,11101.0,40.7380221,-73.9382295,"(40.7380221, -73.9382295)",BORDEN AVENUE,STARR AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/13/2016,08:04:00,,,40.7135634,-73.72901490000002,"(40.7135634, -73.7290149)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,14:10:00,QUEENS,11354.0,40.7714785,-73.81729229999998,"(40.7714785, -73.8172923)",149 STREET,BAYSIDE AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/30/2016,18:00:00,STATEN ISLAND,10312.0,40.5437783,-74.16345820000002,"(40.5437783, -74.1634582)",AMBOY ROAD,RIDGECREST AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Prescription Medication,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/19/2016,15:00:00,QUEENS,11354.0,40.7643907,-73.82553879999998,"(40.7643907, -73.8255388)",,,141-40 NORTHERN BOULEVARD,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/08/2016,18:20:00,MANHATTAN,10013.0,40.7210624,-73.99819620000002,"(40.7210624, -73.9981962)",LAFAYETTE STREET,BROOME STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/19/2016,15:05:00,BROOKLYN,11235.0,40.5834322,-73.9604775,"(40.5834322, -73.9604775)",GUIDER AVENUE,BANNER AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/30/2016,19:35:00,BROOKLYN,11249.0,40.7106275,-73.9667757,"(40.7106275, -73.9667757)",WYTHE AVENUE,BROADWAY,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/30/2016,19:40:00,MANHATTAN,10033.0,40.8478395,-73.93952270000003,"(40.8478395, -73.9395227)",FORT WASHINGTON AVENUE,WEST 177 STREET,,0,0,0,0,,,Lost Consciousness,,,,,PASSENGER VEHICLE,UNKNOWN,,,
01/30/2016,01:15:00,MANHATTAN,10012.0,40.7203211,-73.9940403,"(40.7203211, -73.9940403)",BOWERY,KENMARE STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,TAXI,PASSENGER VEHICLE,,,
01/30/2016,01:20:00,QUEENS,11101.0,40.75199170000001,-73.93126509999998,"(40.7519917, -73.9312651)",NORTHERN BOULEVARD,33 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,TAXI,PASSENGER VEHICLE,,,
04/10/2016,08:37:00,BROOKLYN,11217.0,40.6844918,-73.97834470000002,"(40.6844918, -73.9783447)",,,12 4 AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/30/2016,20:30:00,STATEN ISLAND,10306.0,40.5676287,-74.1126115,"(40.5676287, -74.1126115)",HYLAN BOULEVARD,BEACH AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/30/2016,20:56:00,QUEENS,11419.0,40.686027,-73.8250515,"(40.686027, -73.8250515)",LIBERTY AVENUE,118 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,BUS,,,
04/09/2016,13:00:00,QUEENS,11357.0,40.7794089,-73.82132179999998,"(40.7794089, -73.8213218)",146 STREET,22 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/30/2016,23:15:00,MANHATTAN,10002.0,40.7236503,-73.991024,"(40.7236503, -73.991024)",EAST HOUSTON STREET,CHRYSTIE STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/19/2016,16:15:00,BROOKLYN,11213.0,40.66955460000001,-73.9449618,"(40.6695546, -73.9449618)",EASTERN PARKWAY,BROOKLYN AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/19/2016,16:21:00,QUEENS,11432.0,40.7149045,-73.77444150000002,"(40.7149045, -73.7744415)",HILLSIDE AVENUE,187 PLACE,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/19/2016,16:30:00,QUEENS,11420.0,40.67667120000001,-73.8020532,"(40.6766712, -73.8020532)",139 STREET,VANWYCK EXPRESSWAY,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/08/2016,08:25:00,MANHATTAN,10011.0,40.7440247,-74.0084591,"(40.7440247, -74.0084591)",11 AVENUE,WEST 16 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,TAXI,,,
01/30/2016,02:15:00,QUEENS,11106.0,40.7615996,-73.9245879,"(40.7615996, -73.9245879)",BROADWAY,32 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,LIVERY VEHICLE,,,,
04/19/2016,16:50:00,BROOKLYN,11204.0,40.6193809,-73.9828828,"(40.6193809, -73.9828828)",60 STREET,20 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,17:00:00,BROOKLYN,11207.0,40.6756631,-73.9016843,"(40.6756631, -73.9016843)",HINSDALE STREET,ATLANTIC AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,17:00:00,QUEENS,11364.0,40.7557465,-73.7661494,"(40.7557465, -73.7661494)",48 AVENUE,215 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,17:25:00,BROOKLYN,11209.0,40.62127529999999,-74.0378411,"(40.6212753, -74.0378411)",91 STREET,COLONIAL ROAD,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,17:50:00,BROOKLYN,11208.0,40.6679546,-73.8700642,"(40.6679546, -73.8700642)",LINDEN BOULEVARD,EUCLID AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,18:00:00,MANHATTAN,10035.0,40.8030248,-73.936309,"(40.8030248, -73.936309)",3 AVENUE,EAST 124 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
01/30/2016,08:25:00,QUEENS,11422.0,40.662185,-73.7379376,"(40.662185, -73.7379376)",243 STREET,143 AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,BUS,,,
04/19/2016,18:30:00,BROOKLYN,11216.0,40.674313700000006,-73.9500807,"(40.6743137, -73.9500807)",NOSTRAND AVENUE,PROSPECT PLACE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,18:30:00,QUEENS,11104.0,40.7431564,-73.9187012,"(40.7431564, -73.9187012)",QUEENS BOULEVARD,46 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,12:08:00,QUEENS,11370.0,40.7576838,-73.88575329999998,"(40.7576838, -73.8857533)",82 STREET,32 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PICK-UP TRUCK,,,,
01/29/2016,12:20:00,BROOKLYN,11234.0,40.6127816,-73.9396853,"(40.6127816, -73.9396853)",QUENTIN ROAD,EAST 32 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/29/2016,13:00:00,MANHATTAN,10011.0,40.7488912,-74.0070233,"(40.7488912, -74.0070233)",WEST 23 STREET,11 AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SMALL COM VEH(4 TIRES),VAN,,,
01/29/2016,13:30:00,BROOKLYN,11206.0,40.7072823,-73.9358955,"(40.7072823, -73.9358955)",JOHNSON AVENUE,WHITE STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/07/2016,16:08:00,QUEENS,11421.0,40.689245,-73.8450052,"(40.689245, -73.8450052)",ATLANTIC AVENUE,98 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,13:40:00,BROOKLYN,11223.0,40.6051789,-73.98017109999998,"(40.6051789, -73.9801711)",WEST 7 STREET,KINGS HIGHWAY,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/19/2016,20:00:00,BROOKLYN,11213.0,40.6674686,-73.9395925,"(40.6674686, -73.9395925)",ALBANY AVENUE,PRESIDENT STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
04/19/2016,20:00:00,BROOKLYN,11213.0,40.66879779999999,-73.93112009999999,"(40.6687978, -73.9311201)",UTICA AVENUE,EASTERN PARKWAY,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
10/07/2016,00:10:00,QUEENS,11385.0,40.7079909,-73.9047782,"(40.7079909, -73.9047782)",LINDEN STREET,GRANDVIEW AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
10/07/2016,00:10:00,QUEENS,11434.0,40.6669624,-73.7707754,"(40.6669624, -73.7707754)",BREWER BOULEVARD,SOUTH CONDUIT AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/07/2016,10:10:00,QUEENS,11367.0,40.7266052,-73.8142403,"(40.7266052, -73.8142403)",73 AVENUE,153 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/07/2016,11:10:00,QUEENS,11354.0,40.76832020000001,-73.8230916,"(40.7683202, -73.8230916)",33 AVENUE,145 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/19/2016,20:30:00,MANHATTAN,10023.0,40.7699063,-73.9805625,"(40.7699063, -73.9805625)",CENTRAL PARK WEST,WEST 63 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,15:50:00,MANHATTAN,10036.0,40.7572323,-73.9897922,"(40.7572323, -73.9897922)",WEST 42 STREET,8 AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,TAXI,SPORT UTILITY / STATION WAGON,,,
04/18/2016,11:20:00,BROOKLYN,11226.0,40.6453836,-73.95671120000002,"(40.6453836, -73.9567112)",DURYEA PLACE,EAST 22 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,20:45:00,QUEENS,11433.0,40.6889963,-73.7858047,"(40.6889963, -73.7858047)",BREWER BOULEVARD,LINDEN BOULEVARD,,2,0,0,0,,,Lost Consciousness,Lost Consciousness,Lost Consciousness,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/19/2016,21:00:00,,,40.7309373,-73.8738137,"(40.7309373, -73.8738137)",69 STREET,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,16:25:00,BROOKLYN,11207.0,40.6781627,-73.89747690000002,"(40.6781627, -73.8974769)",PENNSYLVANIA AVENUE,JAMAICA AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,OTHER,,,
04/19/2016,21:30:00,QUEENS,11418.0,40.6998007,-73.8182677,"(40.6998007, -73.8182677)",,,89-09 133 STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/07/2016,13:10:00,QUEENS,11435.0,40.6993534,-73.81147440000002,"(40.6993534, -73.8114744)",ARCHER AVENUE,139 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unsafe Speed,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/29/2016,16:40:00,QUEENS,11355.0,40.755392,-73.82828029999997,"(40.755392, -73.8282803)",MAIN STREET,MAPLE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/07/2016,14:10:00,BROOKLYN,11207.0,40.65002570000001,-73.8912532,"(40.6500257, -73.8912532)",WILLIAMS AVENUE,FLATLANDS AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/29/2016,16:50:00,MANHATTAN,10128.0,40.780065,-73.9470478,"(40.780065, -73.9470478)",1 AVENUE,EAST 91 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/07/2016,15:10:00,,,40.7384163,-73.8489844,"(40.7384163, -73.8489844)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,,,,
01/29/2016,17:25:00,MANHATTAN,10027.0,40.807667,-73.94927990000002,"(40.807667, -73.9492799)",WEST 123 STREET,7 AVENUE,,2,0,0,0,,,Lost Consciousness,,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/19/2016,22:15:00,BROOKLYN,11206.0,40.6998992,-73.9536968,"(40.6998992, -73.9536968)",,,264 LEE AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/07/2016,22:10:00,QUEENS,11103.0,40.7583179,-73.9106838,"(40.7583179, -73.9106838)",31 AVENUE,48 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/29/2016,18:30:00,BRONX,10459.0,40.8246558,-73.89192890000002,"(40.8246558, -73.8919289)",SOUTHERN BOULEVARD,WESTCHESTER AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
01/29/2016,18:30:00,QUEENS,11375.0,40.7209826,-73.8408584,"(40.7209826, -73.8408584)",110 STREET,72 AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/29/2016,18:45:00,BRONX,10454.0,40.8091071,-73.92288690000002,"(40.8091071, -73.9228869)",EAST 138 STREET,WILLIS AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
10/07/2016,06:10:00,QUEENS,11429.0,40.7094706,-73.7458024,"(40.7094706, -73.7458024)",212 STREET,HOLLIS AVENUE,,3,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,19:45:00,QUEENS,11375.0,40.7188893,-73.8415885,"(40.7188893, -73.8415885)",AUSTIN STREET,72 ROAD,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,AMBULANCE,UNKNOWN,,,
01/29/2016,19:45:00,QUEENS,11418.0,40.6898733,-73.84281130000002,"(40.6898733, -73.8428113)",ATLANTIC AVENUE,102 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
01/29/2016,19:46:00,BROOKLYN,11201.0,40.691597,-73.99144659999997,"(40.691597, -73.9914466)",LIVINGSTON STREET,COURT STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
01/29/2016,01:05:00,MANHATTAN,10010.0,40.7435691,-73.99232049999998,"(40.7435691, -73.9923205)",6 AVENUE,WEST 24 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,OTHER,,,
01/29/2016,20:05:00,BROOKLYN,11204.0,40.6148313,-73.998372,"(40.6148313, -73.998372)",BAY RIDGE PARKWAY,17 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
01/29/2016,20:11:00,BROOKLYN,11228.0,40.6212541,-74.0028565,"(40.6212541, -74.0028565)",14 AVENUE,71 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,20:31:00,MANHATTAN,10024.0,40.78324179999999,-73.9745391,"(40.7832418, -73.9745391)",WEST 81 STREET,COLUMBUS AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/19/2016,06:00:00,MANHATTAN,10010.0,40.7344274,-73.9787398,"(40.7344274, -73.9787398)",,,431 EAST 20 STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/29/2016,22:32:00,BROOKLYN,11201.0,40.7007672,-73.9909333,"(40.7007672, -73.9909333)",CADMAN PLAZA WEST,PROSPECT STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
01/29/2016,22:58:00,BROOKLYN,11201.0,40.6960346,-73.9845292,"(40.6960346, -73.9845292)",TILLARY STREET,FLATBUSH AVENUE EXTENSION,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PICK-UP TRUCK,,,,
10/06/2016,12:10:00,QUEENS,11375.0,40.7363557,-73.8487602,"(40.7363557, -73.8487602)",62 DRIVE,110 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,02:30:00,BROOKLYN,11211.0,40.7172094,-73.9347028,"(40.7172094, -73.9347028)",MASPETH AVENUE,VANDERVOORT AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),,,
04/19/2016,07:00:00,BROOKLYN,11237.0,40.6937046,-73.9050439,"(40.6937046, -73.9050439)",IRVING AVENUE,COVERT STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/19/2016,07:30:00,QUEENS,11379.0,40.7146219,-73.9011579,"(40.7146219, -73.9011579)",FRESH POND ROAD,ELIOT AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,,,,,
01/29/2016,06:55:00,BROOKLYN,11222.0,40.7277946,-73.9372432,"(40.7277946, -73.9372432)",VAN DAM STREET,BRIDGEWATER STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/29/2016,07:00:00,MANHATTAN,10011.0,40.7503074,-74.00836609999998,"(40.7503074, -74.0083661)",JOE DIMAGGIO HIGHWAY,WEST 24 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PICK-UP TRUCK,LARGE COM VEH(6 OR MORE TIRES),,,
01/29/2016,07:55:00,MANHATTAN,10010.0,40.7395228,-73.9868503,"(40.7395228, -73.9868503)",EAST 22 STREET,PARK AVENUE SOUTH,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,TAXI,VAN,,,
04/19/2016,07:45:00,BROOKLYN,11204.0,40.6138389,-73.9814363,"(40.6138389, -73.9814363)",65 STREET,BAY PARKWAY,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/29/2016,08:40:00,QUEENS,11420.0,40.6736766,-73.81697259999999,"(40.6736766, -73.8169726)",122 STREET,SUTTER AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/19/2016,08:04:00,STATEN ISLAND,10306.0,40.5865013,-74.1045498,"(40.5865013, -74.1045498)",RICHMOND ROAD,STOBE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/06/2016,17:25:00,MANHATTAN,10002.0,40.7161833,-73.9807441,"(40.7161833, -73.9807441)",DELANCEY STREET,COLUMBIA STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,UNKNOWN,BICYCLE,,,
03/06/2016,17:30:00,QUEENS,11354.0,40.7658739,-73.80888900000002,"(40.7658739, -73.808889)",35 AVENUE,156 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,08:20:00,QUEENS,11358.0,40.7522791,-73.78696190000002,"(40.7522791, -73.7869619)",47 AVENUE,194 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,08:23:00,MANHATTAN,10001.0,40.7521904,-73.9934636,"(40.7521904, -73.9934636)",WEST 34 STREET,8 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
10/06/2016,18:10:00,QUEENS,11375.0,40.7084036,-73.8513665,"(40.7084036, -73.8513665)",71 AVENUE,WALNUT STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2016,08:45:00,MANHATTAN,10001.0,40.7488061,-73.9922044,"(40.7488061, -73.9922044)",,,371 7 AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/06/2016,01:10:00,MANHATTAN,10019.0,40.7618718,-73.9773304,"(40.7618718, -73.9773304)",,,65        WEST 54 STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,TAXI,TAXI,,,
10/06/2016,21:10:00,MANHATTAN,10003.0,40.7291862,-73.98724920000002,"(40.7291862, -73.9872492)",EAST 9 STREET,2 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
10/06/2016,22:10:00,MANHATTAN,10033.0,40.8528969,-73.932726,"(40.8528969, -73.932726)",WEST 186 STREET,WADSWORTH AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
01/29/2016,09:20:00,MANHATTAN,10027.0,40.8077723,-73.94548329999998,"(40.8077723, -73.9454833)",WEST 125 STREET,LENOX AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,VAN,,,
10/06/2016,05:10:00,STATEN ISLAND,10305.0,40.5852401,-74.09340859999998,"(40.5852401, -74.0934086)",HYLAN BOULEVARD,BUEL AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,BICYCLE,,,
01/29/2016,09:25:00,QUEENS,11362.0,40.7596259,-73.73138879999998,"(40.7596259, -73.7313888)",MARATHON PARKWAY,57 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/06/2016,07:10:00,QUEENS,11419.0,40.6853995,-73.8294593,"(40.6853995, -73.8294593)",LIBERTY AVENUE,113 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,MOTORCYCLE,,,
04/18/2016,10:00:00,BROOKLYN,11201.0,40.6968715,-73.9831478,"(40.6968715, -73.9831478)",,,257 GOLD STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/06/2016,08:10:00,STATEN ISLAND,10308.0,40.5510699,-74.1394782,"(40.5510699, -74.1394782)",DURANT AVENUE,KEEGANS LANE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/06/2016,08:10:00,QUEENS,11354.0,40.7642344,-73.8168248,"(40.7642344, -73.8168248)",149 STREET,38 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
10/06/2016,08:10:00,QUEENS,11355.0,40.7598951,-73.8239334,"(40.7598951, -73.8239334)",41 AVENUE,BOWNE STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
