id,host_id,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
31219376,231468480,Entire home/apt,107,2,6,05/04/2019,4.39,4,337
31219990,233501623,Private room,50,1,2,10/04/2019,2,1,326
31220251,6057270,Private room,49,2,7,25/03/2019,2.66,9,303
31220679,221586086,Private room,30,1,8,09/04/2019,3.53,4,46
31230388,70951773,Entire home/apt,27,7,3,28/02/2019,1.08,1,27
31230749,70787754,Private room,40,1,6,07/04/2019,4,1,168
31232113,233627049,Private room,53,1,2,25/01/2019,0.74,1,28
31234601,156735550,Private room,21,1,12,21/03/2019,5,9,109
31234863,156735550,Entire home/apt,21,1,10,03/03/2019,3.06,9,103
31247523,232550052,Entire home/apt,33,1,5,17/03/2019,2.03,5,176
31248449,170513081,Entire home/apt,75,1,13,05/04/2019,5.06,52,169
31248650,156735550,Entire home/apt,18,1,3,14/03/2019,1.06,9,131
31249021,156735550,Private room,11,1,3,24/03/2019,2.09,9,114
31249227,156735550,Entire home/apt,9,1,10,19/03/2019,3.06,9,122
31250744,62950020,Private room,48,2,3,31/03/2019,1.91,1,114
31252070,4700510,Private room,75,30,1,28/02/2019,0.71,1,356
31252235,204816707,Private room,90,1,12,04/04/2019,4.14,5,123
31253935,39328627,Private room,85,3,4,03/04/2019,1.74,51,256
31256982,233867234,Private room,20,1,7,07/02/2019,2.33,1,0
31257114,33335186,Private room,130,3,2,27/03/2019,2,1,31
31258281,233878916,Entire home/apt,80,3,9,25/03/2019,3.25,1,305
31264420,228316048,Entire home/apt,28,1,10,31/03/2019,3.13,3,238
31272155,234017484,Entire home/apt,85,4,11,02/04/2019,3.4,6,238
31273019,234022975,Private room,70,1,6,08/04/2019,3.67,1,162
31273311,2571838,Private room,22,1,4,07/04/2019,2.11,2,134
31273434,234017484,Entire home/apt,85,4,13,05/04/2019,4.02,6,217
31273893,234017484,Private room,85,4,16,31/03/2019,4.95,6,218
31273922,183689967,Private room,500,1,3,10/04/2019,3,8,266
31274014,234017484,Entire home/apt,70,4,13,04/04/2019,4.02,6,242
31274185,234017484,Private room,70,4,18,01/04/2019,5.57,6,220
31274357,234017484,Private room,70,4,13,24/03/2019,4.02,6,200
31274629,4681816,Entire home/apt,75,1,1,20/01/2019,0.37,3,306
31275318,109963192,Entire home/apt,50,30,1,26/02/2019,0.68,12,264
31275800,232550052,Private room,35,1,9,04/04/2019,3.51,5,114
31276161,8592353,Private room,90,3,6,04/04/2019,2.95,2,239
31278230,229977532,Private room,95,3,1,09/04/2019,1,3,209
31278389,231456318,Private room,400,1,1,10/02/2019,0.5,4,150
31278763,231456318,Private room,400,1,1,04/03/2019,0.79,4,183
31280329,39328627,Entire home/apt,85,3,1,01/02/2019,0.43,51,275
31280883,231456318,Private room,400,1,4,14/03/2019,1.79,4,162
31281071,39328627,Private room,85,3,2,22/03/2019,0.94,51,278
31281298,90958491,Private room,25,2,2,22/01/2019,0.64,3,60
31282917,63727303,Entire home/apt,20,3,1,04/01/2019,0.31,1,228
31283918,1447144,Private room,81,1,1,05/04/2019,1,74,310
31283935,229977532,Entire home/apt,95,3,1,06/04/2019,1,3,189
31284903,234118241,Private room,23,1,19,06/04/2019,6.63,1,0
31286405,234135731,Private room,120,4,1,02/03/2019,0.75,1,0
31289029,54082387,Private room,9,1,4,07/02/2019,1.5,14,105
31290127,47460697,Private room,27,2,3,07/04/2019,2.37,1,54
31297295,73565758,Private room,55,1,1,08/02/2019,0.48,2,28
31298905,234256283,Private room,46,31,1,24/02/2019,0.65,19,231
31300383,1791796,Private room,60,3,7,19/03/2019,2.39,7,318
31302050,170513081,Entire home/apt,110,2,8,20/02/2019,3.2,52,213
31302139,170513081,Private room,110,2,6,01/04/2019,2.47,52,194
31302461,234256283,Private room,46,31,1,24/02/2019,0.65,19,251
31306230,234311876,Private room,50,1,3,17/02/2019,0.96,1,46
31306601,232550052,Private room,37,1,11,01/03/2019,3.51,5,123
31307387,232550052,Entire home/apt,37,1,3,31/03/2019,2.81,5,112
31309935,234346071,Private room,90,2,4,31/03/2019,1.88,1,23
31323484,58487615,Entire home/apt,32,1,8,08/04/2019,2.73,1,319
31325761,137145615,Entire home/apt,72,1,8,06/04/2019,3.58,2,317
31326914,54976670,Private room,29,3,8,28/03/2019,3.43,4,39
31327713,137876333,Private room,23,2,5,11/03/2019,1.85,2,119
31333974,234569768,Private room,40,2,8,25/03/2019,3.75,2,66
31347703,234587054,Private room,80,1,8,07/04/2019,3.24,2,34
31347881,44855831,Private room,70,1,1,07/04/2019,1,1,81
31348237,234714376,Private room,29,1,1,24/02/2019,0.65,1,6
31348531,234587054,Private room,68,1,13,07/04/2019,4.76,2,32
31351586,4075216,Entire home/apt,59,1,10,07/04/2019,4.05,3,116
31352359,234746453,Private room,69,2,2,27/01/2019,0.81,1,29
31353907,49896352,Private room,55,1,4,27/03/2019,3.64,9,283
31355048,234778866,Private room,50,1,4,06/04/2019,1.3,1,76
31355278,229966942,Private room,185,4,1,01/03/2019,0.73,2,41
31359389,209801072,Entire home/apt,28,2,10,07/04/2019,4.11,1,317
31370155,102947901,Private room,62,1,1,20/02/2019,0.6,133,232
31370157,102947901,Private room,62,1,3,15/03/2019,1.7,133,283
31370159,102947901,Private room,62,1,3,20/03/2019,1.7,133,278
31370165,102947901,Private room,62,1,5,27/03/2019,1.7,133,227
31370172,102947901,Entire home/apt,62,1,4,15/03/2019,1.79,133,264
31370175,102947901,Private room,62,1,5,24/03/2019,2.63,133,221
31370185,102947901,Private room,62,1,4,27/03/2019,2.11,133,284
31370196,102947901,Private room,62,1,3,27/03/2019,2.37,133,257
31370199,102947901,Private room,62,1,6,26/03/2019,2.69,133,275
31370208,102947901,Private room,62,1,1,27/02/2019,0.7,133,280
31370877,7053689,Entire home/apt,100,1,1,31/03/2019,1,27,244
31374937,194542498,Private room,100,1,11,04/04/2019,5.41,1,202
31377039,35712072,Entire home/apt,60,31,1,10/04/2019,1,14,276
31381515,11000172,Private room,70,32,1,05/04/2019,1,2,252
31383232,24491922,Private room,52,2,5,07/04/2019,3.66,1,66
31386902,235071472,Private room,60,4,1,01/02/2019,0.43,1,36
31394567,235147027,Private room,36,1,3,14/03/2019,2.05,1,73
31395255,29221090,Private room,180,2,1,28/02/2019,0.71,1,7
31395757,3912625,Entire home/apt,143,32,1,08/03/2019,0.88,2,201
31397776,4864707,Private room,120,2,4,11/03/2019,2.86,5,137
31399578,170513081,Private room,60,1,7,08/04/2019,2.41,52,299
31399817,7414663,Private room,145,1,2,19/03/2019,2,38,256
31399898,63048416,Private room,124,2,6,17/03/2019,3.46,18,291
31400707,155203517,Entire home/apt,500,1,1,27/01/2019,0.41,4,211
31400807,233856670,Private room,98,1,6,08/04/2019,4.62,1,0
31402077,170513081,Entire home/apt,110,1,11,06/04/2019,4.4,52,276
31405742,299462,Private room,307,1,10,19/03/2019,3.7,79,323
31408169,54976670,Private room,35,3,12,05/04/2019,4.8,4,72
31410665,1447144,Entire home/apt,90,3,1,16/03/2019,1,74,299
31410915,180453690,Entire home/apt,25,2,6,02/03/2019,2.69,1,5
31411499,235233270,Entire home/apt,55,1,7,27/03/2019,4.04,1,36
31412607,43805162,Private room,131,3,1,27/02/2019,0.7,1,339
31412941,87527509,Entire home/apt,50,2,7,22/03/2019,2.76,3,212
31415362,171087611,Entire home/apt,25,1,19,07/04/2019,6.71,3,226
31417388,171087611,Private room,18,1,8,27/03/2019,3.81,3,287
31423739,54082387,Entire home/apt,22,1,3,03/03/2019,1.13,14,104
31424001,54082387,Entire home/apt,28,1,2,01/03/2019,0.88,14,106
31424151,54082387,Private room,25,1,3,20/03/2019,1.41,14,106
31424802,76430336,Private room,21,3,2,09/02/2019,0.88,3,0
31428950,40763743,Entire home/apt,250,2,3,07/04/2019,2.05,1,0
31430933,235430069,Entire home/apt,30,1,3,26/02/2019,1.91,1,178
31431530,39328627,Entire home/apt,85,3,2,11/03/2019,1.71,51,0
31432141,39328627,Private room,85,3,1,10/03/2019,0.94,51,260
31433350,39328627,Private room,85,3,1,27/02/2019,0.7,51,268
31433582,8130906,Entire home/apt,230,1,2,01/04/2019,2,42,246
31436717,235466369,Private room,30,1,11,29/03/2019,4.18,1,43
31439305,54976670,Entire home/apt,29,3,9,02/04/2019,3.38,4,68
31450021,171087611,Shared room,20,1,18,05/04/2019,6.67,3,254
31457802,235647999,Private room,40,1,11,25/03/2019,7.17,2,290
31460245,8130906,Private room,297,1,7,02/04/2019,3.04,42,205
31462149,1391607,Private room,55,2,5,17/03/2019,2.83,95,343
31464108,145551089,Private room,175,2,4,04/04/2019,2.07,5,251
31466407,28720849,Private room,27,2,1,27/03/2019,1,1,9
31469508,186200710,Private room,45,1,2,24/03/2019,1.13,3,33
31470115,186200710,Private room,45,1,10,17/03/2019,3.85,3,31
31471334,233415201,Private room,141,3,1,07/04/2019,1,2,251
31476309,235820897,Private room,45,2,2,08/04/2019,1.54,1,49
31480661,234256283,Private room,38,31,1,13/01/2019,0.34,19,236
31481451,222719082,Private room,70,2,1,06/03/2019,0.83,2,270
31481458,3994718,Private room,90,32,2,05/04/2019,1.5,11,152
31482482,83912266,Private room,24,1,5,03/03/2019,2.31,3,275
31483791,170513081,Private room,110,2,7,24/02/2019,2.53,52,205
31483996,170513081,Private room,110,2,9,07/04/2019,3.38,52,196
31485251,206970298,Entire home/apt,25,2,5,23/03/2019,1.95,2,351
31486998,206970298,Private room,25,2,11,04/04/2019,4.07,2,354
31487941,13211435,Entire home/apt,25,1,1,01/03/2019,0.73,1,304
31488219,39328627,Entire home/apt,85,3,1,01/04/2019,1,51,277
31492917,235944831,Private room,28,3,1,24/02/2019,0.65,4,66
31502886,236036591,Private room,30,1,4,08/04/2019,4,2,16
31507258,193618270,Private room,130,2,2,18/02/2019,1.05,106,142
31507611,73976926,Private room,19,1,6,19/03/2019,2.14,12,85
31507978,73976926,Private room,19,1,2,23/03/2019,0.75,12,161
31508896,235929929,Private room,28,1,1,17/01/2019,0.36,2,365
31510270,182062329,Private room,50,1,1,19/01/2019,0.37,1,13
31510747,236103433,Private room,29,1,13,07/04/2019,4.81,4,130
31513004,235841469,Private room,26,2,22,31/03/2019,7.95,1,262
31514169,236134683,Private room,49,1,11,06/04/2019,5,1,148
31525540,78427852,Private room,36,1,1,15/01/2019,0.35,1,99
31527371,45735034,Private room,48,2,7,30/03/2019,2.84,1,33
31528678,299462,Private room,283,1,1,19/03/2019,1,79,172
31528746,299462,Private room,248,1,1,16/02/2019,0.56,79,167
31529306,154526344,Private room,30,1,11,08/04/2019,4.07,3,40
31530390,154526344,Private room,45,1,4,06/04/2019,1.62,3,42
31530845,154526344,Private room,30,1,20,08/04/2019,8.11,3,38
31532042,194084947,Private room,65,1,6,23/03/2019,2.69,4,151
31533414,23226762,Entire home/apt,124,3,1,04/02/2019,0.45,21,291
31537029,236347395,Private room,170,3,6,16/03/2019,2.09,1,275
31537341,57529033,Entire home/apt,45,1,12,07/04/2019,7.66,2,23
31538538,23573776,Private room,85,1,11,06/04/2019,4.46,1,105
31539708,41400844,Private room,32,1,4,05/04/2019,2.11,3,33
31541302,106789818,Private room,69,2,3,03/04/2019,1.5,3,78
31550517,231081548,Entire home/apt,130,3,8,05/04/2019,4,4,272
31550555,182146705,Private room,26,4,9,31/03/2019,4.66,1,55
31552246,106789818,Private room,49,3,6,08/04/2019,2.25,3,71
31552404,36698583,Private room,140,3,2,07/04/2019,2,5,271
31556361,185289694,Private room,109,2,5,18/03/2019,2.38,1,228
31556718,28018348,Entire home/apt,20,2,11,08/04/2019,5.5,2,35
31558603,39328627,Entire home/apt,75,3,2,21/03/2019,1.54,51,0
31558714,236484385,Private room,70,2,9,30/03/2019,4.15,1,323
31559863,236544154,Private room,20,5,6,08/04/2019,3.1,4,76
31562724,236575554,Private room,45,31,1,17/03/2019,1,1,130
31562853,299462,Private room,393,1,5,08/04/2019,3.66,79,285
31571412,163306741,Entire home/apt,30,3,4,21/03/2019,1.71,6,12
31576463,138877286,Private room,71,1,3,25/03/2019,2.57,9,321
31576627,228920555,Private room,25,7,7,23/03/2019,2.69,5,62
31578794,236714700,Private room,50,1,4,18/03/2019,1.45,2,40
31580215,236725089,Entire home/apt,50,1,5,16/03/2019,1.81,1,76
31580968,235870562,Private room,29,1,4,05/03/2019,1.46,4,285
31581034,5323481,Private room,60,2,4,17/03/2019,2.07,1,348
31585628,4459553,Entire home/apt,700,2,1,11/03/2019,1,173,312
31585642,236765840,Entire home/apt,25,2,8,22/03/2019,3.53,2,337
31585991,223478478,Private room,170,1,4,26/03/2019,1.85,5,285
31586947,223478478,Private room,65,1,2,28/03/2019,1.07,5,285
31587510,185792394,Entire home/apt,40,3,8,20/03/2019,3.58,3,156
31587741,128351863,,42,1,11,31/03/2019,7.17,2,30
31589107,185792394,,40,3,10,25/03/2019,4.11,3,106
31603686,234256283,,49,31,1,17/01/2019,0.36,19,106
31604605,32037490,,120,2,9,04/04/2019,4.35,77,223
31604644,32037490,,80,2,2,17/03/2019,1.02,77,227
31606890,190654343,,50,1,1,07/04/2019,1,1,351
31607233,141879355,,50,2,8,07/04/2019,5.11,1,0
31609711,34456499,,70,2,4,17/03/2019,1.6,1,321
31610391,10097779,,35,2,4,08/03/2019,1.79,1,36
31619197,646426,,60,2,4,07/04/2019,2.79,1,332
31620199,234569768,,35,2,10,04/04/2019,3.75,2,40
31620364,237051072,,35,3,10,05/04/2019,3.7,2,113
31630926,39907749,,18,1,1,10/03/2019,0.94,7,74
31632131,102947901,,75,1,1,03/03/2019,0.77,133,259
31632554,193618270,,499,1,2,18/03/2019,1.4,106,328
31633910,32037490,,100,2,8,28/03/2019,3.58,77,247
31636708,214774673,,300,1,3,10/03/2019,1.7,24,347
31636795,214774673,,300,1,6,27/03/2019,3.67,24,321
31636933,214774673,,300,1,1,18/03/2019,1,24,347
31637650,236350589,,58,1,1,19/03/2019,1,1,121
31638047,135032260,,40,1,17,08/04/2019,6.8,1,25
31638336,57053558,,30,2,4,01/04/2019,2.03,1,11
31639063,214774673,,500,1,1,11/03/2019,1,24,334
31639194,214774673,,300,1,2,23/03/2019,1.54,24,347
31641463,57935558,,42,1,3,11/03/2019,2.65,14,0
31660417,149191,,51,1,2,03/03/2019,0.88,1,42
31660969,237381903,,40,5,2,05/03/2019,1.36,1,365
31661477,18016757,,500,3,1,01/02/2019,0.43,1,363
31661721,237051072,,36,3,10,31/03/2019,5,2,88
31663188,202848558,,147,2,5,01/04/2019,2.68,21,322
31663437,171236207,,80,1,1,10/04/2019,1,60,236
31666595,118660083,,55,1,12,03/04/2019,7.66,1,117
31666649,237426711,,28,2,3,18/03/2019,1.5,2,151
31667012,34400839,,36,2,13,06/04/2019,5.82,3,101
31668723,97628026,,89,2,12,06/04/2019,8.57,1,163
31669772,221308498,,69,1,7,12/03/2019,3.44,4,0
31672718,211865478,,60,3,7,04/04/2019,5.68,1,25
31679190,236544154,,45,5,3,07/03/2019,1.48,4,0
31696274,188214251,,500,2,3,02/04/2019,2.31,1,253
31700501,236544154,,40,5,11,08/04/2019,4.65,4,57
31709129,179173905,,38,1,21,09/04/2019,8.4,3,81
31709736,15512663,,30,2,4,14/03/2019,1.54,2,8
31717578,144664632,,21,1,8,26/03/2019,3.2,2,70
31717968,144664632,,21,1,13,23/03/2019,5.2,2,68
31722452,237961399,,125,5,1,03/03/2019,0.77,1,36
31723911,202717282,,16,2,20,03/04/2019,8.11,1,3
31724305,237974696,,50,1,2,12/03/2019,1.54,1,0
31726973,221308498,,69,1,7,15/03/2019,3.44,4,0
31728573,147882053,,50,2,1,23/03/2019,1,1,33
31731297,238024565,,64,2,7,09/04/2019,3.96,1,234
31733233,234746460,,33,1,13,03/04/2019,7.5,4,8
31738918,133005440,,79,3,2,23/03/2019,2,1,113
31739420,238057774,,50,31,1,28/03/2019,1,1,145
31741869,55005791,,23,3,10,05/04/2019,4.48,1,23
31743205,237396185,,75,1,1,26/02/2019,0.68,1,64
31758760,238115846,,35,1,1,27/01/2019,0.41,1,56
31772778,6518397,,20,30,1,08/03/2019,0.88,1,133
31775003,1013855,,90,3,3,24/03/2019,3,7,42
31777545,238231918,,450,1,3,26/01/2019,1.17,1,260
31777598,1414702,,84,3,2,25/03/2019,1.13,12,223
31780495,238241515,,98,3,1,27/02/2019,0.7,1,257
31785101,193618270,,93,2,1,08/04/2019,1,106,150
31791941,299462,,126,1,9,23/03/2019,5.19,79,301
31796878,238286201,,55,2,10,31/03/2019,4.35,1,99
31797549,238283528,,49,3,3,10/04/2019,2,1,125
31801749,186960324,,50,2,6,05/04/2019,2.5,1,75
31803789,236899240,,42,2,2,07/04/2019,2,1,51
31806921,106789818,,49,3,6,25/03/2019,3.53,3,58
31813868,2346691,,39,2,2,06/04/2019,2,10,252
31813980,2346691,,39,2,2,15/03/2019,0.95,10,258
31814834,1399393,,600,1,2,11/02/2019,0.98,2,348
31815696,30955607,,35,2,1,03/03/2019,0.77,1,103
31815752,238439074,,99,3,3,12/03/2019,1.53,2,263
31816158,32037490,,120,2,6,02/04/2019,2.47,77,238
31817976,32037490,,120,2,5,29/03/2019,2.31,77,245
31818133,32037490,,100,2,12,03/04/2019,4.86,77,232
31820559,237389190,,45,1,7,05/04/2019,4.67,2,289
31822056,5360064,,130,4,4,09/04/2019,4,1,123
31822883,238490179,,80,3,1,05/04/2019,1,1,139
31823129,8130906,,400,1,2,22/02/2019,1.18,42,187
31824104,195844912,,130,1,5,06/04/2019,2.5,1,199
31824132,23104223,,150,4,5,02/04/2019,3.75,5,74
31826603,238518568,,129,3,3,04/03/2019,1.91,2,155
31827015,238518568,,139,2,5,05/04/2019,2.5,2,154
31827475,2346691,,39,2,1,07/02/2019,0.48,10,272
31827601,2346691,,39,2,2,05/04/2019,1.82,10,252
31827679,2346691,,39,2,3,07/04/2019,2.43,10,258
31827745,2346691,,39,2,2,23/03/2019,2,10,272
31827863,2346691,,39,2,1,13/03/2019,1,10,236
31842989,1432835,,90,3,9,24/03/2019,3.75,38,143
31845112,238660455,,25,1,9,26/03/2019,4.29,1,130
31845783,236544154,,20,5,1,04/04/2019,1,4,294
31847403,32037490,,100,2,5,08/03/2019,2.54,77,237
31848776,237389190,,45,1,8,01/04/2019,5.22,2,306
31850152,238690712,,130,3,3,16/03/2019,1.73,1,72
31850971,238699096,,16,2,7,06/04/2019,3.33,1,185
31853691,238725964,,100,1,1,01/03/2019,0.73,1,94
31854755,172547702,,90,1,1,07/03/2019,0.86,3,234
31855312,106627805,,30,1,12,05/04/2019,5.37,8,114
31856554,238751669,,350,2,1,17/03/2019,1,1,269
31857600,238757654,,74,1,2,08/04/2019,2,2,309
31860241,10541894,,120,1,3,27/03/2019,2.81,1,190
31866600,177362220,,100,1,3,23/03/2019,2.57,2,294
31867873,97691587,,25,3,7,08/04/2019,4.67,2,86
31869554,129336671,,30,3,4,21/03/2019,2.18,3,12
31870038,47171261,,600,3,1,31/03/2019,1,52,331
31870163,129336671,,30,3,4,17/03/2019,2.18,3,8
31870335,129336671,,25,3,5,26/03/2019,2.59,3,6
31871514,25835738,,35,2,4,02/04/2019,2.45,1,10
31872068,207109766,,709,1,9,25/03/2019,4.22,4,173
31872791,97691587,,27,3,3,25/03/2019,1.27,2,170
31873463,57935558,,42,1,2,11/03/2019,1.13,14,0
31874301,47171261,,84,32,1,30/03/2019,1,52,332
31876583,210343781,,20,3,2,31/03/2019,1.25,1,323
31891774,169460216,,25,2,1,25/02/2019,0.67,1,52
31900379,99998980,,35,2,5,26/03/2019,2.24,1,165
31902687,228316048,,28,1,3,27/02/2019,1.84,3,114
31903748,177362220,,95,1,4,27/03/2019,4,2,308
31913227,208316354,,103,3,1,15/03/2019,1,1,328
31913999,146449002,,15,30,1,01/03/2019,0.73,3,40
31920192,238958805,,31,3,5,31/03/2019,5,1,170
31921047,146449002,,15,30,1,28/03/2019,1,3,14
31922466,7957006,,30,2,1,24/03/2019,1,2,23
31923038,183551548,,40,3,4,04/04/2019,1.64,1,9
31926366,32141262,,40,1,2,25/02/2019,1.2,5,345
31929256,12415569,,80,30,1,28/03/2019,1,2,267
31939870,1363244,,32,30,2,06/03/2019,0.87,10,41
31940848,230617973,,50,1,1,10/02/2019,0.5,1,15
31941328,5729069,,600,3,1,30/01/2019,0.42,26,336
31942259,239490845,,59,2,3,07/04/2019,2.31,2,21
31942812,239496992,,200,2,3,26/03/2019,3,3,74
31950057,239546714,,55,1,9,05/04/2019,4.5,12,105
31953782,219941333,,50,1,18,07/04/2019,7.83,1,31
31958438,239612915,,49,3,5,24/03/2019,3.57,1,90
31966615,10416903,,35,1,2,05/04/2019,2,2,244
31967525,224925829,,68,2,5,31/03/2019,2.88,1,18
31969189,32037490,,100,2,5,25/03/2019,3.26,77,248
31969563,239490845,,49,2,1,27/02/2019,0.7,2,21
31969574,239703508,,45,1,11,08/04/2019,5.41,1,97
31969605,239520017,,26,1,13,04/04/2019,5.91,1,188
31969901,73565758,,55,2,1,20/02/2019,0.6,2,26
31971188,236614860,,35,1,1,04/03/2019,0.79,2,16
31971986,13553748,,26,1,6,31/03/2019,3.21,6,57
31972427,13553748,,29,1,6,03/04/2019,4,6,73
31978293,230325779,,19,1,11,08/04/2019,5,1,86
31979977,9612783,,45,1,3,01/04/2019,2.37,1,5
31981559,1977310,,95,3,1,17/03/2019,1,3,128
31981780,239776641,,17,1,6,31/03/2019,2.86,1,141
31982674,239782907,,150,3,3,15/03/2019,1.84,1,326
31985006,4472095,,150,3,4,04/04/2019,3.43,2,335
31986677,5432336,,58,1,3,31/03/2019,1.67,12,233
31987289,15860057,,80,7,2,09/04/2019,1.4,1,86
31996309,94168668,,86,2,4,26/03/2019,1.71,2,264
32000370,110460297,,120,3,1,12/03/2019,1,4,245
32004948,143695088,,105,1,1,05/03/2019,0.81,1,262
32005874,154040549,,80,1,12,09/04/2019,6.32,12,318
32007836,226169510,,45,1,15,07/04/2019,7.63,3,103
32009923,239767158,,55,3,3,03/04/2019,2.2,1,345
32012152,240003238,,30,15,2,07/02/2019,0.95,1,63
32013078,168595005,,45,3,3,07/04/2019,2.31,3,25
32016396,154040549,,80,1,11,31/03/2019,6.6,12,308
32017066,154040549,,100,1,8,08/04/2019,4.21,12,244
32026248,174922936,,120,1,3,04/04/2019,2.25,2,38
32027232,238724735,,200,3,1,17/03/2019,1,19,244
32027964,224254688,,99,32,2,25/03/2019,2,2,140
32028209,61360206,,550,30,1,23/03/2019,1,13,314
32028472,178854012,,199,2,3,04/04/2019,1.8,1,296
32029337,63091472,,99,32,1,28/02/2019,0.71,1,164
32030347,194270248,,125,30,1,23/03/2019,1,13,314
32030994,194270248,,150,30,2,18/03/2019,1.3,13,284
32031738,194270248,,130,30,4,02/04/2019,2.31,13,313
32031911,35084302,,100,1,9,09/03/2019,4.5,2,0
32032467,240158984,,35,1,4,26/03/2019,1.79,1,345
32032665,240160130,,51,1,3,16/03/2019,1.64,4,329
32032901,194270248,,200,30,1,01/03/2019,0.73,13,337
32033273,194270248,,180,30,2,05/04/2019,1.43,13,301
32034896,94168668,,79,2,5,16/03/2019,2.5,2,264
32034986,45294870,,380,2,3,10/03/2019,2.31,1,0
32035078,192756596,,33,3,2,25/03/2019,2,1,43
32039179,26353164,,25,2,1,01/02/2019,0.43,1,365
32040126,106627805,,30,1,5,06/04/2019,4.17,8,105
32040381,106627805,,30,1,6,07/04/2019,5.45,8,278
32040533,106627805,,30,1,6,06/04/2019,5,8,278
32041388,47212016,,50,1,1,25/02/2019,0.67,1,130
32041396,189681252,,40,1,6,25/03/2019,3.27,1,77
32043973,194270248,,65,30,4,31/03/2019,2.22,13,341
32044350,194270248,,125,30,1,21/03/2019,1,13,349
32045340,194270248,,120,30,4,07/04/2019,2.86,13,348
32045638,194270248,,120,30,1,01/03/2019,0.73,13,345
32052393,38285443,,250,4,12,31/03/2019,6.79,1,153
32052569,106295252,,90,1,1,08/03/2019,0.88,2,242
32054102,204816707,,39,1,15,07/04/2019,6.72,5,221
32054780,203709406,,68,3,2,07/04/2019,0.87,3,61
32055152,90965119,,150,3,5,06/04/2019,3.41,1,130
32055742,115346751,,150,3,5,04/04/2019,2.27,1,113
32055973,1977310,,65,3,4,26/03/2019,4,3,100
32057850,240362402,,45,2,2,07/04/2019,1.46,2,105
32059480,1391607,,200,3,1,24/02/2019,0.65,95,289
32061037,240410208,,50,1,6,01/04/2019,2.9,1,70
32062364,174922936,,145,2,2,24/03/2019,1.43,2,51
32062542,240430317,,50,1,5,15/03/2019,2.5,1,64
32063213,234746460,,35,1,16,06/04/2019,7.87,4,8
32063657,240427213,,35,1,4,03/04/2019,2.73,1,19
32063939,240444903,,137,2,2,16/03/2019,2,1,166
32065504,240457660,,60,1,6,24/03/2019,3.05,1,71
32066075,28018348,,30,2,1,25/02/2019,0.67,2,40
32066285,226169510,,50,1,17,08/04/2019,8.5,3,94
32066635,3194412,,68,31,1,31/03/2019,1,6,240
32066756,240469857,,40,3,2,10/03/2019,1.15,1,134
32068412,226169510,,50,1,11,02/04/2019,6.6,3,103
32076770,236815289,,60,1,5,24/03/2019,3.06,1,279
32077251,23327543,,36,1,2,08/04/2019,2,1,43
32077882,240567676,,80,1,7,24/03/2019,4.38,2,256
32077935,240567467,,55,3,2,14/03/2019,1.54,12,195
32078808,34104245,,790,2,3,31/03/2019,2.14,1,209
32081518,239546714,,34,1,15,07/04/2019,7.76,12,99
32083457,236103433,,30,1,4,02/04/2019,2.61,4,178
32083606,240619118,,65,1,3,13/03/2019,1.43,1,41
32085144,240631090,,35,1,4,20/03/2019,2.31,6,38
32086358,228920555,,28,4,4,24/03/2019,1.85,5,62
32086589,36027643,,35,1,13,08/04/2019,7.36,1,61
32087617,154040549,,100,1,4,28/03/2019,2.11,12,213
32088715,84740203,,950,2,1,28/02/2019,0.71,1,64
32088779,239546714,,38,1,10,01/04/2019,5.08,12,95
32089045,239546714,,42,1,11,04/04/2019,7.17,12,95
32091145,212486049,,110,3,1,10/04/2019,1,3,19
32099889,7016191,,60,3,6,19/03/2019,3.21,3,241
32100249,240567467,,70,3,2,16/03/2019,1.71,12,265
32100381,240567467,,70,3,1,07/03/2019,0.86,12,148
32100787,240567467,,60,3,2,03/03/2019,1.43,12,160
32100962,240567467,,60,3,4,21/03/2019,3.64,12,189
32101199,240567467,,60,3,2,06/03/2019,1.43,12,193
32101271,240567467,,60,3,3,18/03/2019,2.43,12,167
32101497,240567467,,80,3,2,15/03/2019,1.58,12,16
32102597,150795362,,50,1,17,06/04/2019,8.23,11,147
32104830,36113926,,99,1,3,06/04/2019,1.43,1,131
32104952,234746460,,30,1,22,10/04/2019,10.48,4,4
32105379,235944831,,30,2,4,26/03/2019,4,4,141
32105726,236714700,,300,2,1,28/02/2019,0.71,2,40
32106965,240861976,,99,1,2,08/04/2019,2,1,78
32107536,3200533,,30,30,1,11/03/2019,1,3,100
32107573,240866712,,30,2,7,04/04/2019,5.12,1,3
32107639,4370275,,28,2,7,04/04/2019,3.68,1,9
32107719,228753606,,129,1,6,03/04/2019,2.86,1,71
32108956,1910204,,60,3,1,12/03/2019,1,2,158
32109391,21487448,,30,2,2,17/03/2019,1.43,1,78
32109537,220801124,,119,1,6,02/04/2019,2.9,1,113
32111960,235944831,,30,3,2,23/03/2019,1.67,4,96
32117318,3400349,,60,2,2,24/03/2019,2,1,6
32117343,170568502,,50,1,1,12/03/2019,1,2,328
32118203,203709406,,69,3,3,07/04/2019,2,3,25
32118663,74960639,,86,1,10,29/03/2019,4.84,1,4
32118745,168078442,,80,2,7,08/04/2019,4.88,3,60
32119545,240567676,,80,1,5,02/04/2019,3,2,288
32120599,68053639,,45,3,15,09/04/2019,7.38,1,24
32121022,32037490,,120,2,2,28/03/2019,1.67,77,237
